id,dropGroup,dropItem,dropPr,dropNumber
1847,8011421,2,1000,"10,10"
1848,8011431,2,1000,"10,10"
1849,8011441,2,1000,"10,10"
1850,8011511,2,1000,"10,10"
1851,8011521,2,1000,"10,10"
1852,8011531,2,1000,"10,10"
1853,8011541,2,1000,"10,10"
1854,8011611,2,1000,"10,10"
1855,8011621,2,1000,"10,10"
1856,8011631,2,1000,"10,10"
1857,8011641,2,1000,"10,10"
1858,8011711,2,1000,"10,10"
1859,8011721,2,1000,"10,10"
1860,8011731,2,1000,"10,10"
1861,8011741,2,1000,"10,10"
1862,8011811,2,1000,"10,10"
1863,8011821,2,1000,"10,10"
1864,8011831,2,1000,"10,10"
1865,8011841,2,1000,"10,10"
1866,8040111,100040,1000,"2,2"
1867,8040121,100040,1000,"2,2"
1868,8040131,100040,1000,"4,4"
1869,8040141,100040,1000,"5,5"
1870,8040211,100040,1000,"2,2"
1871,8040221,100040,1000,"3,3"
1872,8040231,100040,1000,"4,4"
1873,8040311,100040,1000,"2,2"
1874,8040321,100040,1000,"3,3"
1875,8040331,100040,1000,"4,4"
1876,8040411,100040,1000,"2,2"
1877,8040421,100040,1000,"4,4"
1878,8040431,100040,1000,"5,5"
1879,8040511,100040,1000,"3,3"
1880,8040521,100040,1000,"4,4"
1881,8040531,100040,1000,"5,5"
1882,8040541,100040,1000,"6,6"
1883,8040611,100040,1000,"3,3"
1884,8040621,100040,1000,"4,4"
1885,8040631,100040,1000,"5,5"
1886,8040641,100040,1000,"6,6"
1887,8040711,100040,1000,"4,4"
1888,8040721,100040,1000,"8,8"
1889,8040731,100040,1000,"12,12"
1890,8040741,100040,1000,"16,16"
1891,8040811,100040,1000,"4,4"
1892,8040821,100040,1000,"8,8"
1893,8040831,100040,1000,"12,12"
1894,8040841,100040,1000,"16,16"
1895,8040911,100040,1000,"2,2"
1896,8040921,100040,1000,"3,3"
1897,8040931,100040,1000,"4,4"
1898,8040941,100040,1000,"5,5"
1899,8041011,100040,1000,"3,3"
1900,8041021,100040,1000,"4,4"
1901,8041031,100040,1000,"5,5"
1902,8041041,100040,1000,"6,6"
1903,8041111,100040,1000,"4,4"
1904,8041121,100040,1000,"10,10"
1905,8041131,100040,1000,"15,15"
1906,8041141,100040,1000,"21,21"
1907,8041211,100040,1000,"4,4"
1908,8041221,100040,1000,"8,8"
1909,8041231,100040,1000,"16,16"
1910,8041241,100040,1000,"24,24"
1911,8041311,100040,1000,"4,4"
1912,8041321,100040,1000,"8,8"
1913,8041331,100040,1000,"16,16"
1914,8041341,100040,1000,"24,24"
1915,8041411,100040,1000,"1,1"
1916,8041421,100040,1000,"2,2"
1917,8041431,100040,1000,"3,3"
1918,8041441,100040,1000,"4,4"
1919,8041511,100040,1000,"1,1"
1920,8041521,100040,1000,"2,2"
1921,8041531,100040,1000,"3,3"
1922,8041541,100040,1000,"4,4"
1923,8041611,100040,1000,"1,1"
1924,8041621,100040,1000,"2,2"
1925,8041631,100040,1000,"3,3"
1926,8041641,100040,1000,"4,4"
1927,8041711,100040,1000,"1,1"
1928,8041721,100040,1000,"2,2"
1929,8041731,100040,1000,"3,3"
1930,8041741,100040,1000,"4,4"
1931,8041811,100040,1000,"1,1"
1932,8041821,100040,1000,"2,2"
1933,8041831,100040,1000,"3,3"
1934,8041841,100040,1000,"4,4"
1935,8040111,2,1000,"10,10"
1936,8040121,2,1000,"10,10"
1937,8040131,2,1000,"10,10"
1938,8040141,2,1000,"20,20"
1939,8040211,2,1000,"10,10"
1940,8040221,2,1000,"10,10"
1941,8040231,2,1000,"10,10"
1942,8040311,2,1000,"10,10"
1943,8040321,2,1000,"10,10"
1944,8040331,2,1000,"10,10"
1945,8040411,2,1000,"10,10"
1946,8040421,2,1000,"10,10"
1947,8040431,2,1000,"10,10"
1948,8040511,2,1000,"10,10"
1949,8040521,2,1000,"10,10"
1950,8040531,2,1000,"20,20"
1951,8040541,2,1000,"20,20"
1952,8040611,2,1000,"10,10"
1953,8040621,2,1000,"10,10"
1954,8040631,2,1000,"20,20"
1955,8040641,2,1000,"20,20"
1956,8040711,2,1000,"20,20"
1957,8040721,2,1000,"20,20"
1958,8040731,2,1000,"20,20"
1959,8040741,2,1000,"20,20"
1960,8040811,2,1000,"20,20"
1961,8040821,2,1000,"20,20"
1962,8040831,2,1000,"20,20"
1963,8040841,2,1000,"20,20"
1964,8040911,2,1000,"20,20"
1965,8040921,2,1000,"20,20"
1966,8040931,2,1000,"20,20"
1967,8040941,2,1000,"20,20"
1968,8041011,2,1000,"10,10"
1969,8041021,2,1000,"10,10"
1970,8041031,2,1000,"20,20"
1971,8041041,2,1000,"20,20"
1972,8041111,2,1000,"20,20"
1973,8041121,2,1000,"20,20"
1974,8041131,2,1000,"20,20"
1975,8041141,2,1000,"20,20"
1976,8041211,2,1000,"20,20"
1977,8041221,2,1000,"20,20"
1978,8041231,2,1000,"20,20"
1979,8041241,2,1000,"20,20"
1980,8041311,2,1000,"20,20"
1981,8041321,2,1000,"20,20"
1982,8041331,2,1000,"20,20"
1983,8041341,2,1000,"20,20"
1984,8041411,2,1000,"10,10"
1985,8041421,2,1000,"10,10"
1986,8041431,2,1000,"10,10"
1987,8041441,2,1000,"10,10"
1988,8041511,2,1000,"10,10"
1989,8041521,2,1000,"10,10"
1990,8041531,2,1000,"10,10"
1991,8041541,2,1000,"10,10"
1992,8041611,2,1000,"10,10"
1993,8041621,2,1000,"10,10"
1994,8041631,2,1000,"10,10"
1995,8041641,2,1000,"10,10"
1996,8041711,2,1000,"10,10"
1997,8041721,2,1000,"10,10"
1998,8041731,2,1000,"10,10"
1999,8041741,2,1000,"10,10"
2000,8041811,2,1000,"10,10"
2001,8041821,2,1000,"10,10"
2002,8041831,2,1000,"10,10"
2003,8041841,2,1000,"10,10"
2004,9101052,1603003,1000,"1,1"
2005,9101102,1616101,1000,"1,1"
2006,9101152,1603003,1000,"1,1"
2007,9101202,1616101,1000,"1,1"
2008,9101252,1603003,1000,"1,1"
2009,9101302,1616101,1000,"1,1"
2010,9101352,1603003,1000,"1,1"
2011,9101402,1616101,1000,"1,1"
2012,9101452,1603003,1000,"1,1"
2013,9101502,1616101,1000,"1,1"
2014,9201052,1603003,1000,"1,1"
2015,9201102,1616101,1000,"1,1"
2016,9301052,1603003,1000,"1,1"
2017,9301102,1616101,1000,"1,1"
2018,9401052,1603003,1000,"1,1"
2019,9401102,1616101,1000,"1,1"
2020,9501052,1603003,1000,"1,1"
2021,9501102,1616101,1000,"1,1"
2022,9999999,1012,1000,"1,1"
2023,9999999,1003,0,"1,1"
2024,9999999,2001,0,"1,1"
2025,9999999,1002,0,"1,1"
2026,9999999,1831001,1000,"1,1"
2027,70004091,1113001,1000,"1,1"
2028,70004091,1133001,1000,"1,1"
2029,70004091,1163001,1000,"1,1"
2030,70004091,1123001,1000,"1,1"
2031,70004091,1143001,1000,"1,1"
2032,70004091,1153021,1000,"1,1"
2033,71621001,1112001,1000,"1,1"
2034,71621001,1122001,1000,"1,1"
2035,71621001,1132001,1000,"1,1"
2036,71621001,1142001,1000,"1,1"
2037,71621001,1152001,1000,"1,1"
2038,71621001,1162001,1000,"1,1"
2039,71621001,1112011,1000,"1,1"
2040,71621001,1122011,1000,"1,1"
2041,71621001,1132011,1000,"1,1"
2042,71621001,1142011,1000,"1,1"
2043,71621001,1152011,1000,"1,1"
2044,71621001,1162011,1000,"1,1"
2045,71622001,1112002,1000,"1,1"
2046,71622001,1122002,1000,"1,1"
2047,71622001,1132002,1000,"1,1"
2048,71622001,1142002,1000,"1,1"
2049,71622001,1152002,1000,"1,1"
2050,71622001,1162002,1000,"1,1"
2051,71622001,1112012,1000,"1,1"
2052,71622001,1122012,1000,"1,1"
2053,71622001,1132012,1000,"1,1"
2054,71622001,1142012,1000,"1,1"
2055,71622001,1152012,1000,"1,1"
2056,71622001,1162012,1000,"1,1"
2057,71623001,1112003,1000,"1,1"
2058,71623001,1122003,1000,"1,1"
2059,71623001,1132003,1000,"1,1"
2060,71623001,1142003,1000,"1,1"
2061,71623001,1152003,1000,"1,1"
2062,71623001,1162003,1000,"1,1"
2063,71623001,1112013,1000,"1,1"
2064,71623001,1122013,1000,"1,1"
2065,71623001,1132013,1000,"1,1"
2066,71623001,1142013,1000,"1,1"
2067,71623001,1152013,1000,"1,1"
2068,71623001,1162013,1000,"1,1"
2069,71624001,1172001,1000,"1,1"
2070,71624001,1172002,1000,"1,1"
2071,71624001,1172003,1000,"1,1"
2072,71631001,1113001,1000,"1,1"
2073,71631001,1123001,1000,"1,1"
2074,71631001,1133001,1000,"1,1"
2075,71631001,1143001,1000,"1,1"
2076,71631001,1153001,1000,"1,1"
2077,71631001,1163001,1000,"1,1"
2078,71631001,1113011,1000,"1,1"
2079,71631001,1113021,1000,"1,1"
2080,71631001,1123011,1000,"1,1"
2081,71631001,1123021,1000,"1,1"
2082,71631001,1133011,1000,"1,1"
2083,71631001,1133021,1000,"1,1"
2084,71631001,1143011,1000,"1,1"
2085,71631001,1143021,1000,"1,1"
2086,71631001,1153011,1000,"1,1"
2087,71631001,1153021,1000,"1,1"
2088,71631001,1163011,1000,"1,1"
2089,71631001,1163021,1000,"1,1"
2090,71632001,1113002,1000,"1,1"
2091,71632001,1123002,1000,"1,1"
2092,71632001,1133002,1000,"1,1"
2093,71632001,1143002,1000,"1,1"
2094,71632001,1153002,1000,"1,1"
2095,71632001,1163002,1000,"1,1"
2096,71632001,1113012,1000,"1,1"
2097,71632001,1113022,1000,"1,1"
2098,71632001,1123012,1000,"1,1"
2099,71632001,1123022,1000,"1,1"
2100,71632001,1133012,1000,"1,1"
2101,71632001,1133022,1000,"1,1"
2102,71632001,1143012,1000,"1,1"
2103,71632001,1143022,1000,"1,1"
2104,71632001,1153012,1000,"1,1"
2105,71632001,1153022,1000,"1,1"
2106,71632001,1163012,1000,"1,1"
2107,71632001,1163022,1000,"1,1"
2108,71633001,1113003,1000,"1,1"
2109,71633001,1123003,1000,"1,1"
2110,71633001,1133003,1000,"1,1"
2111,71633001,1143003,1000,"1,1"
2112,71633001,1153003,1000,"1,1"
2113,71633001,1163003,1000,"1,1"
2114,71633001,1113013,1000,"1,1"
2115,71633001,1113023,1000,"1,1"
2116,71633001,1123013,1000,"1,1"
2117,71633001,1123023,1000,"1,1"
2118,71633001,1133013,1000,"1,1"
2119,71633001,1133023,1000,"1,1"
2120,71633001,1143013,1000,"1,1"
2121,71633001,1143023,1000,"1,1"
2122,71633001,1153013,1000,"1,1"
2123,71633001,1153023,1000,"1,1"
2124,71633001,1163013,1000,"1,1"
2125,71633001,1163023,1000,"1,1"
2126,71634001,1173001,1000,"1,1"
2127,71634001,1173002,1000,"1,1"
2128,71634001,1173003,1000,"1,1"
2129,71634001,1173004,1000,"1,1"
2130,71634001,1173005,1000,"1,1"
2131,71634001,1173006,1000,"1,1"
2132,71634001,1173007,1000,"1,1"
2133,71634001,1173008,1000,"1,1"
2134,71634001,1173009,1000,"1,1"
2135,71634001,1173010,1000,"1,1"
2136,71634001,1173011,1000,"1,1"
2137,71634001,1173012,1000,"1,1"
2138,71634001,1173013,1000,"1,1"
2139,71634001,1173014,1000,"1,1"
2140,71634001,1173015,1000,"1,1"
2141,71641001,1114001,1000,"1,1"
2142,71641001,1124001,1000,"1,1"
2143,71641001,1134001,1000,"1,1"
2144,71641001,1144001,1000,"1,1"
2145,71641001,1154001,1000,"1,1"
2146,71641001,1164001,1000,"1,1"
2147,71641001,1114011,1000,"1,1"
2148,71641001,1114021,1000,"1,1"
2149,71641001,1124011,1000,"1,1"
2150,71641001,1124021,1000,"1,1"
2151,71641001,1134011,1000,"1,1"
2152,71641001,1134021,1000,"1,1"
2153,71641001,1144011,1000,"1,1"
2154,71641001,1144021,1000,"1,1"
2155,71641001,1154011,1000,"1,1"
2156,71641001,1154021,1000,"1,1"
2157,71641001,1164011,1000,"1,1"
2158,71641001,1164021,1000,"1,1"
2159,71642001,1114002,1000,"1,1"
2160,71642001,1124002,1000,"1,1"
2161,71642001,1134002,1000,"1,1"
2162,71642001,1144002,1000,"1,1"
2163,71642001,1154002,1000,"1,1"
2164,71642001,1164002,1000,"1,1"
2165,71642001,1114012,1000,"1,1"
2166,71642001,1114022,1000,"1,1"
2167,71642001,1124012,1000,"1,1"
2168,71642001,1124022,1000,"1,1"
2169,71642001,1134012,1000,"1,1"
2170,71642001,1134022,1000,"1,1"
2171,71642001,1144012,1000,"1,1"
2172,71642001,1144022,1000,"1,1"
2173,71642001,1154012,1000,"1,1"
2174,71642001,1154022,1000,"1,1"
2175,71642001,1164012,1000,"1,1"
2176,71642001,1164022,1000,"1,1"
2177,71643001,1114003,1000,"1,1"
2178,71643001,1124003,1000,"1,1"
2179,71643001,1134003,1000,"1,1"
2180,71643001,1144003,1000,"1,1"
2181,71643001,1154003,1000,"1,1"
2182,71643001,1164003,1000,"1,1"
2183,71643001,1114013,1000,"1,1"
2184,71643001,1114023,1000,"1,1"
2185,71643001,1124013,1000,"1,1"
2186,71643001,1124023,1000,"1,1"
2187,71643001,1134013,1000,"1,1"
2188,71643001,1134023,1000,"1,1"
2189,71643001,1144013,1000,"1,1"
2190,71643001,1144023,1000,"1,1"
2191,71643001,1154013,1000,"1,1"
2192,71643001,1154023,1000,"1,1"
2193,71643001,1164013,1000,"1,1"
2194,71643001,1164023,1000,"1,1"
2195,71644001,1174001,1000,"1,1"
2196,71644001,1174002,1000,"1,1"
2197,71644001,1174003,1000,"1,1"
2198,71644001,1174004,1000,"1,1"
2199,71644001,1174005,1000,"1,1"
2200,71644001,1174006,1000,"1,1"
2201,71644001,1174007,1000,"1,1"
2202,71644001,1174008,1000,"1,1"
2203,71644001,1174009,1000,"1,1"
2204,71644001,1174010,1000,"1,1"
2205,71644001,1174011,1000,"1,1"
2206,71644001,1174012,1000,"1,1"
2207,71644001,1174013,1000,"1,1"
2208,71644001,1174014,1000,"1,1"
2209,71644001,1174015,1000,"1,1"
2210,71644001,1174016,1000,"1,1"
2211,71644001,1174017,1000,"1,1"
2212,71644001,1174018,1000,"1,1"
2213,71644001,1174019,1000,"1,1"
2214,71644001,1174020,1000,"1,1"
2215,71644001,1174021,1000,"1,1"
2216,71644001,1174022,1000,"1,1"
2217,91010101,11,1000,"2000,2000"
2218,91010101,2,1000,"15,15"
2219,91010101,1604001,1000,"1,1"
2220,91010101,1611001,1000,"1,1"
2221,91010201,11,1000,"2000,2000"
2222,91010201,2,1000,"15,15"
2223,91010201,1605001,1000,"1,1"
2224,91010201,1612001,1000,"1,1"
2225,91010301,11,1000,"2000,2000"
2226,91010301,2,1000,"15,15"
2227,91010301,1606001,1000,"1,1"
2228,91010301,1613001,1000,"1,1"
2229,91010401,11,1000,"2000,2000"
2230,91010401,2,1000,"15,15"
2231,91010401,1615001,1000,"1,1"
2232,91010401,1614001,1000,"1,1"
2233,91010501,11,1000,"5000,5000"
2234,91010501,2,1000,"60,60"
2235,91010501,8001,1000,"1,1"
2236,91010501,1600101,1000,"400,400"
2237,91010601,11,1000,"2000,2000"
2238,91010601,2,1000,"15,15"
2239,91010601,1604001,1000,"1,1"
2240,91010601,1611001,1000,"1,1"
2241,91010701,11,1000,"2000,2000"
2242,91010701,2,1000,"15,15"
2243,91010701,1605001,1000,"1,1"
2244,91010701,1612001,1000,"1,1"
2245,91010801,11,1000,"2000,2000"
2246,91010801,2,1000,"15,15"
2247,91010801,1606001,1000,"1,1"
2248,91010801,1613001,1000,"1,1"
2249,91010901,11,1000,"2000,2000"
2250,91010901,2,1000,"15,15"
2251,91010901,1615001,1000,"1,1"
2252,91010901,1614001,1000,"1,1"
2253,91011001,11,1000,"5000,5000"
2254,91011001,2,1000,"60,60"
2255,91011001,8001,1000,"1,1"
2256,91011001,1600101,1000,"400,400"
2257,91011101,11,1000,"2000,2000"
2258,91011101,2,1000,"15,15"
2259,91011101,1604001,1000,"1,1"
2260,91011101,1611001,1000,"1,1"
2261,91011201,11,1000,"2000,2000"
2262,91011201,2,1000,"15,15"
2263,91011201,1605001,1000,"1,1"
2264,91011201,1612001,1000,"1,1"
2265,91011301,11,1000,"2000,2000"
2266,91011301,2,1000,"15,15"
2267,91011301,1606001,1000,"1,1"
2268,91011301,1613001,1000,"1,1"
2269,91011401,11,1000,"2000,2000"
2270,91011401,2,1000,"15,15"
2271,91011401,1615001,1000,"1,1"
2272,91011401,1614001,1000,"1,1"
2273,91011501,11,1000,"5000,5000"
2274,91011501,2,1000,"60,60"
2275,91011501,8001,1000,"1,1"
2276,91011501,1600101,1000,"400,400"
2277,91011601,11,1000,"2000,2000"
2278,91011601,2,1000,"15,15"
2279,91011601,1604001,1000,"1,1"
2280,91011601,1611001,1000,"1,1"
2281,91011701,11,1000,"2000,2000"
2282,91011701,2,1000,"15,15"
2283,91011701,1605001,1000,"1,1"
2284,91011701,1612001,1000,"1,1"
2285,91011801,11,1000,"2000,2000"
2286,91011801,2,1000,"15,15"
2287,91011801,1606001,1000,"1,1"
2288,91011801,1613001,1000,"1,1"
2289,91011901,11,1000,"2000,2000"
2290,91011901,2,1000,"15,15"
2291,91011901,1615001,1000,"1,1"
2292,91011901,1614001,1000,"1,1"
2293,91012001,11,1000,"5000,5000"
2294,91012001,2,1000,"60,60"
2295,91012001,8001,1000,"1,1"
2296,91012001,1600101,1000,"400,400"
2297,91012101,11,1000,"2000,2000"
2298,91012101,2,1000,"15,15"
2299,91012101,1604001,1000,"1,1"
2300,91012101,1611001,1000,"1,1"
2301,91012201,11,1000,"2000,2000"
2302,91012201,2,1000,"15,15"
2303,91012201,1605001,1000,"1,1"
2304,91012201,1612001,1000,"1,1"
2305,91012301,11,1000,"2000,2000"
2306,91012301,2,1000,"15,15"
2307,91012301,1606001,1000,"1,1"
2308,91012301,1613001,1000,"1,1"
2309,91012401,11,1000,"2000,2000"
2310,91012401,2,1000,"15,15"
2311,91012401,1615001,1000,"1,1"
2312,91012401,1614001,1000,"1,1"
2313,91012501,11,1000,"5000,5000"
2314,91012501,2,1000,"60,60"
2315,91012501,8001,1000,"1,1"
2316,91012501,1600101,1000,"400,400"
2317,91012601,11,1000,"2000,2000"
2318,91012601,2,1000,"15,15"
2319,91012601,1604001,1000,"1,1"
2320,91012601,1611001,1000,"1,1"
2321,91012701,11,1000,"2000,2000"
2322,91012701,2,1000,"15,15"
2323,91012701,1605001,1000,"1,1"
2324,91012701,1612001,1000,"1,1"
2325,91012801,11,1000,"2000,2000"
2326,91012801,2,1000,"15,15"
2327,91012801,1606001,1000,"1,1"
2328,91012801,1613001,1000,"1,1"
2329,91012901,11,1000,"2000,2000"
2330,91012901,2,1000,"15,15"
2331,91012901,1615001,1000,"1,1"
2332,91012901,1614001,1000,"1,1"
2333,91013001,11,1000,"5000,5000"
2334,91013001,2,1000,"60,60"
2335,91013001,8001,1000,"1,1"
2336,91013001,1600101,1000,"400,400"
2337,91013101,11,1000,"3000,3000"
2338,91013101,2,1000,"20,20"
2339,91013101,1604001,1000,"1,1"
2340,91013101,1611001,1000,"1,1"
2341,91013201,11,1000,"3000,3000"
2342,91013201,2,1000,"20,20"
2343,91013201,1605001,1000,"1,1"
2344,91013201,1612001,1000,"1,1"
2345,91013301,11,1000,"3000,3000"
2346,91013301,2,1000,"20,20"
2347,91013301,1606001,1000,"1,1"
2348,91013301,1613001,1000,"1,1"
2349,91013401,11,1000,"3000,3000"
2350,91013401,2,1000,"20,20"
2351,91013401,1615001,1000,"1,1"
2352,91013401,1614001,1000,"1,1"
2353,91013501,11,1000,"7500,7500"
2354,91013501,2,1000,"80,80"
2355,91013501,8001,1000,"1,1"
2356,91013501,1600101,1000,"400,400"
2357,91013601,11,1000,"3000,3000"
2358,91013601,2,1000,"20,20"
2359,91013601,1604001,1000,"1,1"
2360,91013601,1611001,1000,"1,1"
2361,91013701,11,1000,"3000,3000"
2362,91013701,2,1000,"20,20"
2363,91013701,1605001,1000,"1,1"
2364,91013701,1612001,1000,"1,1"
2365,91013801,11,1000,"3000,3000"
2366,91013801,2,1000,"20,20"
2367,91013801,1606001,1000,"1,1"
2368,91013801,1613001,1000,"1,1"
2369,91013901,11,1000,"3000,3000"
2370,91013901,2,1000,"20,20"
2371,91013901,1615001,1000,"1,1"
2372,91013901,1614001,1000,"1,1"
2373,91014001,11,1000,"7500,7500"
2374,91014001,2,1000,"80,80"
2375,91014001,8001,1000,"1,1"
2376,91014001,1600101,1000,"400,400"
2377,91014101,11,1000,"3000,3000"
2378,91014101,2,1000,"20,20"
2379,91014101,1604001,1000,"1,1"
2380,91014101,1611001,1000,"1,1"
2381,91014201,11,1000,"3000,3000"
2382,91014201,2,1000,"20,20"
2383,91014201,1605001,1000,"1,1"
2384,91014201,1612001,1000,"1,1"
2385,91014301,11,1000,"3000,3000"
2386,91014301,2,1000,"20,20"
2387,91014301,1606001,1000,"1,1"
2388,91014301,1613001,1000,"1,1"
2389,91014401,11,1000,"3000,3000"
2390,91014401,2,1000,"20,20"
2391,91014401,1615001,1000,"1,1"
2392,91014401,1614001,1000,"1,1"
2393,91014501,11,1000,"7500,7500"
2394,91014501,2,1000,"80,80"
2395,91014501,8001,1000,"1,1"
2396,91014501,1600101,1000,"400,400"
2397,91014601,11,1000,"3000,3000"
2398,91014601,2,1000,"20,20"
2399,91014601,1604001,1000,"1,1"
2400,91014601,1611001,1000,"1,1"
2401,91014701,11,1000,"3000,3000"
2402,91014701,2,1000,"20,20"
2403,91014701,1605001,1000,"1,1"
2404,91014701,1612001,1000,"1,1"
2405,91014801,11,1000,"3000,3000"
2406,91014801,2,1000,"20,20"
2407,91014801,1606001,1000,"1,1"
2408,91014801,1613001,1000,"1,1"
2409,91014901,11,1000,"3000,3000"
2410,91014901,2,1000,"20,20"
2411,91014901,1615001,1000,"1,1"
2412,91014901,1614001,1000,"1,1"
2413,91015001,11,1000,"7500,7500"
2414,91015001,2,1000,"80,80"
2415,91015001,8001,1000,"1,1"
2416,91015001,1600101,1000,"400,400"
2417,91015101,11,1000,"3000,3000"
2418,91015101,2,1000,"20,20"
2419,91015101,1604001,1000,"1,1"
2420,91015101,1611001,1000,"1,1"
2421,91015201,11,1000,"3000,3000"
2422,91015201,2,1000,"20,20"
2423,91015201,1605001,1000,"1,1"
2424,91015201,1612001,1000,"1,1"
2425,91015301,11,1000,"3000,3000"
2426,91015301,2,1000,"20,20"
2427,91015301,1606001,1000,"1,1"
2428,91015301,1613001,1000,"1,1"
2429,91015401,11,1000,"3000,3000"
2430,91015401,2,1000,"20,20"
2431,91015401,1615001,1000,"1,1"
2432,91015401,1614001,1000,"1,1"
2433,91015501,11,1000,"7500,7500"
2434,91015501,2,1000,"80,80"
2435,91015501,8001,1000,"1,1"
2436,91015501,1600101,1000,"400,400"
2437,91015601,11,1000,"3000,3000"
2438,91015601,2,1000,"20,20"
2439,91015601,1604001,1000,"1,1"
2440,91015601,1611001,1000,"1,1"
2441,91015701,11,1000,"3000,3000"
2442,91015701,2,1000,"20,20"
2443,91015701,1605001,1000,"1,1"
2444,91015701,1612001,1000,"1,1"
2445,91015801,11,1000,"3000,3000"
2446,91015801,2,1000,"20,20"
2447,91015801,1606001,1000,"1,1"
2448,91015801,1613001,1000,"1,1"
2449,91015901,11,1000,"3000,3000"
2450,91015901,2,1000,"20,20"
2451,91015901,1615001,1000,"1,1"
2452,91015901,1614001,1000,"1,1"
2453,91016001,11,1000,"7500,7500"
2454,91016001,2,1000,"80,80"
2455,91016001,8001,1000,"1,1"
2456,91016001,1600101,1000,"400,400"
2457,91016101,11,1000,"4000,4000"
2458,91016101,2,1000,"25,25"
2459,91016101,1604001,1000,"1,1"
2460,91016101,1611001,1000,"1,1"
2461,91016201,11,1000,"4000,4000"
2462,91016201,2,1000,"25,25"
2463,91016201,1605001,1000,"1,1"
2464,91016201,1612001,1000,"1,1"
2465,91016301,11,1000,"4000,4000"
2466,91016301,2,1000,"25,25"
2467,91016301,1606001,1000,"1,1"
2468,91016301,1613001,1000,"1,1"
2469,91016401,11,1000,"4000,4000"
2470,91016401,2,1000,"25,25"
2471,91016401,1615001,1000,"1,1"
2472,91016401,1614001,1000,"1,1"
2473,91016501,11,1000,"10000,10000"
2474,91016501,2,1000,"100,100"
2475,91016501,8001,1000,"1,1"
2476,91016501,1600101,1000,"400,400"
2477,91016601,11,1000,"4000,4000"
2478,91016601,2,1000,"25,25"
2479,91016601,1604001,1000,"1,1"
2480,91016601,1611001,1000,"1,1"
2481,91016701,11,1000,"4000,4000"
2482,91016701,2,1000,"25,25"
2483,91016701,1605001,1000,"1,1"
2484,91016701,1612001,1000,"1,1"
2485,91016801,11,1000,"4000,4000"
2486,91016801,2,1000,"25,25"
2487,91016801,1606001,1000,"1,1"
2488,91016801,1613001,1000,"1,1"
2489,91016901,11,1000,"4000,4000"
2490,91016901,2,1000,"25,25"
2491,91016901,1615001,1000,"1,1"
2492,91016901,1614001,1000,"1,1"
2493,91017001,11,1000,"10000,10000"
2494,91017001,2,1000,"100,100"
2495,91017001,8001,1000,"1,1"
2496,91017001,1600101,1000,"400,400"
2497,91017101,11,1000,"4000,4000"
2498,91017101,2,1000,"25,25"
2499,91017101,1604001,1000,"1,1"
2500,91017101,1611001,1000,"1,1"
2501,91017201,11,1000,"4000,4000"
2502,91017201,2,1000,"25,25"
2503,91017201,1605001,1000,"1,1"
2504,91017201,1612001,1000,"1,1"
2505,91017301,11,1000,"4000,4000"
2506,91017301,2,1000,"25,25"
2507,91017301,1606001,1000,"1,1"
2508,91017301,1613001,1000,"1,1"
2509,91017401,11,1000,"4000,4000"
2510,91017401,2,1000,"25,25"
2511,91017401,1615001,1000,"1,1"
2512,91017401,1614001,1000,"1,1"
2513,91017501,11,1000,"10000,10000"
2514,91017501,2,1000,"100,100"
2515,91017501,8001,1000,"1,1"
2516,91017501,1600101,1000,"400,400"
2517,91017601,11,1000,"4000,4000"
2518,91017601,2,1000,"25,25"
2519,91017601,1604001,1000,"1,1"
2520,91017601,1611001,1000,"1,1"
2521,91017701,11,1000,"4000,4000"
2522,91017701,2,1000,"25,25"
2523,91017701,1605001,1000,"1,1"
2524,91017701,1612001,1000,"1,1"
2525,91017801,11,1000,"4000,4000"
2526,91017801,2,1000,"25,25"
2527,91017801,1606001,1000,"1,1"
2528,91017801,1613001,1000,"1,1"
2529,91017901,11,1000,"4000,4000"
2530,91017901,2,1000,"25,25"
2531,91017901,1615001,1000,"1,1"
2532,91017901,1614001,1000,"1,1"
2533,91018001,11,1000,"10000,10000"
2534,91018001,2,1000,"100,100"
2535,91018001,8001,1000,"1,1"
2536,91018001,1600101,1000,"400,400"
2537,92010101,11,1000,"1000,1000"
2538,92010101,2,1000,"10,10"
2539,92010101,123101,1000,"2,2"
2540,92010101,122203,1000,"2,2"
2541,92010201,11,1000,"1000,1000"
2542,92010201,2,1000,"10,10"
2543,92010201,123102,1000,"2,2"
2544,92010201,122203,1000,"2,2"
2545,92010301,11,1000,"1000,1000"
2546,92010301,2,1000,"10,10"
2547,92010301,123103,1000,"2,2"
2548,92010301,122203,1000,"2,2"
2549,92010401,11,1000,"1000,1000"
2550,92010401,2,1000,"10,10"
2551,92010401,123104,1000,"2,2"
2552,92010401,122203,1000,"2,2"
2553,92010501,11,1000,"2500,2500"
2554,92010501,2,1000,"40,40"
2555,92010501,1616101,1000,"1,1"
2556,92010501,123201,1000,"1,1"
2557,92010501,123301,1000,"1,1"
2558,92010601,11,1000,"1000,1000"
2559,92010601,2,1000,"10,10"
2560,92010601,123105,1000,"2,2"
2561,92010601,122203,1000,"2,2"
2562,92010701,11,1000,"1000,1000"
2563,92010701,2,1000,"10,10"
2564,92010701,123106,1000,"2,2"
2565,92010701,122203,1000,"2,2"
2566,92010801,11,1000,"1000,1000"
2567,92010801,2,1000,"10,10"
