id,comment,eventsID,objectEffectsID,triggerEffectsID,triggerObject,triggerType,triggerParam,triggerCD,triggerPR,duration,type
44024,首席游侠风帽技能4级,,440241,,1,15,0,-1,100,999,
44025,首席游侠风帽技能5级,,440251,,1,15,0,-1,100,999,
44026,首席游侠风帽技能6级,,440261,,1,15,0,-1,100,999,
44031,远行的记忆技能1级,,440311,,1,15,0,-1,100,999,
44032,远行的记忆技能2级,,440321,,1,15,0,-1,100,999,
44033,远行的记忆技能3级,,440331,,1,15,0,-1,100,999,
44034,远行的记忆技能4级,,440341,,1,15,0,-1,100,999,
44035,远行的记忆技能5级,,440351,,1,15,0,-1,100,999,
44036,远行的记忆技能6级,,440361,,1,15,0,-1,100,999,
44111,青鸾之翼技能1级,,441111,,1,15,0,-1,100,999,
44112,青鸾之翼技能2级,,441121,,1,15,0,-1,100,999,
44113,青鸾之翼技能3级,,441131,,1,15,0,-1,100,999,
44114,青鸾之翼技能4级,,441141,,1,15,0,-1,100,999,
44115,青鸾之翼技能5级,,441151,,1,15,0,-1,100,999,
44116,青鸾之翼技能6级,,441161,,1,15,0,-1,100,999,
44121,翠神的视界技能1级,,441211,,1,15,0,-1,100,999,
44122,翠神的视界技能2级,,441221,,1,15,0,-1,100,999,
44123,翠神的视界技能3级,,441231,,1,15,0,-1,100,999,
44124,翠神的视界技能4级,,441241,,1,15,0,-1,100,999,
44125,翠神的视界技能5级,,441251,,1,15,0,-1,100,999,
44126,翠神的视界技能6级,,441261,,1,15,0,-1,100,999,
44131,森语者之誓技能1级,,441311,,1,15,0,-1,100,999,
44132,森语者之誓技能2级,,441321,,1,15,0,-1,100,999,
44133,森语者之誓技能3级,,441331,,1,15,0,-1,100,999,
44134,森语者之誓技能4级,,441341,,1,15,0,-1,100,999,
44135,森语者之誓技能5级,,441351,,1,15,0,-1,100,999,
44136,森语者之誓技能6级,,441361,,1,15,0,-1,100,999,
44211,跨越星空技能1级,,442111,,1,15,0,-1,100,999,
44212,跨越星空技能2级,,442121,,1,15,0,-1,100,999,
44213,跨越星空技能3级,,442131,,1,15,0,-1,100,999,
44214,跨越星空技能4级,,442141,,1,15,0,-1,100,999,
44215,跨越星空技能5级,,442151,,1,15,0,-1,100,999,
44216,跨越星空技能6级,,442161,,1,15,0,-1,100,999,
44221,英雄的决意技能1级,,442211,,1,15,0,-1,100,999,
44222,英雄的决意技能2级,,442221,,1,15,0,-1,100,999,
44223,英雄的决意技能3级,,442231,,1,15,0,-1,100,999,
44224,英雄的决意技能4级,,442241,,1,15,0,-1,100,999,
44225,英雄的决意技能5级,,442251,,1,15,0,-1,100,999,
44226,英雄的决意技能6级,,442261,,1,15,0,-1,100,999,
44231,受歌颂者技能1级,,442311,,1,15,0,-1,100,999,
44232,受歌颂者技能2级,,442321,,1,15,0,-1,100,999,
44233,受歌颂者技能3级,,442331,,1,15,0,-1,100,999,
44234,受歌颂者技能4级,,442341,,1,15,0,-1,100,999,
44235,受歌颂者技能5级,,442351,,1,15,0,-1,100,999,
44236,受歌颂者技能6级,,442361,,1,15,0,-1,100,999,
53011,魔芯技能1级,,530111,,1,15,0,-1,100,999,
53012,魔芯技能2级,,530121,,1,15,0,-1,100,999,
53013,魔芯技能3级,,530131,,1,15,0,-1,100,999,
53014,魔芯技能4级,,530141,,1,15,0,-1,100,999,
53015,魔芯技能5级,,530151,,1,15,0,-1,100,999,
53021,智慧华冠技能1级,,530211,,1,15,0,-1,100,999,
53022,智慧华冠技能2级,,530221,,1,15,0,-1,100,999,
53023,智慧华冠技能3级,,530231,,1,15,0,-1,100,999,
53024,智慧华冠技能4级,,530241,,1,15,0,-1,100,999,
53025,智慧华冠技能5级,,530251,,1,15,0,-1,100,999,
53031,秘法长衫技能1级,,530311,,1,15,0,-1,100,999,
53032,秘法长衫技能2级,,530321,,1,15,0,-1,100,999,
53033,秘法长衫技能3级,,530331,,1,15,0,-1,100,999,
53034,秘法长衫技能4级,,530341,,1,15,0,-1,100,999,
53035,秘法长衫技能5级,,530351,,1,15,0,-1,100,999,
54011,大法师的启迪技能1级,,540111,,1,15,0,-1,100,999,
54012,大法师的启迪技能2级,,540121,,1,15,0,-1,100,999,
54013,大法师的启迪技能3级,,540131,,1,15,0,-1,100,999,
54014,大法师的启迪技能4级,,540141,,1,15,0,-1,100,999,
54015,大法师的启迪技能5级,,540151,,1,15,0,-1,100,999,
54016,大法师的启迪技能6级,,540161,,1,15,0,-1,100,999,
54021,御法者之容技能1级,,540211,,1,15,0,-1,100,999,
54022,御法者之容技能2级,,540221,,1,15,0,-1,100,999,
54023,御法者之容技能3级,,540231,,1,15,0,-1,100,999,
54024,御法者之容技能4级,,540241,,1,15,0,-1,100,999,
54025,御法者之容技能5级,,540251,,1,15,0,-1,100,999,
54026,御法者之容技能6级,,540261,,1,15,0,-1,100,999,
54031,守护者的荣耀技能1级,,540311,,1,15,0,-1,100,999,
54032,守护者的荣耀技能2级,,540321,,1,15,0,-1,100,999,
54033,守护者的荣耀技能3级,,540331,,1,15,0,-1,100,999,
54034,守护者的荣耀技能4级,,540341,,1,15,0,-1,100,999,
54035,守护者的荣耀技能5级,,540351,,1,15,0,-1,100,999,
54036,守护者的荣耀技能6级,,540361,,1,15,0,-1,100,999,
54111,洞察技能1级,,541111,,1,15,0,-1,100,999,
54112,洞察技能2级,,541121,,1,15,0,-1,100,999,
54113,洞察技能3级,,541131,,1,15,0,-1,100,999,
54114,洞察技能4级,,541141,,1,15,0,-1,100,999,
54115,洞察技能5级,,541151,,1,15,0,-1,100,999,
54116,洞察技能6级,,541161,,1,15,0,-1,100,999,
54121,期许技能1级,,541211,,1,15,0,-1,100,999,
54122,期许技能2级,,541221,,1,15,0,-1,100,999,
54123,期许技能3级,,541231,,1,15,0,-1,100,999,
54124,期许技能4级,,541241,,1,15,0,-1,100,999,
54125,期许技能5级,,541251,,1,15,0,-1,100,999,
54126,期许技能6级,,541261,,1,15,0,-1,100,999,
54131,意志技能1级,,541311,,1,15,0,-1,100,999,
54132,意志技能2级,,541321,,1,15,0,-1,100,999,
54133,意志技能3级,,541331,,1,15,0,-1,100,999,
54134,意志技能4级,,541341,,1,15,0,-1,100,999,
54135,意志技能5级,,541351,,1,15,0,-1,100,999,
54136,意志技能6级,,541361,,1,15,0,-1,100,999,
54211,法则技能1级,,542111,,1,15,0,-1,100,999,
54212,法则技能2级,,542121,,1,15,0,-1,100,999,
54213,法则技能3级,,542131,,1,15,0,-1,100,999,
54214,法则技能4级,,542141,,1,15,0,-1,100,999,
54215,法则技能5级,,542151,,1,15,0,-1,100,999,
54216,法则技能6级,,542161,,1,15,0,-1,100,999,
54221,真理技能1级,,542211,,1,15,0,-1,100,999,
54222,真理技能2级,,542221,,1,15,0,-1,100,999,
54223,真理技能3级,,542231,,1,15,0,-1,100,999,
54224,真理技能4级,,542241,,1,15,0,-1,100,999,
54225,真理技能5级,,542251,,1,15,0,-1,100,999,
54226,真理技能6级,,542261,,1,15,0,-1,100,999,
54231,天道技能1级,,542311,,1,15,0,-1,100,999,
54232,天道技能2级,,542321,,1,15,0,-1,100,999,
54233,天道技能3级,,542331,,1,15,0,-1,100,999,
54234,天道技能4级,,542341,,1,15,0,-1,100,999,
54235,天道技能5级,,542351,,1,15,0,-1,100,999,
54236,天道技能6级,,542361,,1,15,0,-1,100,999,
63011,祝福法杖技能1级,,630111,,1,15,0,-1,100,999,
63012,祝福法杖技能2级,,630121,,1,15,0,-1,100,999,
63013,祝福法杖技能3级,,630131,,1,15,0,-1,100,999,
63014,祝福法杖技能4级,,630141,,1,15,0,-1,100,999,
63015,祝福法杖技能5级,,630151,,1,15,0,-1,100,999,
63021,鹿角冠技能1级,,630211,,1,15,0,-1,100,999,
63022,鹿角冠技能2级,,630221,,1,15,0,-1,100,999,
63023,鹿角冠技能3级,,630231,,1,15,0,-1,100,999,
63024,鹿角冠技能4级,,630241,,1,15,0,-1,100,999,
63025,鹿角冠技能5级,,630251,,1,15,0,-1,100,999,
63031,殉道者长袍技能1级,,630311,,1,15,0,-1,100,999,
63032,殉道者长袍技能2级,,630321,,1,15,0,-1,100,999,
63033,殉道者长袍技能3级,,630331,,1,15,0,-1,100,999,
63034,殉道者长袍技能4级,,630341,,1,15,0,-1,100,999,
63035,殉道者长袍技能5级,,630351,,1,15,0,-1,100,999,
64011,使徒之杖技能1级,,640111,,1,15,0,-1,100,999,
64012,使徒之杖技能2级,,640121,,1,15,0,-1,100,999,
64013,使徒之杖技能3级,,640131,,1,15,0,-1,100,999,
64014,使徒之杖技能4级,,640141,,1,15,0,-1,100,999,
64015,使徒之杖技能5级,,640151,,1,15,0,-1,100,999,
64016,使徒之杖技能6级,,640161,,1,15,0,-1,100,999,
64021,盘蛇帽技能1级,,640211,,1,15,0,-1,100,999,
64022,盘蛇帽技能2级,,640221,,1,15,0,-1,100,999,
64023,盘蛇帽技能3级,,640231,,1,15,0,-1,100,999,
64024,盘蛇帽技能4级,,640241,,1,15,0,-1,100,999,
64025,盘蛇帽技能5级,,640251,,1,15,0,-1,100,999,
64026,盘蛇帽技能6级,,640261,,1,15,0,-1,100,999,
64031,被铭记的长袍技能1级,,640311,,1,15,0,-1,100,999,
64032,被铭记的长袍技能2级,,640321,,1,15,0,-1,100,999,
64033,被铭记的长袍技能3级,,640331,,1,15,0,-1,100,999,
64034,被铭记的长袍技能4级,,640341,,1,15,0,-1,100,999,
64035,被铭记的长袍技能5级,,640351,,1,15,0,-1,100,999,
64036,被铭记的长袍技能6级,,640361,,1,15,0,-1,100,999,
64111,拉斐尔的圣裁技能1级,,641111,,1,15,0,-1,100,999,
64112,拉斐尔的圣裁技能2级,,641121,,1,15,0,-1,100,999,
64113,拉斐尔的圣裁技能3级,,641131,,1,15,0,-1,100,999,
64114,拉斐尔的圣裁技能4级,,641141,,1,15,0,-1,100,999,
64115,拉斐尔的圣裁技能5级,,641151,,1,15,0,-1,100,999,
64116,拉斐尔的圣裁技能6级,,641161,,1,15,0,-1,100,999,
64121,十诫冕冠技能1级,,641211,,1,15,0,-1,100,999,
64122,十诫冕冠技能2级,,641221,,1,15,0,-1,100,999,
64123,十诫冕冠技能3级,,641231,,1,15,0,-1,100,999,
64124,十诫冕冠技能4级,,641241,,1,15,0,-1,100,999,
64125,十诫冕冠技能5级,,641251,,1,15,0,-1,100,999,
64126,十诫冕冠技能6级,,641261,,1,15,0,-1,100,999,
64131,圣灵的衣钵技能1级,,641311,,1,15,0,-1,100,999,
64132,圣灵的衣钵技能2级,,641321,,1,15,0,-1,100,999,
64133,圣灵的衣钵技能3级,,641331,,1,15,0,-1,100,999,
64134,圣灵的衣钵技能4级,,641341,,1,15,0,-1,100,999,
64135,圣灵的衣钵技能5级,,641351,,1,15,0,-1,100,999,
64136,圣灵的衣钵技能6级,,641361,,1,15,0,-1,100,999,
64211,提灯女神的训诫技能1级,,642111,,1,15,0,-1,100,999,
64212,提灯女神的训诫技能2级,,642121,,1,15,0,-1,100,999,
64213,提灯女神的训诫技能3级,,642131,,1,15,0,-1,100,999,
64214,提灯女神的训诫技能4级,,642141,,1,15,0,-1,100,999,
64215,提灯女神的训诫技能5级,,642151,,1,15,0,-1,100,999,
64216,提灯女神的训诫技能6级,,642161,,1,15,0,-1,100,999,
64221,辉光的白冠技能1级,,642211,,1,15,0,-1,100,999,
64222,辉光的白冠技能2级,,642221,,1,15,0,-1,100,999,
64223,辉光的白冠技能3级,,642231,,1,15,0,-1,100,999,
64224,辉光的白冠技能4级,,642241,,1,15,0,-1,100,999,
64225,辉光的白冠技能5级,,642251,,1,15,0,-1,100,999,
64226,辉光的白冠技能6级,,642261,,1,15,0,-1,100,999,
64231,洁白的风衣技能1级,,642311,,1,15,0,-1,100,999,
64232,洁白的风衣技能2级,,642321,,1,15,0,-1,100,999,
64233,洁白的风衣技能3级,,642331,,1,15,0,-1,100,999,
64234,洁白的风衣技能4级,,642341,,1,15,0,-1,100,999,
64235,洁白的风衣技能5级,,642351,,1,15,0,-1,100,999,
64236,洁白的风衣技能6级,,642361,,1,15,0,-1,100,999,
11720011,狼牙吊坠技能1级,,117200101,,1,15,0,-1,100,999,
11720012,狼牙吊坠技能2级,,117200102,,1,15,0,-1,100,999,
11720021,工匠指环技能1级,,117200201,,1,15,0,-1,100,999,
11720022,工匠指环技能2级,,117200202,,1,15,0,-1,100,999,
11730011,银十字勋章技能1级,,117300101,,1,15,0,-1,100,999,
11730012,银十字勋章技能2级,,117300102,,1,15,0,-1,100,999,
11730013,银十字勋章技能3级,,117300103,,1,15,0,-1,100,999,
11730021,红枫叶技能1级,,117300201,,1,15,0,-1,100,999,
11730022,红枫叶技能2级,,117300202,,1,15,0,-1,100,999,
11730023,红枫叶技能3级,,117300203,,1,15,0,-1,100,999,
11730031,启明星技能1级,,117300301,,1,15,0,-1,100,999,
11730032,启明星技能2级,,117300302,,1,15,0,-1,100,999,
11730033,启明星技能3级,,117300303,,1,15,0,-1,100,999,
11740011,尼德霍格的毒牙技能1级,,,117400101,1,29,,-1,100,999,
11740012,尼德霍格的毒牙技能2级,,,117400102,1,29,,-1,100,999,
11740013,尼德霍格的毒牙技能3级,,,117400103,1,29,,-1,100,999,
11740014,尼德霍格的毒牙技能4级,,,117400104,1,29,,-1,100,999,
11740015,尼德霍格的毒牙技能5级,,,117400105,1,29,,-1,100,999,
11740021,荷鲁斯的远视技能1级,,117400201,,1,15,0,-1,100,999,
11740022,荷鲁斯的远视技能2级,,117400202,,1,15,0,-1,100,999,
11740023,荷鲁斯的远视技能3级,,117400203,,1,15,0,-1,100,999,
11740024,荷鲁斯的远视技能4级,,117400204,,1,15,0,-1,100,999,
11740025,荷鲁斯的远视技能5级,,117400205,,1,15,0,-1,100,999,
11740031,阿顿的指引技能1级,,"117400301,117400306",,1,15,0,-1,100,999,
11740032,阿顿的指引技能2级,,"117400302,117400307",,1,15,0,-1,100,999,
11740033,阿顿的指引技能3级,,"117400303,117400308",,1,15,0,-1,100,999,
11740034,阿顿的指引技能4级,,"117400304,117400309",,1,15,0,-1,100,999,
11740035,阿顿的指引技能5级,,"117400305,117400310",,1,15,0,-1,100,999,
11740041,鲁伯特之泪技能1级,,117400401,,1,15,0,-1,100,999,
11740042,鲁伯特之泪技能2级,,117400402,,1,15,0,-1,100,999,
11740043,鲁伯特之泪技能3级,,117400403,,1,15,0,-1,100,999,
11740044,鲁伯特之泪技能4级,,117400404,,1,15,0,-1,100,999,
11740045,鲁伯特之泪技能5级,,117400405,,1,15,0,-1,100,999,
11740051,风暴神之骨技能1级,,,117400501,1,1,,0,100,999,
11740052,风暴神之骨技能2级,,,117400502,1,1,,0,100,999,
11740053,风暴神之骨技能3级,,,117400503,1,1,,0,100,999,
11740054,风暴神之骨技能4级,,,117400504,1,1,,0,100,999,
11740055,风暴神之骨技能5级,,,117400505,1,1,,0,100,999,
2007051,伊维尔哀被动1级,,20070510,,1,15,0,-1,100,999,
2007052,伊维尔哀被动2级,,20070520,,1,15,0,-1,100,999,
2007053,伊维尔哀被动3级,,20070530,,1,15,0,-1,100,999,
2007054,伊维尔哀被动4级,,20070540,,1,15,0,-1,100,999,
2007055,伊维尔哀被动5级,,20070550,,1,15,0,-1,100,999,
1007031,亚乌拉技能2被动1级,,,10070310,1,2,"100701,100700",0,100,999,
1007032,亚乌拉技能2被动2级,,,10070320,1,2,"100701,100700",0,100,999,
1007033,亚乌拉技能2被动3级,,,10070330,1,2,"100701,100700",0,100,999,
1007034,亚乌拉技能2被动4级,,,10070340,1,2,"100701,100700",0,100,999,
1007035,亚乌拉技能2被动5级,,,10070350,1,2,"100701,100700",0,100,999,
1007051,亚乌拉天赋被动1级,,10070510,,1,15,0,-1,100,999,
1007052,亚乌拉天赋被动2级,,10070520,,1,15,0,-1,100,999,
1007053,亚乌拉天赋被动3级,,10070530,,1,15,0,-1,100,999,
1007054,亚乌拉天赋被动4级,,10070540,,1,15,0,-1,100,999,
1007055,亚乌拉天赋被动5级,,10070550,,1,15,0,-1,100,999,
1007091,亚乌拉开场招宝宝被动【暂弃置】,,10070610,,1,15,0,-1,100,999,
1999031,亚乌拉狗子死亡上被动,199902102,,,1,23,,-1,100,999,
1999050,亚乌拉狗子被动1级,199905101,,,1,15,0,-1,100,999,
1008051,马雷天赋被动1级,100805101,,,1,2,"100802,100803,100804",0,100,999,
1008052,马雷天赋被动2级,100805201,,,1,2,"100802,100803,100804",0,100,999,
1008053,马雷天赋被动3级,100805301,,,1,2,"100802,100803,100804",0,100,999,
1008054,马雷天赋被动4级,100805401,,,1,2,"100802,100803,100804",0,100,999,
1008055,马雷天赋被动5级,100805501,,,1,2,"100802,100803,100804",0,100,999,
701602,boss斯修乔乔暴击后减防,,7016021,,1,3,,0,100,999,
701606,boss斯修乔乔被动攻击力,,7016061,,1,15,0,-1,100,999,
701609,boss斯修乔乔免控,,7016091,,1,15,0,-1,100,999,
701610,boss斯修乔乔暴击伤害提升,,7016101,,1,15,0,-1,100,999,
701002,boss漆黑圣典第八席初始护盾,,7010021,,1,15,0,-1,100,999,
701003,boss漆黑圣典第八席失去护盾,,7010031,,1,7,,0,100,999,
701010,boss漆黑圣典第八席免控,,7010101,,1,15,0,-1,100,999,
701013,boss漆黑圣典第八席反伤,,,7010131,1,7,,0,100,999,
3007051,休古被动1级,,30070501,,1,15,0,-1,100,999,
3007052,休古被动2级,,30070502,,1,15,0,-1,100,999,
3007053,休古被动3级,,30070503,,1,15,0,-1,100,999,
3007054,休古被动4级,,30070504,,1,15,0,-1,100,999,
3007055,休古被动5级,,30070505,,1,15,0,-1,100,999,
701701,boss休古防御被动,,"7017011,7017012",,1,15,0,-1,100,999,
701702,boss休古反伤被动,,,7017021,1,7,,0,100,999,
701709,boss休古免控,,7017091,,1,15,0,-1,100,999,
702002,boss库鲁雪防御被动,,7020021,,1,15,0,-1,100,999,
702003,boss库鲁雪复活,,7020031,,1,15,0,-1,100,999,
702007,boss库鲁雪驱散,,7020071,,1,1,"702101,702104,702105,702106",0,100,999,
702009,boss库鲁雪免控,,7020091,,1,15,0,-1,100,999,
3011051,克莱姆被动1级,,30110501,,1,15,0,-1,100,999,
3011052,克莱姆被动2级,,30110502,,1,15,0,-1,100,999,
3011053,克莱姆被动3级,,30110503,,1,15,0,-1,100,999,
3011054,克莱姆被动4级,,30110504,,1,15,0,-1,100,999,
3011055,克莱姆被动5级,,30110505,,1,15,0,-1,100,999,
1014051,夏提雅女武神被动1级,,10140501,,1,15,0,-1,100,999,
1014052,夏提雅女武神被动2级,,10140502,,1,15,0,-1,100,999,
1014053,夏提雅女武神被动3级,,10140503,,1,15,0,-1,100,999,
1014054,夏提雅女武神被动4级,,10140504,,1,15,0,-1,100,999,
1014055,夏提雅女武神被动5级,,10140505,,1,15,0,-1,100,999,
701409,扎里尤斯boss被冻结增伤,,,7014091,1,30,0,0,100,999,
3008051,泽伯鲁咕咕被动1级,300805101,,,1,15,0,-1,100,999,
3008052,泽伯鲁咕咕被动2级,300805201,,,1,15,0,-1,100,999,
3008053,泽伯鲁咕咕被动3级,300805301,,,1,15,0,-1,100,999,
3008054,泽伯鲁咕咕被动4级,300805401,,,1,15,0,-1,100,999,
3008055,泽伯鲁咕咕被动5级,300805501,,,1,15,0,-1,100,999,
701803,泽伯鲁咕咕bossbuff伤害监听,,7018031,,1,7,,0,100,999,
701809,泽伯鲁咕咕boss免控,,7018091,,1,15,0,-1,100,999,
2041051,恩菲雷亚被动1级,,20410501,,1,15,20,-1,100,999,
2041052,恩菲雷亚被动2级,,20410502,,1,15,20,-1,100,999,
2041053,恩菲雷亚被动3级,,20410503,,1,15,20,-1,100,999,
2041054,恩菲雷亚被动4级,,20410504,,1,15,20,-1,100,999,
2041055,恩菲雷亚被动5级,,20410505,,1,15,20,-1,100,999,
702902,葛杰夫boss防御弱化,,7029021,,1,15,0,-1,100,999,
702908,葛杰夫boss物攻提升,,,7029081,1,7,,0,100,999,
1018051,娜贝拉尔被动1级,,"10180501,10180500",,1,15,0,-1,100,999,
1018052,娜贝拉尔被动2级,,"10180502,10180500",,1,15,0,-1,100,999,
1018053,娜贝拉尔被动3级,,"10180503,10180500",,1,15,0,-1,100,999,
1018054,娜贝拉尔被动4级,,"10180504,10180500",,1,15,0,-1,100,999,
1018055,娜贝拉尔被动5级,,"10180505,10180500",,1,15,0,-1,100,999,
3002808,塞巴斯技能8加魔法减伤率,,300280801,,1,15,0,-1,100,999,
3002809,塞巴斯技能9监听增益效果,300280901,,,3,18,3,0,100,999,
3002810,塞巴斯监听进P2,,300281001,,1,15,0,-1,100,999,
300011,法芙娜之心1级,,3000111,,1,15,0,-1,100,999,
300012,法芙娜之心2级,,3000121,,1,15,0,-1,100,999,
300013,法芙娜之心3级,,3000131,,1,15,0,-1,100,999,
300014,法芙娜之心4级,,3000141,,1,15,0,-1,100,999,
300015,法芙娜之心5级,,3000151,,1,15,0,-1,100,999,
300021,雷暴战神纹印1级,,3000211,,1,15,0,-1,100,999,
300022,雷暴战神纹印2级,,3000221,,1,15,0,-1,100,999,
300023,雷暴战神纹印3级,,3000231,,1,15,0,-1,100,999,
300024,雷暴战神纹印4级,,3000241,,1,15,0,-1,100,999,
300025,雷暴战神纹印5级,,3000251,,1,15,0,-1,100,999,
300031,原初的恶意1级,,3000311,,1,15,0,-1,100,999,
300032,原初的恶意2级,,3000321,,1,15,0,-1,100,999,
300033,原初的恶意3级,,3000331,,1,15,0,-1,100,999,
300034,原初的恶意4级,,3000341,,1,15,0,-1,100,999,
300035,原初的恶意5级,,3000351,,1,15,0,-1,100,999,
300041,狮鹫之翼1级,,3000411,,1,15,0,-1,100,999,
300042,狮鹫之翼2级,,3000421,,1,15,0,-1,100,999,
300043,狮鹫之翼3级,,3000431,,1,15,0,-1,100,999,
300044,狮鹫之翼4级,,3000441,,1,15,0,-1,100,999,
300045,狮鹫之翼5级,,3000451,,1,15,0,-1,100,999,
300051,星宫天球1级,,3000511,,1,15,0,-1,100,999,
300052,星宫天球2级,,3000521,,1,15,0,-1,100,999,
300053,星宫天球3级,,3000531,,1,15,0,-1,100,999,
300054,星宫天球4级,,3000541,,1,15,0,-1,100,999,
300055,星宫天球5级,,3000551,,1,15,0,-1,100,999,
300061,安卡的祝福1级,,3000611,,1,15,0,-1,100,999,
300062,安卡的祝福2级,,3000612,,1,15,0,-1,100,999,
300063,安卡的祝福3级,,3000613,,1,15,0,-1,100,999,
300064,安卡的祝福4级,,3000614,,1,15,0,-1,100,999,
300065,安卡的祝福5级,,3000615,,1,15,0,-1,100,999,
2014051,爱雪被动1级,201405101,,,1,15,0,-1,100,999,
2014052,爱雪被动2级,201405201,,,1,15,0,-1,100,999,
2014053,爱雪被动3级,201405301,,,1,15,0,-1,100,999,
2014054,爱雪被动4级,201405401,,,1,15,0,-1,100,999,
2014055,爱雪被动5级,201405501,,,1,15,0,-1,100,999,
2015051,伊米娜被动1级,,20150501,,1,15,0,-1,100,999,
2015052,伊米娜被动2级,,20150502,,1,15,0,-1,100,999,
2015053,伊米娜被动3级,,20150503,,1,15,0,-1,100,999,
2015054,伊米娜被动4级,,20150504,,1,15,0,-1,100,999,
2015055,伊米娜被动5级,,20150505,,1,15,0,-1,100,999,
11720031,幸运项链技能1级,,117200301,,1,15,0,-1,100,999,
11720032,幸运项链技能2级,,117200302,,1,15,0,-1,100,999,
11730041,自囚锁链技能1级,,"117300401,117300402",,1,15,0,-1,100,999,
11730042,自囚锁链技能2级,,"117300403,117300404",,1,15,0,-1,100,999,
11730043,自囚锁链技能3级,,"117300405,117300406",,1,15,0,-1,100,999,
11730051,黄金怀表技能1级,,117300501,,1,15,0,-1,100,999,
11730052,黄金怀表技能2级,,117300502,,1,15,0,-1,100,999,
11730053,黄金怀表技能3级,,117300503,,1,15,0,-1,100,999,
11730061,信仰交易技能1级,,117300601,,1,15,0,-1,100,999,
11730062,信仰交易技能2级,,117300602,,1,15,0,-1,100,999,
11730063,信仰交易技能3级,,117300603,,1,15,0,-1,100,999,
11740061,胜利之杯技能1级,,117400601,,1,15,0,-1,100,999,
11740062,胜利之杯技能2级,,117400602,,1,15,0,-1,100,999,
11740063,胜利之杯技能3级,,117400603,,1,15,0,-1,100,999,
11740064,胜利之杯技能4级,,117400604,,1,15,0,-1,100,999,
11740065,胜利之杯技能5级,,117400605,,1,15,0,-1,100,999,
100041,羊皮古卷1级,,1000411,,1,15,0,-1,100,999,
100042,羊皮古卷2级,,1000421,,1,15,0,-1,100,999,
100043,羊皮古卷3级,,1000431,,1,15,0,-1,100,999,
100044,羊皮古卷4级,,1000441,,1,15,0,-1,100,999,
100045,羊皮古卷5级,,1000451,,1,15,0,-1,100,999,
100091,圣血之盅1级,,1000911,,1,25,,0,100,999,
100092,圣血之盅2级,,1000921,,1,25,,0,100,999,
100093,圣血之盅3级,,1000931,,1,25,,0,100,999,
100094,圣血之盅4级,,1000941,,1,25,,0,100,999,
100095,圣血之盅5级,,1000951,,1,25,,0,100,999,
100101,琐碎的往昔1级,,1001011,,1,15,0,-1,100,999,
100102,琐碎的往昔2级,,1001021,,1,15,0,-1,100,999,
100103,琐碎的往昔3级,,1001031,,1,15,0,-1,100,999,
100104,琐碎的往昔4级,,1001041,,1,15,0,-1,100,999,
100105,琐碎的往昔5级,,1001051,,1,15,0,-1,100,999,
100151,索取与施舍1级,,1001511,,1,7,,0,100,999,
100152,索取与施舍2级,,1001521,,1,7,,0,100,999,
100153,索取与施舍3级,,1001531,,1,7,,0,100,999,
100154,索取与施舍4级,,1001541,,1,7,,0,100,999,
100155,索取与施舍5级,,1001551,,1,7,,0,100,999,
100161,悲怆之壁1级,1001611,,,1,23,,-1,100,999,
100162,悲怆之壁2级,1001621,,,1,23,,-1,100,999,
100163,悲怆之壁3级,1001631,,,1,23,,-1,100,999,
100164,悲怆之壁4级,1001641,,,1,23,,-1,100,999,
100165,悲怆之壁5级,1001651,,,1,23,,-1,100,999,
100201,丑角1级,,1002011,,1,15,0,-1,100,999,
100202,丑角2级,,1002021,,1,15,0,-1,100,999,
100203,丑角3级,,1002031,,1,15,0,-1,100,999,
100204,丑角4级,,1002041,,1,15,0,-1,100,999,
100205,丑角5级,,1002051,,1,15,0,-1,100,999,
100211,天之瞳1级,,1002111,,1,15,0,-1,100,999,
100212,天之瞳2级,,1002121,,1,15,0,-1,100,999,
100213,天之瞳3级,,1002131,,1,15,0,-1,100,999,
100214,天之瞳4级,,1002141,,1,15,0,-1,100,999,
100215,天之瞳5级,,1002151,,1,15,0,-1,100,999,
100221,昏王的愚行1级,1002211,,,1,15,0,-1,100,999,
100222,昏王的愚行2级,1002221,,,1,15,0,-1,100,999,
100223,昏王的愚行3级,1002231,,,1,15,0,-1,100,999,
100224,昏王的愚行4级,1002241,,,1,15,0,-1,100,999,
100225,昏王的愚行5级,1002251,,,1,15,0,-1,100,999,
100241,光影之晷1级,,1002411,,1,15,0,-1,100,999,
100242,光影之晷2级,,1002421,,1,15,0,-1,100,999,
100243,光影之晷3级,,1002431,,1,15,0,-1,100,999,
100244,光影之晷4级,,1002441,,1,15,0,-1,100,999,
100245,光影之晷5级,,1002451,,1,15,0,-1,100,999,
200061,诸言万语碑1级,,2000611,,1,15,0,-1,100,999,
200062,诸言万语碑2级,,2000621,,1,15,0,-1,100,999,
200063,诸言万语碑3级,,2000631,,1,15,0,-1,100,999,
200064,诸言万语碑4级,,2000641,,1,15,0,-1,100,999,
200065,诸言万语碑5级,,2000651,,1,15,0,-1,100,999,
200071,争执的本源1级,2000711,,,1,15,0,-1,100,999,
200072,争执的本源2级,2000721,,,1,15,0,-1,100,999,
200073,争执的本源3级,2000731,,,1,15,0,-1,100,999,
200074,争执的本源4级,2000741,,,1,15,0,-1,100,999,
200075,争执的本源5级,2000751,,,1,15,0,-1,100,999,
