id,chapterId,type,unlockConditions,teamExp,characterExp,powerPay,battleID,showLevelBoss,achievement1ID,achievement1DropId,achievement2ID,achievement2DropId,target1ID,target2ID,target3ID,targetDrops,firstDrop,normalDrop,sweepDrop,yggdrasilDrop,nextLevel,chapterStory,battleStory,winStory,loseStory,exploreStory,formationLimitCharacter,formationLimitCamp,formationLimitCarrer,formationLimitRemote,formationLimitSex,challengeTimes,adaptionId,refreshType
402216,,1,,0,0,0,4022161,10015,,,,,,,,,,,,4022102,,,,,,,,,,,,1,1001,-1
402221,,1,,0,0,0,4022211,10024,,,,,,,,,,,,4022103,,,,,,,,,,,,1,1001,-1
402226,,1,,0,0,0,4022261,10015,,,,,,,,,,,,4022102,,,,,,,,,,,,1,1001,-1
402231,,1,,0,0,0,4022311,10013,,,,,,,,,,,,4022102,,,,,,,,,,,,1,1001,-1
402236,,1,,0,0,0,4022361,10011,,,,,,,,,,,,4012101,,,,,,,,,,,,1,1001,-1
402241,,1,,0,0,0,4022411,10010,,,,,,,,,,,,4012101,,,,,,,,,,,,1,1001,-1
402246,,1,,0,0,0,4022461,10024,,,,,,,,,,,,4022103,,,,,,,,,,,,1,1001,-1
402251,,1,,0,0,0,4022511,10006,,,,,,,,,,,0,4022104,,,,,,,,,,,,1,1001,-1
402301,,1,,0,0,0,4023011,10015,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402302,,1,,0,0,0,4023021,10013,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402303,,1,,0,0,0,4023031,10024,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402304,,1,,0,0,0,4023041,10011,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402305,,1,,0,0,0,4023051,10011,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402306,,1,,0,0,0,4023061,10010,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402307,,1,,0,0,0,4023071,10003,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402308,,1,,0,0,0,4023081,10003,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402309,,1,,0,0,0,4023091,10003,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402310,,1,,0,0,0,4023101,10015,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402311,,1,,0,0,0,4023111,10013,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402312,,1,,0,0,0,4023121,10015,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402313,,1,,0,0,0,4023131,10013,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402314,,1,,0,0,0,4023141,10015,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402315,,1,,0,0,0,4023151,10024,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402316,,1,,0,0,0,4023161,10024,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402317,,1,,0,0,0,4023171,10014,,,,,,,,,,,,,,,2020104,,,,,,,,,1,1,-1
402318,,1,,0,0,0,4023181,10015,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402319,,1,,0,0,0,4023191,10013,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402320,,1,,0,0,0,4023201,10012,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402321,,1,,0,0,0,4023211,10024,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402322,,1,,0,0,0,4023221,10028,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402323,,1,,0,0,0,4023231,10005,,,,,,,,,,,,,,,2020203,,,,,,,,,1,1,-1
402324,,1,,0,0,0,4023241,10014,,,,,,,,,,,,,,,2020205,,,,,,,,,1,1,-1
402325,,1,,0,0,0,4023251,10006,,,,,,,,,,,,,,,2020300,,,,,,,,,1,1,-1
402326,,1,,0,0,0,4023261,10017,,,,,,,,,,,,,,,2020302,,,,,,,,,1,1,-1
402327,,1,,0,0,0,4023271,10001,,,,,,,,,,,,,,,2020401,,,,,,,,,1,1,-1
402328,,1,,0,0,0,4023281,10007,,,,,,,,,,,,,,,2020500,,,,,,,,,1,1,-1
402329,,1,,0,0,0,4023291,10014,,,,,,,,,,,,,,,2020600,,,,,,,,,1,1,-1
402330,,1,,0,0,0,4023301,10009,,,,,,,,,,,,,,,2020802,,,,,,,,,1,1,-1
402331,,1,,0,0,0,4023311,10012,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
402401,,1,,0,0,0,4024011,32003,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402402,,1,,0,0,0,4024021,30046,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402403,,1,,0,0,0,4024031,34006,,,,,,,,,,,0,,,,,,,,,,,,,1,1,-1
402404,,1,,0,0,0,4024041,34006,,,,,,,,,,,0,,,,2020102,,,,,,,,,1,1,-1
402405,,1,,0,0,0,4024051,34006,,,,,,,,,,,0,,,,2020701,,,,,,,,,1,1,-1
402406,,1,,0,0,0,4024061,34001,,,,,,,,,,,0,,,,2020502,,,,,,,,,1,1,-1
402501,,1,,0,0,0,4025011,30013,,,,,,,,,,,0,4025011,,,,,,,,,,,,1,1,-1
402502,,1,,0,0,0,4025021,10007,,,,,,,,,,,0,4025021,,,,,,,,,,,,1,1,-1
402503,,1,,0,0,0,4025031,30021,,,,,,,,,,,0,4025031,,,,,,,,,,,,1,1,-1
402504,,1,,0,0,0,4025041,30018,,,,,,,,,,,0,4025041,,,,,,,,,,,,1,1,-1
402505,,1,,0,0,0,4025051,10013,,,,,,,,,,,0,4025051,,,,,,,,,,,,1,1,-1
402506,,1,,0,0,0,4025061,10048,,,,,,,,,,,0,4025061,,,,,,,,,,,,1,1,-1
402507,,1,,0,0,0,4025071,10007,,,,,,,,,,,0,4025071,,,,,,,,,,,,1,1,-1
402508,,1,,0,0,0,4025081,10003,,,,,,,,,,,0,4025081,,,,,,,,,,,,1,1,-1
402509,,1,,0,0,0,4025091,34009,,,,,,,,,,,0,4025091,,,,,,,,,,,,1,1,-1
402510,,1,,0,0,0,4025101,30012,,,,,,,,,,,0,4025101,,,,,,,,,,,,1,1,-1
402511,,1,,0,0,0,4025111,31002,,,,,,,,,,,0,4025111,,,,,,,,,,,,1,1,-1
402512,,1,,0,0,0,4025121,32003,,,,,,,,,,,0,4025121,,,,,,,,,,,,1,1,-1
501001,50001,1,,,150,12,5010011,10005,5010011,2010017,5010012,2010018,1001,1002,1003,200000,,2010011,200001,,501002,,,,,,,,,,,5,5,2
501002,50001,1,2:501001,,150,12,5010021,10006,5010021,2010027,5010022,2010028,1001,1002,1003,200000,,2010021,200001,,501003,,,,,,,,,,,5,5,2
501003,50001,1,2:501002,,150,12,5010031,30001,5010031,2010037,5010032,2010038,1001,1002,1003,200000,,2010031,200001,,501004,,,,,,,,,,,5,5,2
501004,50001,1,2:501003,,150,12,5010041,10009,5010041,2010047,5010042,2010048,1001,1002,1003,200000,,2010041,200001,,501005,,,,,,,,,,,5,5,2
501005,50001,1,2:501004,,150,12,5010051,10016,5010051,2010057,5010052,2010058,1001,1002,1003,200000,,2010051,200001,,501006,,,,,,,,,,,5,5,2
501006,50001,1,2:501005,,150,12,5010061,30003,5010061,2010067,5010062,2010068,1001,1002,1003,200000,,2010061,200001,,502001,,,,,,,,,,,5,5,2
502001,50002,1,2:501006,,150,12,5020011,10010,5020011,2020017,5020012,2020018,1001,1002,1003,200000,,2020011,200001,,502002,,,,,,,,,,,5,5,2
502002,50002,1,2:502001,,150,12,5020021,10013,5020021,2020027,5020022,2020028,1001,1002,1003,200000,,2020021,200001,,502003,,,,,,,,,,,5,5,2
502003,50002,1,2:502002,,150,12,5020031,30002,5020031,2020037,5020032,2020038,1001,1002,1003,200000,,2020031,200001,,502004,,,,,,,,,,,5,5,2
502004,50002,1,2:502003,,150,12,5020041,10003,5020041,2020047,5020042,2020048,1001,1002,1003,200000,,2020041,200001,,502005,,,,,,,,,,,5,5,2
502005,50002,1,2:502004,,150,12,5020051,10016,5020051,2020057,5020052,2020058,1001,1002,1003,200000,,2020051,200001,,502006,,,,,,,,,,,5,5,2
502006,50002,1,2:502005,,150,12,5020061,30007,5020061,2020067,5020062,2020068,1001,1002,1003,200000,,2020061,200001,,503001,,,,,,,,,,,5,5,2
503001,50003,1,2:502006,,150,12,5030011,10009,5030011,2030017,5030012,2030018,1001,1002,1003,200000,,2030011,200001,,503002,,,,,,,,,,,5,5,2
503002,50003,1,2:503001,,150,12,5030021,10006,5030021,2030027,5030022,2030028,1001,1002,1003,200000,,2030021,200001,,503003,,,,,,,,,,,5,5,2
503003,50003,1,2:503002,,150,12,5030031,30005,5030031,2030037,5030032,2030038,1001,1002,1003,200000,,2030031,200001,,503004,,,,,,,,,,,5,5,2
503004,50003,1,2:503003,,150,12,5030041,10010,5030041,2030047,5030042,2030048,1001,1002,1003,200000,,2030041,200001,,503005,,,,,,,,,,,5,5,2
503005,50003,1,2:503004,,150,12,5030051,10003,5030051,2030057,5030052,2030058,1001,1002,1003,200000,,2030051,200001,,503006,,,,,,,,,,,5,5,2
503006,50003,1,2:503005,,150,12,5030061,30004,5030061,2030067,5030062,2030068,1001,1002,1003,200000,,2030061,200001,,504001,,,,,,,,,,,5,5,2
504001,50004,1,2:503006,,150,12,5040011,10007,5040011,2040017,5040012,2040018,1001,1002,1003,200000,,2040011,200001,,504002,,,,,,,,,,,5,5,2
504002,50004,1,2:504001,,150,12,5040021,10009,5040021,2040027,5040022,2040028,1001,1002,1003,200000,,2040021,200001,,504003,,,,,,,,,,,5,5,2
504003,50004,1,2:504002,,150,12,5040031,30006,5040031,2040037,5040032,2040038,1001,1002,1003,200000,,2040031,200001,,504004,,,,,,,,,,,5,5,2
504004,50004,1,2:504003,,150,12,5040041,10007,5040041,2040047,5040042,2040048,1001,1002,1003,200000,,2040041,200001,,504005,,,,,,,,,,,5,5,2
504005,50004,1,2:504004,,150,12,5040051,10011,5040051,2040057,5040052,2040058,1001,1002,1003,200000,,2040051,200001,,504006,,,,,,,,,,,5,5,2
504006,50004,1,2:504005,,150,12,5040061,30001,5040061,2040067,5040062,2040068,1001,1002,1003,200000,,2040061,200001,,505001,,,,,,,,,,,5,5,2
505001,50005,1,2:504006,,150,12,5050011,10010,5050011,2050017,5050012,2050018,1001,1002,1003,200000,,2050011,200001,,505002,,,,,,,,,,,5,5,2
505002,50005,1,2:505001,,150,12,5050021,10067,5050021,2050027,5050022,2050028,1001,1002,1003,200000,,2050021,200001,,505003,,,,,,,,,,,5,5,2
505003,50005,1,2:505002,,150,12,5050031,30003,5050031,2050037,5050032,2050038,1001,1002,1003,200000,,2050031,200001,,505004,,,,,,,,,,,5,5,2
505004,50005,1,2:505003,,150,12,5050041,10015,5050041,2050047,5050042,2050048,1001,1002,1003,200000,,2050041,200001,,505005,,,,,,,,,,,5,5,2
505005,50005,1,2:505004,,150,12,5050051,10006,5050051,2050057,5050052,2050058,1001,1002,1003,200000,,2050051,200001,,505006,,,,,,,,,,,5,5,2
505006,50005,1,2:505005,,150,12,5050061,30002,5050061,2050067,5050062,2050068,1001,1002,1003,200000,,2050061,200001,,506001,,,,,,,,,,,5,5,2
506001,50006,1,2:505006,,150,12,5060011,10017,5060011,2060017,5060012,2060018,1001,1002,1003,200000,,2060011,200001,,506002,,,,,,,,,,,5,5,2
506002,50006,1,2:506001,,150,12,5060021,10007,5060021,2060027,5060022,2060028,1001,1002,1003,200000,,2060021,200001,,506003,,,,,,,,,,,5,5,2
506003,50006,1,2:506002,,150,12,5060031,30007,5060031,2060037,5060032,2060038,1001,1002,1003,200000,,2060031,200001,,506004,,,,,,,,,,,5,5,2
506004,50006,1,2:506003,,150,12,5060041,10017,5060041,2060047,5060042,2060048,1001,1002,1003,200000,,2060041,200001,,506005,,,,,,,,,,,5,5,2
506005,50006,1,2:506004,,150,12,5060051,10067,5060051,2060057,5060052,2060058,1001,1002,1003,200000,,2060051,200001,,506006,,,,,,,,,,,5,5,2
506006,50006,1,2:506005,,150,12,5060061,30005,5060061,2060067,5060062,2060068,1001,1002,1003,200000,,2060061,200001,,507001,,,,,,,,,,,5,5,2
507001,50007,1,2:506006,,150,12,5070011,10018,5070011,2070017,5070012,2070018,1001,1002,1003,200000,,2070011,200001,,507002,,,,,,,,,,,5,5,2
507002,50007,1,2:507001,,150,12,5070021,10019,5070021,2070027,5070022,2070028,1001,1002,1003,200000,,2070021,200001,,507003,,,,,,,,,,,5,5,2
507003,50007,1,2:507002,,150,12,5070031,30008,5070031,2070037,5070032,2070038,1001,1002,1003,200000,,2070031,200001,,507004,,,,,,,,,,,5,5,2
507004,50007,1,2:507003,,150,12,5070041,10022,5070041,2070047,5070042,2070048,1001,1002,1003,200000,,2070041,200001,,507005,,,,,,,,,,,5,5,2
507005,50007,1,2:507004,,150,12,5070051,10010,5070051,2070057,5070052,2070058,1001,1002,1003,200000,,2070051,200001,,507006,,,,,,,,,,,5,5,2
507006,50007,1,2:507005,,150,12,5070061,30010,5070061,2070067,5070062,2070068,1001,1002,1003,200000,,2070061,200001,,508001,,,,,,,,,,,5,5,2
508001,50008,1,2:507006,,150,12,5080011,10007,5080011,2080017,5080012,2080018,1001,1002,1003,200000,,2080011,200001,,508002,,,,,,,,,,,5,5,2
508002,50008,1,2:508001,,150,12,5080021,10015,5080021,2080027,5080022,2080028,1001,1002,1003,200000,,2080021,200001,,508003,,,,,,,,,,,5,5,2
508003,50008,1,2:508002,,150,12,5080031,34009,5080031,2080037,5080032,2080038,1001,1002,1003,200000,,2080031,200001,,508004,,,,,,,,,,,5,5,2
508004,50008,1,2:508003,,150,12,5080041,10023,5080041,2080047,5080042,2080048,1001,1002,1003,200000,,2080041,200001,,508005,,,,,,,,,,,5,5,2
508005,50008,1,2:508004,,150,12,5080051,10019,5080051,2080057,5080052,2080058,1001,1002,1003,200000,,2080051,200001,,508006,,,,,,,,,,,5,5,2
508006,50008,1,2:508005,,150,12,5080061,30011,5080061,2080067,5080062,2080068,1001,1002,1003,200000,,2080061,200001,,509001,,,,,,,,,,,5,5,2
509001,50009,1,2:508006,,150,12,5090011,10022,5090011,2090017,5090012,2090018,1001,1002,1003,200000,,2090011,200001,,509002,,,,,,,,,,,5,5,2
509002,50009,1,2:509001,,150,12,5090021,10016,5090021,2090027,5090022,2090028,1001,1002,1003,200000,,2090021,200001,,509003,,,,,,,,,,,5,5,2
509003,50009,1,2:509002,,150,12,5090031,30012,5090031,2090037,5090032,2090038,1001,1002,1003,200000,,2090031,200001,,509004,,,,,,,,,,,5,5,2
509004,50009,1,2:509003,,150,12,5090041,10007,5090041,2090047,5090042,2090048,1001,1002,1003,200000,,2090041,200001,,509005,,,,,,,,,,,5,5,2
509005,50009,1,2:509004,,150,12,5090051,10017,5090051,2090057,5090052,2090058,1001,1002,1003,200000,,2090051,200001,,509006,,,,,,,,,,,5,5,2
509006,50009,1,2:509005,,150,12,5090061,30015,5090061,2090067,5090062,2090068,1001,1002,1003,200000,,2090061,200001,,,,,,,,,,,,,5,5,2
510001,50010,1,2:509006,,150,12,5100011,10027,5100011,2100017,5100012,2100018,1001,1002,1003,200000,,2100011,200001,,510002,,,,,,,,,,,5,5,2
510002,50010,1,2:510001,,150,12,5100021,10007,5100021,2100027,5100022,2100028,1001,1002,1003,200000,,2100021,200001,,510003,,,,,,,,,,,5,5,2
510003,50010,1,2:510002,,150,12,5100031,30018,5100031,2100037,5100032,2100038,1001,1002,1003,200000,,2100031,200001,,510004,,,,,,,,,,,5,5,2
510004,50010,1,2:510003,,150,12,5100041,10007,5100041,2100047,5100042,2100048,1001,1002,1003,200000,,2100041,200001,,510005,,,,,,,,,,,5,5,2
510005,50010,1,2:510004,,150,12,5100051,10016,5100051,2100057,5100052,2100058,1001,1002,1003,200000,,2100051,200001,,510006,,,,,,,,,,,5,5,2
510006,50010,1,2:510005,,150,12,5100061,30013,5100061,2100067,5100062,2100068,1001,1002,1003,200000,,2100061,200001,,511001,,,,,,,,,,,5,5,2
511001,50011,1,2:510006,,150,12,5110011,10003,5110011,2110017,5110012,2110018,1001,1002,1003,200000,,2110011,200001,,511002,,,,,,,,,,,5,5,2
511002,50011,1,2:511001,,150,12,5110021,10006,5110021,2110027,5110022,2110028,1001,1002,1003,200000,,2110021,200001,,511003,,,,,,,,,,,5,5,2
511003,50011,1,2:511002,,150,12,5110031,30008,5110031,2110037,5110032,2110038,1001,1002,1003,200000,,2110031,200001,,511004,,,,,,,,,,,5,5,2
511004,50011,1,2:511003,,150,12,5110041,10015,5110041,2110047,5110042,2110048,1001,1002,1003,200000,,2110041,200001,,511005,,,,,,,,,,,5,5,2
511005,50011,1,2:511004,,150,12,5110051,10006,5110051,2110057,5110052,2110058,1001,1002,1003,200000,,2110051,200001,,511006,,,,,,,,,,,5,5,2
511006,50011,1,2:511005,,150,12,5110061,30010,5110061,2110067,5110062,2110068,1001,1002,1003,200000,,2110061,200001,,512001,,,,,,,,,,,5,5,2
512001,50012,1,2:511006,,150,12,5120011,10027,5120011,2120017,5120012,2120018,1001,1002,1003,200000,,2120011,200001,,512002,,,,,,,,,,,5,5,2
512002,50012,1,2:512001,,150,12,5120021,10023,5120021,2120027,5120022,2120028,1001,1002,1003,200000,,2120021,200001,,512003,,,,,,,,,,,5,5,2
512003,50012,1,2:512002,,150,12,5120031,34009,5120031,2120037,5120032,2120038,1001,1002,1003,200000,,2120031,200001,,512004,,,,,,,,,,,5,5,2
512004,50012,1,2:512003,,150,12,5120041,10017,5120041,2120047,5120042,2120048,1001,1002,1003,200000,,2120041,200001,,512005,,,,,,,,,,,5,5,2
512005,50012,1,2:512004,,150,12,5120051,10016,5120051,2120057,5120052,2120058,1001,1002,1003,200000,,2120051,200001,,512006,,,,,,,,,,,5,5,2
512006,50012,1,2:512005,,150,12,5120061,30011,5120061,2120067,5120062,2120068,1001,1002,1003,200000,,2120061,200001,,513001,,,,,,,,,,,5,5,2
513001,50013,1,2:512006,,150,12,5130011,10027,5130011,2130017,5130012,2130018,1001,1002,1003,200000,,2130011,200001,,513002,,,,,,,,,,,5,5,2
513002,50013,1,2:513001,,150,12,5130021,10022,5130021,2130027,5130022,2130028,1001,1002,1003,200000,,2130021,200001,,513003,,,,,,,,,,,5,5,2
513003,50013,1,2:513002,,150,12,5130031,30016,5130031,2130037,5130032,2130038,1001,1002,1003,200000,,2130031,200001,,513004,,,,,,,,,,,5,5,2
513004,50013,1,2:513003,,150,12,5130041,10020,5130041,2130047,5130042,2130048,1001,1002,1003,200000,,2130041,200001,,513005,,,,,,,,,,,5,5,2
513005,50013,1,2:513004,,150,12,5130051,10016,5130051,2130057,5130052,2130058,1001,1002,1003,200000,,2130051,200001,,513006,,,,,,,,,,,5,5,2
513006,50013,1,2:513005,,150,12,5130061,30017,5130061,2130067,5130062,2130068,1001,1002,1003,200000,,2130061,200001,,514001,,,,,,,,,,,5,5,2
514001,50014,1,2:513006,,150,12,5140011,10010,5140011,2140017,5140012,2140018,1001,1002,1003,200000,,2140011,200001,,514002,,,,,,,,,,,5,5,2
514002,50014,1,2:514001,,150,12,5140021,10015,5140021,2140027,5140022,2140028,1001,1002,1003,200000,,2140021,200001,,514003,,,,,,,,,,,5,5,2
514003,50014,1,2:514002,,150,12,5140031,30014,5140031,2140037,5140032,2140038,1001,1002,1003,200000,,2140031,200001,,514004,,,,,,,,,,,5,5,2
514004,50014,1,2:514003,,150,12,5140041,10024,5140041,2140047,5140042,2140048,1001,1002,1003,200000,,2140041,200001,,514005,,,,,,,,,,,5,5,2
514005,50014,1,2:514004,,150,12,5140051,10003,5140051,2140057,5140052,2140058,1001,1002,1003,200000,,2140051,200001,,514006,,,,,,,,,,,5,5,2
514006,50014,1,2:514005,,150,12,5140061,30029,5140061,2140067,5140062,2140068,1001,1002,1003,200000,,2140061,200001,,515001,,,,,,,,,,,5,5,2
515001,50015,1,2:514006,,150,12,5150011,10036,5150011,2150017,5150012,2150018,1001,1002,1003,200000,,2150011,200001,,515002,,,,,,,,,,,5,5,2
515002,50015,1,2:515001,,150,12,5150021,10037,5150021,2150027,5150022,2150028,1001,1002,1003,200000,,2150021,200001,,515003,,,,,,,,,,,5,5,2
515003,50015,1,2:515002,,150,12,5150031,30028,5150031,2150037,5150032,2150038,1001,1002,1003,200000,,2150031,200001,,515004,,,,,,,,,,,5,5,2
515004,50015,1,2:515003,,150,12,5150041,10039,5150041,2150047,5150042,2150048,1001,1002,1003,200000,,2150041,200001,,515005,,,,,,,,,,,5,5,2
515005,50015,1,2:515004,,150,12,5150051,10021,5150051,2150057,5150052,2150058,1001,1002,1003,200000,,2150051,200001,,515006,,,,,,,,,,,5,5,2
515006,50015,1,2:515005,,150,12,5150061,30021,5150061,2150067,5150062,2150068,1001,1002,1003,200000,,2150061,200001,,516001,,,,,,,,,,,5,5,2
516001,50016,1,2:515006,,150,12,5160011,10047,5160011,2160017,5160012,2160018,1001,1002,1003,200000,,2160011,200001,,516002,,,,,,,,,,,5,5,2
516002,50016,1,2:516001,,150,12,5160021,10048,5160021,2160027,5160022,2160028,1001,1002,1003,200000,,2160021,200001,,516003,,,,,,,,,,,5,5,2
516003,50016,1,2:516002,,150,12,5160031,30015,5160031,2160037,5160032,2160038,1001,1002,1003,200000,,2160031,200001,,516004,,,,,,,,,,,5,5,2
516004,50016,1,2:516003,,150,12,5160041,10046,5160041,2160047,5160042,2160048,1001,1002,1003,200000,,2160041,200001,,516005,,,,,,,,,,,5,5,2
516005,50016,1,2:516004,,150,12,5160051,10047,5160051,2160057,5160052,2160058,1001,1002,1003,200000,,2160051,200001,,516006,,,,,,,,,,,5,5,2
516006,50016,1,2:516005,,150,12,5160061,30003,5160061,2160067,5160062,2160068,1001,1002,1003,200000,,2160061,200001,,517001,,,,,,,,,,,5,5,2
517001,50017,1,2:516006,,150,12,5170011,10016,5170011,2170017,5170012,2170018,1001,1002,1003,200000,,2160011,200001,,517002,,,,,,,,,,,5,5,2
517002,50017,1,2:517001,,150,12,5170021,10017,5170021,2170027,5170022,2170028,1001,1002,1003,200000,,2160021,200001,,517003,,,,,,,,,,,5,5,2
517003,50017,1,2:517002,,150,12,5170031,30005,5170031,2170037,5170032,2170038,1001,1002,1003,200000,,2160031,200001,,517004,,,,,,,,,,,5,5,2
517004,50017,1,2:517003,,150,12,5170041,10015,5170041,2170047,5170042,2170048,1001,1002,1003,200000,,2160041,200001,,517005,,,,,,,,,,,5,5,2
517005,50017,1,2:517004,,150,12,5170051,10068,5170051,2170057,5170052,2170058,1001,1002,1003,200000,,2160051,200001,,517006,,,,,,,,,,,5,5,2
517006,50017,1,2:517005,,150,12,5170061,30001,5170061,2170067,5170062,2170068,1001,1002,1003,200000,,2160061,200001,,518001,,,,,,,,,,,5,5,2
518001,50018,1,2:517006,,150,12,5180011,10027,5180011,2180017,5180012,2180018,1001,1002,1003,200000,,2160011,200001,,518002,,,,,,,,,,,5,5,2
518002,50018,1,2:518001,,150,12,5180021,10035,5180021,2180027,5180022,2180028,1001,1002,1003,200000,,2160021,200001,,518003,,,,,,,,,,,5,5,2
518003,50018,1,2:518002,,150,12,5180031,30002,5180031,2180037,5180032,2180038,1001,1002,1003,200000,,2160031,200001,,518004,,,,,,,,,,,5,5,2
518004,50018,1,2:518003,,150,12,5180041,10003,5180041,2180047,5180042,2180048,1001,1002,1003,200000,,2160041,200001,,518005,,,,,,,,,,,5,5,2
518005,50018,1,2:518004,,150,12,5180051,10037,5180051,2180057,5180052,2180058,1001,1002,1003,200000,,2160051,200001,,518006,,,,,,,,,,,5,5,2
518006,50018,1,2:518005,,150,12,5180061,30012,5180061,2180067,5180062,2180068,1001,1002,1003,200000,,2160061,200001,,,,,,,,,,,,,5,5,2
910101,,1,,0,0,0,9101011,,,,,,,,,,3100101,,,,,,,,,,,,,,,1,10,0
910102,,1,,0,0,0,9101021,,,,,,,,,,3100201,,,,,,,,,,,,,,,1,10,0
910103,,1,,0,0,0,9101031,,,,,,,,,,3100301,,,,,,,,,,,,,,,1,10,0
910104,,1,,0,0,0,9101041,,,,,,,,,,3100401,,,,,,,,,,,,,,,1,10,0
910105,,1,,0,0,0,9101051,30013,9101051,3100502,,,,,,,3100501,,,,,,,,,,,,,,,1,10,0
910106,,1,,0,0,0,9101061,,,,,,,,,,3100601,,,,,,,,,,,,,,,1,10,0
910107,,1,,0,0,0,9101071,,,,,,,,,,3100701,,,,,,,,,,,,,,,1,10,0
910108,,1,,0,0,0,9101081,,,,,,,,,,3100801,,,,,,,,,,,,,,,1,10,0
910109,,1,,0,0,0,9101091,,,,,,,,,,3100901,,,,,,,,,,,,,,,1,10,0
910110,,1,,0,0,0,9101101,34009,9101101,3101002,,,,,,,3101001,,,,,,,,,,,,,,,1,10,0
910111,,1,,0,0,0,9101111,,,,,,,,,,3101101,,,,,,,,,,,,,,,1,10,0
910112,,1,,0,0,0,9101121,,,,,,,,,,3101201,,,,,,,,,,,,,,,1,10,0
910113,,1,,0,0,0,9101131,,,,,,,,,,3101301,,,,,,,,,,,,,,,1,10,0
910114,,1,,0,0,0,9101141,,,,,,,,,,3101401,,,,,,,,,,,,,,,1,10,0
910115,,1,,0,0,0,9101151,30011,9101151,3101502,,,,,,,3101501,,,,,,,,,,,,,,,1,10,0
910116,,1,,0,0,0,9101161,,,,,,,,,,3101601,,,,,,,,,,,,,,,1,10,0
910117,,1,,0,0,0,9101171,,,,,,,,,,3101701,,,,,,,,,,,,,,,1,10,0
910118,,1,,0,0,0,9101181,,,,,,,,,,3101801,,,,,,,,,,,,,,,1,10,0
910119,,1,,0,0,0,9101191,,,,,,,,,,3101901,,,,,,,,,,,,,,,1,10,0
910120,,1,,0,0,0,9101201,30021,9101201,3102002,,,,,,,3102001,,,,,,,,,,,,,,,1,10,0
910121,,1,,0,0,0,9101211,,,,,,,,,,3102101,,,,,,,,,,,,,,,1,10,0
910122,,1,,0,0,0,9101221,,,,,,,,,,3102201,,,,,,,,,,,,,,,1,10,0
910123,,1,,0,0,0,9101231,,,,,,,,,,3102301,,,,,,,,,,,,,,,1,10,0
910124,,1,,0,0,0,9101241,,,,,,,,,,3102401,,,,,,,,,,,,,,,1,10,0
910125,,1,,0,0,0,9101251,31004,9101251,3102502,,,,,,,3102501,,,,,,,,,,,,,,,1,10,0
910126,,1,,0,0,0,9101261,,,,,,,,,,3102601,,,,,,,,,,,,,,,1,10,0
910127,,1,,0,0,0,9101271,,,,,,,,,,3102701,,,,,,,,,,,,,,,1,10,0
910128,,1,,0,0,0,9101281,,,,,,,,,,3102801,,,,,,,,,,,,,,,1,10,0
910129,,1,,0,0,0,9101291,,,,,,,,,,3102901,,,,,,,,,,,,,,,1,10,0
910130,,1,,0,0,0,9101301,31005,9101301,3103002,,,,,,,3103001,,,,,,,,,,,,,,,1,10,0
910131,,1,,0,0,0,9101311,,,,,,,,,,3103101,,,,,,,,,,,,,,,1,10,0
910132,,1,,0,0,0,9101321,,,,,,,,,,3103201,,,,,,,,,,,,,,,1,10,0
910133,,1,,0,0,0,9101331,,,,,,,,,,3103301,,,,,,,,,,,,,,,1,10,0
910134,,1,,0,0,0,9101341,,,,,,,,,,3103401,,,,,,,,,,,,,,,1,10,0
910135,,1,,0,0,0,9101351,31002,9101351,3103502,,,,,,,3103501,,,,,,,,,,,,,,,1,10,0
910136,,1,,0,0,0,9101361,,,,,,,,,,3103601,,,,,,,,,,,,,,,1,10,0
910137,,1,,0,0,0,9101371,,,,,,,,,,3103701,,,,,,,,,,,,,,,1,10,0
910138,,1,,0,0,0,9101381,,,,,,,,,,3103801,,,,,,,,,,,,,,,1,10,0
910139,,1,,0,0,0,9101391,,,,,,,,,,3103901,,,,,,,,,,,,,,,1,10,0
