id,name,cname,itemType,rarity,useType,useParam,expireType,expireTime,limitNumber,sellPrice,showInBag
122401,cfg_item_data_name_122401,友善阵营进阶1-治愈之卵,4,1,4,,0,,999,999,true
122402,cfg_item_data_name_122402,友善阵营进阶2-包容之卵,4,1,4,,0,,999,999,true
122403,cfg_item_data_name_122403,友善阵营进阶3-闪光之羽,4,2,4,,0,,999,999,true
122404,cfg_item_data_name_122404,友善阵营进阶4-祝福之羽,4,2,4,,0,,999,999,true
122405,cfg_item_data_name_122405,友善阵营进阶5-纯净之羽,4,2,4,,0,,999,999,true
122406,cfg_item_data_name_122406,友善阵营进阶6-雷霆之尾,4,3,4,,0,,999,999,true
122407,cfg_item_data_name_122407,友善阵营进阶7-寒冰之尾,4,3,4,,0,,999,999,true
122408,cfg_item_data_name_122408,友善阵营进阶8-燃烧之尾,4,3,4,,0,,999,999,true
122409,cfg_item_data_name_122409,友善阵营进阶9-冷静羽冠,4,4,4,,0,,999,999,true
122410,cfg_item_data_name_122410,友善阵营进阶10-友善羽冠,4,4,4,,0,,999,999,true
121001,cfg_item_data_name_1121001,经验药水初级,3,1,1,50,0,,999,999,true
121002,cfg_item_data_name_1121002,经验药水中级,3,2,1,200,0,,999,999,true
121003,cfg_item_data_name_1121003,经验药水高级,3,3,1,400,0,,999,999,true
121004,cfg_item_data_name_1121004,经验药水特级,3,4,1,800,0,,999,999,true
123201,cfg_item_data_name_1123201,灵犀符石·初级,4,1,1,,0,,999,999,true
123202,cfg_item_data_name_1123202,灵犀符石·中级,4,2,1,,0,,999,999,true
123203,cfg_item_data_name_1123203,灵犀符石·高级,4,3,1,,0,,999,999,true
123204,cfg_item_data_name_1123204,灵犀符石·特级,4,4,1,,0,,999,999,true
123301,cfg_item_data_name_1123301,奥秘符石·初级,4,1,1,,0,,999,999,true
123302,cfg_item_data_name_1123302,奥秘符石·中级,4,2,1,,0,,999,999,true
123303,cfg_item_data_name_1123303,奥秘符石·高级,4,3,1,,0,,999,999,true
123304,cfg_item_data_name_1123304,奥秘符石·特级,4,4,1,,0,,999,999,true
123101,cfg_item_data_name_1123101,盾之琥珀,4,2,1,,0,,999,999,true
123102,cfg_item_data_name_1123102,剑之琥珀,4,2,1,,0,,999,999,true
123103,cfg_item_data_name_1123103,匕之琥珀,4,2,1,,0,,999,999,true
123104,cfg_item_data_name_1123104,矢之琥珀,4,2,1,,0,,999,999,true
123105,cfg_item_data_name_1123105,杖之琥珀,4,2,1,,0,,999,999,true
123106,cfg_item_data_name_1123106,愈之琥珀,4,2,1,,0,,999,999,true
131001,cfg_item_data_name_1131001,初级装备经验,8,1,1,50,0,,999,999,true
131002,cfg_item_data_name_1131002,中级装备经验,8,2,1,200,0,,999,999,true
131003,cfg_item_data_name_1131003,高级装备经验,8,3,1,400,0,,999,999,true
131004,cfg_item_data_name_1131004,特级装备经验,8,4,1,800,0,,999,999,true
133001,cfg_item_data_name_1133001,装备阵营重铸道具,7,4,1,,0,,999,999,true
151001,cfg_item_data_name_1151001,初级世界级道具经验,6,1,1,50,0,,999,999,true
151002,cfg_item_data_name_1151002,中级世界级道具经验,6,2,1,200,0,,999,999,true
151003,cfg_item_data_name_1151003,高级世界级道具经验,6,3,1,400,0,,999,999,true
151004,cfg_item_data_name_1151004,特级世界级道具经验,6,4,1,800,0,,999,999,true
152201,cfg_item_data_name_1152201,升星通用道具,7,2,1,,0,,999,999,true
152301,cfg_item_data_name_1152301,升星通用道具,7,3,1,,0,,999,999,true
152401,cfg_item_data_name_1152401,升星通用道具,7,4,1,,0,,999,999,true
1600001,cfg_item_data_name_11600001,初级混沌遗火,14,2,1,,0,,999,999,true
1600002,cfg_item_data_name_11600002,中级混沌遗火,14,3,1,,0,,999,999,true
1600003,cfg_item_data_name_11600003,高级混沌遗火,14,4,1,,0,,999,999,true
1600211,cfg_item_data_name_11600211,N级武器集合,103,1,1,6060010,0,,999,999,true
1600221,cfg_item_data_name_11600221,R级武器集合,103,2,1,6060020,0,,999,999,true
1600231,cfg_item_data_name_11600231,SR级武器集合,103,3,1,6060030,0,,999,999,true
1600241,cfg_item_data_name_11600241,SSR级武器集合,103,4,1,6060040,0,,999,999,true
1600212,cfg_item_data_name_11600212,N级头盔集合,103,1,1,6070010,0,,999,999,true
1600222,cfg_item_data_name_11600222,R级头盔集合,103,2,1,6070020,0,,999,999,true
1600232,cfg_item_data_name_11600232,SR级头盔集合,103,3,1,6070030,0,,999,999,true
1600242,cfg_item_data_name_11600242,SSR级头盔集合,103,4,1,6070040,0,,999,999,true
1600213,cfg_item_data_name_11600213,N级衣服集合,103,1,1,6080010,0,,999,999,true
1600223,cfg_item_data_name_11600223,R级衣服集合,103,2,1,6080020,0,,999,999,true
1600233,cfg_item_data_name_11600233,SR级衣服集合,103,3,1,6080030,0,,999,999,true
1600243,cfg_item_data_name_11600243,SSR级衣服集合,103,4,1,6080040,0,,999,999,true
1600224,cfg_item_data_name_11600224,R级饰品集合,103,2,1,6090010,0,,999,999,true
1600234,cfg_item_data_name_11600234,SR级饰品集合,103,3,1,6090020,0,,999,999,true
1600244,cfg_item_data_name_11600244,SSR级饰品集合,103,4,1,6090030,0,,999,999,true
1601001,cfg_item_data_name_11601001,君主令I(建造),10,1,1,"1,0,300",0,,999,999,true
1601002,cfg_item_data_name_11601002,君主令II(建造),10,2,1,"1,0,1200",0,,999,999,true
1601003,cfg_item_data_name_11601003,君主令III(建造),10,2,1,"1,0,3600",0,,999,999,true
1601004,cfg_item_data_name_11601004,君主令IV(建造),10,3,1,"1,0,10800",0,,999,999,true
1601005,cfg_item_data_name_11601005,君主令V(建造),10,3,1,"1,0,32400",0,,999,999,true
1601006,cfg_item_data_name_11601006,君主令VI(建造),10,4,1,"1,0,86400",0,,999,999,true
1603001,cfg_item_data_name_11603001,1级征币令（1小时）,11,1,1,"2,3600,0,1800",0,,999,999,true
1603002,cfg_item_data_name_11603002,2级征币令（2小时）,11,2,1,"2,7200,0,6400",0,,999,999,true
1603003,cfg_item_data_name_11603003,3级征币令（4小时）,11,2,1,"2,14400,0,24000",0,,999,999,true
1603004,cfg_item_data_name_11603004,4级征币令（8小时）,11,3,1,"2,28800,0,48000",0,,999,999,true
1603005,cfg_item_data_name_11603005,5级征币令（12小时）,11,3,1,"2,43200,0,80000",0,,999,999,true
1603006,cfg_item_data_name_11603006,6级征币令（24小时）,11,4,1,"2,86400,0,160000",0,,999,999,true
1604001,cfg_item_data_name_11604001,1级征魂令（1小时）,11,1,1,"3,3600,0,16",0,,999,999,true
1604002,cfg_item_data_name_11604002,2级征魂令（2小时）,11,2,1,"3,7200,0,32",0,,999,999,true
1604003,cfg_item_data_name_11604003,3级征魂令（4小时）,11,2,1,"3,14400,0,120",0,,999,999,true
1604004,cfg_item_data_name_11604004,4级征魂令（8小时）,11,3,1,"3,28800,0,240",0,,999,999,true
1604005,cfg_item_data_name_11604005,5级征魂令（12小时）,11,3,1,"3,43200,0,432",0,,999,999,true
1604006,cfg_item_data_name_11604006,6级征魂令（24小时）,11,4,1,"3,86400,0,864",0,,999,999,true
1605001,cfg_item_data_name_11605001,1级征泉令（1小时）,11,1,1,"4,3600,0,16",0,,999,999,true
1605002,cfg_item_data_name_11605002,2级征泉令（2小时）,11,2,1,"4,7200,0,32",0,,999,999,true
1605003,cfg_item_data_name_11605003,3级征泉令（4小时）,11,2,1,"4,14400,0,120",0,,999,999,true
1605004,cfg_item_data_name_11605004,4级征泉令（8小时）,11,3,1,"4,28800,0,240",0,,999,999,true
1605005,cfg_item_data_name_11605005,5级征泉令（12小时）,11,3,1,"4,43200,0,432",0,,999,999,true
1605006,cfg_item_data_name_11605006,6级征泉令（24小时）,11,4,1,"4,86400,0,864",0,,999,999,true
1606001,cfg_item_data_name_11606001,1级征泪加速（1小时）,11,1,1,"5,3600,0,9",0,,999,999,true
1606002,cfg_item_data_name_11606002,2级征泪加速（2小时）,11,2,1,"5,7200,0,18",0,,999,999,true
1606003,cfg_item_data_name_11606003,3级征泪加速（4小时）,11,2,1,"5,14400,0,80",0,,999,999,true
1606004,cfg_item_data_name_11606004,4级征泪加速（8小时）,11,3,1,"5,28800,0,160",0,,999,999,true
1606005,cfg_item_data_name_11606005,5级征泪加速（12小时）,11,3,1,"5,43200,0,288",0,,999,999,true
1606006,cfg_item_data_name_11606006,6级征泪加速（24小时）,11,4,1,"5,86400,0,576",0,,999,999,true
1615001,cfg_item_data_name_11615001,1级征铁加速（0.5小时）,11,1,1,"10,1800,0,24",0,,999,999,true
1615002,cfg_item_data_name_11615002,2级征铁加速（1小时）,11,2,1,"10,3600,0,45",0,,999,999,true
1615003,cfg_item_data_name_11615003,3级征铁加速（2小时）,11,2,1,"10,7200,0,100",0,,999,999,true
1615004,cfg_item_data_name_11615004,4级征铁加速（4小时）,11,3,1,"10,14400,0,200",0,,999,999,true
1615005,cfg_item_data_name_11615005,5级征铁加速（8小时）,11,3,1,"10,28800,0,800",0,,999,999,true
1615006,cfg_item_data_name_11615006,6级征铁加速（12小时）,11,4,1,"10,43200,0,1200",0,,999,999,true
1610001,cfg_item_data_name_11610001,1级征烬加速（6小时）,11,1,1,"12,21600,1,3",0,,999,999,true
1610002,cfg_item_data_name_11610002,2级征烬加速（12小时）,11,2,1,"12,21600,2,6",0,,999,999,true
1610003,cfg_item_data_name_11610003,3级征烬加速（18小时）,11,2,1,"12,64800,3,9",0,,999,999,true
1610004,cfg_item_data_name_11610004,4级征烬加速（24小时）,11,3,1,"12,43200,4,12",0,,999,999,true
1610005,cfg_item_data_name_11610005,5级征烬加速（30小时）,11,3,1,"12,108000,5,15",0,,999,999,true
1610006,cfg_item_data_name_11610006,6级征烬加速（36小时）,11,4,1,"12,86400,8,24",0,,999,999,true
1611001,cfg_item_data_name_11611001,征收令I(铸兵厂),10,1,1,"2,6,1800",0,,999,999,true
1611002,cfg_item_data_name_11611002,征收令II(铸兵厂),10,2,1,"2,6,3600",0,,999,999,true
1611003,cfg_item_data_name_11611003,征收令III(铸兵厂),10,2,1,"2,6,7200",0,,999,999,true
1611004,cfg_item_data_name_11611004,征收令IV(铸兵厂),10,3,1,"2,6,14400",0,,999,999,true
1611005,cfg_item_data_name_11611005,征收令V(铸兵厂),10,3,1,"2,6,28800",0,,999,999,true
1611006,cfg_item_data_name_11611006,征收令VI(铸兵厂),10,4,1,"2,6,43200",0,,999,999,true
1612001,cfg_item_data_name_11612001,征收令I(头盔坊),10,1,1,"2,7,1800",0,,999,999,true
1612002,cfg_item_data_name_11612002,征收令II(头盔坊),10,2,1,"2,7,3600",0,,999,999,true
1612003,cfg_item_data_name_11612003,征收令III(头盔坊),10,2,1,"2,7,7200",0,,999,999,true
1612004,cfg_item_data_name_11612004,征收令IV(头盔坊),10,3,1,"2,7,14400",0,,999,999,true
1612005,cfg_item_data_name_11612005,征收令V(头盔坊),10,3,1,"2,7,28800",0,,999,999,true
1612006,cfg_item_data_name_11612006,征收令VI(头盔坊),10,4,1,"2,7,43200",0,,999,999,true
1613001,cfg_item_data_name_11613001,征收令I(甲胄坊),10,1,1,"2,8,1800",0,,999,999,true
1613002,cfg_item_data_name_11613002,征收令II(甲胄坊),10,2,1,"2,8,3600",0,,999,999,true
1613003,cfg_item_data_name_11613003,征收令III(甲胄坊),10,2,1,"2,8,7200",0,,999,999,true
1613004,cfg_item_data_name_11613004,征收令IV(甲胄坊),10,3,1,"2,8,14400",0,,999,999,true
1613005,cfg_item_data_name_11613005,征收令V(甲胄坊),10,3,1,"2,8,28800",0,,999,999,true
1613006,cfg_item_data_name_11613006,征收令VI(甲胄坊),10,4,1,"2,8,43200",0,,999,999,true
1614001,cfg_item_data_name_11614001,征收令I(雕刻馆),10,1,1,"2,9,1800",0,,999,999,true
1614002,cfg_item_data_name_11614002,征收令II(雕刻馆),10,2,1,"2,9,3600",0,,999,999,true
1614003,cfg_item_data_name_11614003,征收令III(雕刻馆),10,2,1,"2,9,7200",0,,999,999,true
1614004,cfg_item_data_name_11614004,征收令IV(雕刻馆),10,3,1,"2,9,14400",0,,999,999,true
1614005,cfg_item_data_name_11614005,征收令V(雕刻馆),10,3,1,"2,9,28800",0,,999,999,true
1614006,cfg_item_data_name_11614006,征收令VI(雕刻馆),10,4,1,"2,9,43200",0,,999,999,true
1616001,cfg_item_data_name_11616001,征收令I(魔卡炉),10,1,1,"2,1,1800",0,,999,999,true
1616002,cfg_item_data_name_11616002,征收令II(魔卡炉),10,2,1,"2,1,3600",0,,999,999,true
1616003,cfg_item_data_name_11616003,征收令III(魔卡炉),10,2,1,"2,1,5400",0,,999,999,true
1616004,cfg_item_data_name_11616004,征收令IV(魔卡炉),10,3,1,"2,1,7200",0,,999,999,true
1616005,cfg_item_data_name_11616005,征收令V(魔卡炉),10,3,1,"2,1,10800",0,,999,999,true
1616006,cfg_item_data_name_11616006,征收令VI(魔卡炉),10,4,1,"2,1,14400",0,,999,999,true
1616101,cfg_item_data_name_11616101,抽卡耗材,14,3,4,,0,,999,999,true
1600101,cfg_item_data_name_11600101,末日熔金·1级,14,1,1,,0,,999999,99999,true
1600102,cfg_item_data_name_11600102,末日熔金·2级,14,2,1,,0,,999,999,true
1600103,cfg_item_data_name_11600103,末日熔金·3级,14,2,1,,0,,999,999,true
1600104,cfg_item_data_name_11600104,末日熔金·4级,14,3,1,,0,,999,999,true
1600105,cfg_item_data_name_11600105,末日熔金·5级,14,3,1,,0,,999,999,true
1600106,cfg_item_data_name_11600106,末日熔金·6级,14,4,1,,0,,999,999,true
171000,cfg_item_data_name_171000,村民的财务,105,2,4,,0,,999,999,true
171001,cfg_item_data_name_171001,书信,105,1,4,,0,,999,999,true
171002,cfg_item_data_name_171002,石材,105,1,4,,0,,999,999,true
171003,cfg_item_data_name_171003,木材,105,1,4,,0,,999,999,true
171004,cfg_item_data_name_171004,草药,14,1,4,,0,,999,999,true
171005,cfg_item_data_name_171005,肥美的鱼,14,1,4,,0,,999,999,true
171006,cfg_item_data_name_171006,治疗药水,105,1,4,,0,,999,999,true
171007,cfg_item_data_name_171007,肉块,14,1,4,,0,,999,999,true
171009,cfg_item_data_name_171009,娜迦宝珠,14,3,4,,0,,999,999,true
171010,cfg_item_data_name_171010,宝珠,105,3,4,,0,,999,999,true
171011,cfg_item_data_name_171011,商人的背包,14,3,4,,0,,999,999,true
171012,cfg_item_data_name_171012,龙的骨灰,14,3,4,,0,,999,999,true
171101,cfg_item_data_name_171101,奇异的牙齿,14,1,4,,0,,999,999,true
171102,cfg_item_data_name_171102,奇异的牙齿-进阶版,14,2,4,,0,,999,999,true
171103,cfg_item_data_name_171103,损坏的破布,14,1,4,,0,,999,999,true
171104,cfg_item_data_name_171104,损坏的破布-进阶版,14,2,4,,0,,999,999,true
171105,cfg_item_data_name_171105,损毁的名牌-铜,14,1,4,,0,,999,999,true
171106,cfg_item_data_name_171106,损毁的名牌-银,14,2,4,,0,,999,999,true
171107,cfg_item_data_name_171107,折断的骨头,14,1,4,,0,,999,999,true
171108,cfg_item_data_name_171108,折断的骨头-进阶版,14,2,4,,0,,999,999,true
171109,cfg_item_data_name_171109,污秽的绷带,14,1,4,,0,,999,999,true
171110,cfg_item_data_name_171110,污秽的绷带-进阶版,14,2,4,,0,,999,999,true
171111,cfg_item_data_name_171111,草药,105,1,4,,0,,999,999,true
171112,cfg_item_data_name_171112,龙的骨灰,105,3,4,,0,,999,999,true
171801,cfg_item_data_name_171801,宝珠碎片·北,105,2,4,,0,,999,999,true
171802,cfg_item_data_name_171802,宝珠碎片·东,105,2,4,,0,,999,999,true
171803,cfg_item_data_name_171803,宝珠碎片·南,105,2,4,,0,,999,999,true
171804,cfg_item_data_name_171804,藏宝图碎片·南【缺png】,105,2,4,,0,,999,999,true
171805,cfg_item_data_name_171805,藏宝图碎片·北【缺png】,105,2,4,,0,,999,999,true
171806,cfg_item_data_name_171806,藏宝图碎片·东【缺png】,105,2,4,,0,,999,999,true
171807,cfg_item_data_name_171807,藏宝图【缺png】,105,2,4,,0,,999,999,true
171997,cfg_item_data_name_171997,桃子,14,3,1,,0,,999,999,true
171998,cfg_item_data_name_171998,芒果,14,3,1,,0,,999,999,true
171999,cfg_item_data_name_171999,苹果,14,3,1,,0,,999,999,true
172001,cfg_item_data_name_1172001,初级灾厄余烬,14,2,1,,0,,999,999,true
172002,cfg_item_data_name_1172002,中级灾厄余烬,14,3,1,,0,,999,999,true
172003,cfg_item_data_name_1172003,高级灾厄余烬,14,4,1,,0,,999,999,true
1811002,cfg_character_charaName_1002,希姿头像,16,1,1,1002,0,,1,,false
1811003,cfg_character_charaName_1003,狼妹头像,16,1,1,1003,0,,1,,false
1811004,cfg_character_charaName_1004,雅儿贝德头像,16,1,1,1004,0,,1,,false
1811005,cfg_character_charaName_1005,科赛特斯头像,16,1,1,1005,0,,1,,false
1811006,cfg_character_charaName_1006,塞巴斯头像,16,1,1,1006,0,,1,,false
1811007,cfg_character_charaName_1007,亚乌拉头像,16,1,1,1007,0,,1,,false
1811009,cfg_character_charaName_1009,迪米乌哥斯头像,16,1,1,1009,0,,1,,false
1811011,cfg_character_charaName_1011,索留香头像,16,1,1,1011,0,,1,,false
1811012,cfg_character_charaName_1012,莫莫头像,16,1,1,1012,0,,1,,false
1811013,cfg_character_charaName_1013,夏提娅头像,16,1,1,1013,0,,1,,false
1811014,夏提雅女武神,女武神夏提娅头像,16,1,1,1014,0,,1,,false
1811017,cfg_character_charaName_1017,由莉头像,16,1,1,1017,0,,1,,false
1811018,cfg_character_charaName_1018,法师娜贝头像,16,1,1,1018,0,,1,,false
1811019,cfg_character_charaName_1019,虫妹头像,16,1,1,1019,0,,1,,false
1811022,cfg_character_charaName_1022,狗妈头像,16,1,1,1022,0,,1,,false
1811024,cfg_character_charaName_1024,第一席头像,16,1,1,1024,0,,1,,false
1811031,cfg_character_charaName_1031,第八席头像,16,1,1,1031,0,,1,,false
1812001,cfg_character_charaName_2001,娜贝头像,16,1,1,2001,0,,1,,false
1812005,cfg_character_charaName_2005,葛杰夫头像,16,1,1,2005,0,,1,,false
1812006,cfg_character_charaName_2006,布莱恩头像,16,1,1,2006,0,,1,,false
1812007,cfg_character_charaName_2007,伊维尔哀头像,16,1,1,2007,0,,1,,false
1812009,cfg_character_charaName_2009,格格兰头像,16,1,1,2009,0,,1,,false
1812014,cfg_character_charaName_2014,爱雪头像,16,1,1,2014,0,,1,,false
1812019,cfg_character_charaName_2019,伊古瓦头像,16,1,1,2019,0,,1,,false
1812020,cfg_character_charaName_2020,克莱门汀头像,16,1,1,2020,0,,1,,false
1812021,cfg_character_charaName_2021,桀洛头像,16,1,1,2021,0,,1,,false
1812041,cfg_character_charaName_2041,恩菲雷亚头像,16,1,1,2041,0,,1,,false
1813002,cfg_character_charaName_3002,仓助头像,16,1,1,3002,0,,1,,false
1813003,cfg_character_charaName_3003,扎里尤斯头像,16,1,1,3003,0,,1,,false
1813004,cfg_character_charaName_3004,沙斯林头像,16,1,1,3004,0,,1,,false
1813005,cfg_character_charaName_3005,库鲁雪头像,16,1,1,3005,0,,1,,false
1813006,cfg_character_charaName_3006,斯修乔乔头像,16,1,1,3006,0,,1,,false
1813007,cfg_character_charaName_3007,休古兹兹头像,16,1,1,3007,0,,1,,false
1813008,cfg_character_charaName_3008,泽伯鲁咕咕头像,16,1,1,3008,0,,1,,false
1813010,cfg_character_charaName_3010,沙丘隆特头像,16,1,1,3010,0,,1,,false
1813011,cfg_character_charaName_3011,克莱姆头像,16,1,1,3011,0,,1,,false
1814001,cfg_character_charaName_4001,布莉塔头像,16,1,1,4001,0,,1,,false
1814002,cfg_character_charaName_4002,彼得莫克头像,16,1,1,4002,0,,1,,false
1814003,cfg_character_charaName_4003,卢克诺克头像,16,1,1,4003,0,,1,,false
1814004,cfg_character_charaName_4004,尼亚头像,16,1,1,4004,0,,1,,false
1814005,cfg_character_charaName_4005,达因头像,16,1,1,4005,0,,1,,false
1831001,初始頭像框,初始头像框,18,1,1,,0,,1,,false
501001,cfg_item_data_name_501001,安兹·乌尔·恭碎片:蕴含安兹·乌尔·恭情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501002,cfg_item_data_name_501002,希姿碎片:蕴含希姿·德尔塔情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501003,cfg_item_data_name_501003,露普斯蕾琪娜碎片:蕴含露普斯蕾琪娜·贝塔情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501004,cfg_item_data_name_501004,雅儿贝德碎片:蕴含雅儿贝德情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501005,cfg_item_data_name_501005,科塞特斯碎片:蕴含科塞特斯情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501006,cfg_item_data_name_501006,赛巴斯碎片:蕴含赛巴斯·蒂安情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501007,cfg_item_data_name_501007,亚乌拉碎片:蕴含亚乌拉情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501008,cfg_item_data_name_501008,马雷碎片:蕴含马雷情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501009,cfg_item_data_name_501009,迪米乌哥斯碎片:蕴含迪米乌哥斯情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501010,cfg_item_data_name_501010,潘朵拉碎片:蕴含潘朵拉·亚克特情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501011,cfg_item_data_name_501011,索留香碎片:蕴含索留香·艾普西隆情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501012,cfg_item_data_name_501012,漆黑战士飞飞碎片:蕴含漆黑战士飞飞情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501013,cfg_item_data_name_501013,夏提雅碎片:蕴含夏提雅情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501014,cfg_item_data_name_501014,鲜血女武神碎片:蕴含鲜血女武神情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501015,cfg_item_data_name_501015,亚尔巴顿碎片:蕴含亚尔巴顿情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501016,cfg_item_data_name_501016,恐怖公碎片:蕴含恐怖公情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501017,cfg_item_data_name_501017,由莉碎片:蕴含由莉·阿尔法情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501018,cfg_item_data_name_501018,娜贝拉尔碎片:蕴含娜贝拉尔·伽马情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501019,cfg_item_data_name_501019,艾多玛碎片:蕴含艾多玛情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501020,cfg_item_data_name_501020,黑骑士·雅儿贝德碎片:蕴含黑骑士·雅儿贝德情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501021,cfg_item_data_name_501021,威克提姆碎片:蕴含威克提姆情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501022,cfg_item_data_name_501022,佩斯特妮碎片:蕴含佩斯特妮·S·汪可情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501023,cfg_item_data_name_501023,绝死绝命碎片:蕴含绝死绝命情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501024,cfg_item_data_name_501024,漆黑圣典碎片:蕴含漆黑圣典情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501025,cfg_item_data_name_501025,时间乱流碎片:蕴含时间乱流情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501026,cfg_item_data_name_501026,四大精灵碎片:蕴含四大精灵情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501027,cfg_item_data_name_501027,神圣咒歌碎片:蕴含神圣咒歌情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501028,cfg_item_data_name_501028,一人师团碎片:蕴含一人师团情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501029,cfg_item_data_name_501029,圣击一扫碎片:蕴含圣击一扫情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501030,cfg_item_data_name_501030,占星千里碎片:蕴含占星千里情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501031,cfg_item_data_name_501031,赛德兰碎片:蕴含赛德兰情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501032,cfg_item_data_name_501032,布玛尔查碎片:蕴含布玛尔查情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501033,cfg_item_data_name_501033,人类最强碎片:蕴含人类最强情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501034,cfg_item_data_name_501034,无限魔力碎片:蕴含无限魔力情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
501035,cfg_item_data_name_501035,天上天下碎片:蕴含天上天下情报的魔力碎片，用于解放角色的深层能力,5,4,4,,0,,999,999,true
502001,cfg_item_data_name_502001,美姬娜贝碎片:蕴含美姬娜贝情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502002,cfg_item_data_name_502002,嫉妒碎片:蕴含嫉妒情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502003,cfg_item_data_name_502003,贪婪碎片:蕴含贪婪情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502004,cfg_item_data_name_502004,暴怒碎片:蕴含暴怒情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502005,cfg_item_data_name_502005,葛杰夫碎片:蕴含葛杰夫·斯托洛夫情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502006,cfg_item_data_name_502006,布莱恩碎片:蕴含布莱恩·安格劳斯情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502007,cfg_item_data_name_502007,伊维尔哀碎片:蕴含伊维尔哀情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502008,cfg_item_data_name_502008,菈萩丝碎片:蕴含菈萩丝情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502009,cfg_item_data_name_502009,格格兰碎片:蕴含格格兰情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502010,cfg_item_data_name_502010,缇娅和缇娜碎片:蕴含缇娅和缇娜情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502011,cfg_item_data_name_502011,狄瓦诺克碎片:蕴含狄瓦诺克情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502012,cfg_item_data_name_502012,帕尔帕多拉碎片:蕴含帕尔帕多拉情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502013,cfg_item_data_name_502013,岢可道尔碎片:蕴含岢可道尔情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502014,cfg_item_data_name_502014,爱雪碎片:蕴含爱雪情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502015,cfg_item_data_name_502015,伊米娜碎片:蕴含伊米娜情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502016,cfg_item_data_name_502016,罗伯戴克碎片:蕴含罗伯戴克情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502017,cfg_item_data_name_502017,赫克朗碎片:蕴含赫克朗情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
