id,bfPriority,bfGroup,bfOverlayMax,bfType,bfSubType,bfOverlayType,effectName,interval,duration,value1,value2,value3,value4
7002102,1,7002102,1,0,,2,effect_buff,999,999,35,6000,,
7002103,,,,,,,effect_empty,999,999,,,,
7003011,,,,,,,effect_mag_dmg,0.1,0.1,2.15,,,
7003021,,,,,,,effect_empty,0.1,0.1,,,,
7003022,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7003023,,,,,,,effect_knockdown,0.1,0.1,2,,,
7003031,1,7003031,1,0,,2,effect_buff,999,999,51,10000,,
7003051,,,,,,,effect_create_lighting_chain,0.1,9999,1,7003052,,
7003052,1,7003052,1,0,,3,effect_7003052,1,1,0.1,,,
7003053,1,7003053,1,0,,3,effect_empty,5,5,,,,
7003056,1,7003056,1,0,,2,effect_buff,5,5,64,7000,,
7003057,1,7003057,1,0,,2,effect_buff,5,5,62,7000,,
7003058,1,7003058,1,0,,2,effect_buff,5,5,45,7000,,
7003071,,,,,,,effect_7003071,4,4,,,,
7003072,,,,,,,effect_7003072,4,4,,,,
7003073,,,,,,,effect_7003073,0.1,0.1,,,,
7003074,,,,,,,effect_7003074,0.1,0.1,,,,
7003081,1,7003081,,0,,2,effect_add_effect,0.1,0.1,7003083,7003084,7003085,
7003083,1,7003083,1,4,18,2,effect_buff,10,10,63,-3000,,
7003084,1,7003083,1,4,16,2,effect_buff,10,10,61,-3000,,
7003091,,,,,,,effect_mag_dmg,0.1,0.1,2.25,,,7003093
7003092,1,7003092,8,0,,2,effect_buff,999,999,8,1500,,
7003093,,,,,,,effect_knockdown,0.1,0.1,3,,,
7003101,,,,,,,effect_7003101,999,999,,999,,
7003102,,,,,,,effect_7003102,999,999,,999,,
7003121,,,,,,,effect_mag_dmg,0.1,0.1,0.01,,,7003093
7003131,1,7003131,1,0,,2,effect_add_hp_max,999,999,-5000,0,,
7004011,,,,,,,effect_phy_dmg,0.1,0.1,2.05,,,
7004021,,,,,,,effect_phy_dmg,0.1,0.1,2.1,,,
7004031,,,,,,,effect_phy_dmg,0.1,0.1,1.3,,,
7004041,,,,,,,effect_phy_dmg,0.1,0.1,2.1,,,
7004042,,,,,,,effect_knockdown,0.1,0.1,2,,,
7004051,1,7004051,1,3,10,2,effect_buff,999,999,35,5000,,
7004061,,,,,,,effect_empty,0.1,0.1,,,,
7004062,,,,,,,effect_300202,0.1,0.6,1,,,
7004063,,,,,,,effect_phy_dmg,0.1,0.1,5.1,,,7004065
7004064,,,,,,,effect_knockdown,0.1,0.1,1.5,,,
7004065,1,7004065,1,4,2,2,effect_buff,6,6,5,-5000,,
7004131,,,,,,,effect_add_effect,0.1,0.1,7004132,7004134,,
7004132,,,,,,,effect_phy_dmg,0.1,0.1,2.3,,,
7004133,1,7004133,1,3,1,2,effect_buff,10,10,2,3000,,
7004134,,,,,,,effect_knockdown,0.1,0.1,3,,,
7004162,,,,,,,effect_300202,0.1,0.6,1,,,
7004163,,,,,,,effect_7004163,0.1,0.1,0.15,,,
7004164,,,,,,,effect_7004064,0.1,0.1,1.5,,,
7005011,,,,,,,effect_mag_dmg,0.1,0.1,1.65,,,
7005021,1,7005021,1,0,,2,effect_7005021,10,10,12,0,2500,
7005031,1,7005031,1,0,,2,effect_7005031,5,5,,,,
7005032,1,7005032,1,2,1,2,effect_dizzy,4,4,,,,
7005033,,,,,,,effect_7005033,999,999,,,,
7005042,,,,,,,effect_7005042,0.1,0.1,,,,
7005043,1,7005043,1,2,1,2,effect_dizzy,3,3,,,,
7005044,,,,,,,effect_7005044,0.1,0.1,,,,
7005051,,,,,,,effect_create_lighting_chain,0.5,9999,4,7005052,,
7005052,,,,,,,effect_7005052,1,0.3,4.2,,,
7005072,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7005075,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7005078,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7005081,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7005084,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,
7005111,,,,,,,effect_create_bullet,5,5,7005111,,,
7005112,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005113,,,,,,,effect_create_bullet,5,5,7005113,,,
7005114,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005115,,,,,,,effect_create_bullet,5,5,7005115,,,
7005116,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005117,,,,,,,effect_create_bullet,5,5,7005117,,,
7005118,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005119,,,,,,,effect_create_bullet,5,5,7005119,,,
7005120,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005121,,,,,,,effect_7005121,1,999,,,,
7005122,1,7005121,120,0,,2,effect_7005122,999,999,30,,,
7005123,,,,,,,effect_create_bullet,5,5,7005123,,,
7005124,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,7005152
7005152,,,,,,,effect_beat_back,1,1,1,,,
7006011,,,,,,,effect_mag_dmg,0.1,0.1,4.5,,6,
7006021,,,,,,,effect_mag_dmg,0.1,0.1,1.4,,6,
7006031,,,,,,,effect_7006031,0.1,0.1,1.7,,6,
7006032,,,,,,,effect_7006032,0.1,0.1,5.95,,,
7006041,,,,,,,effect_mag_dmg,0.1,0.1,3.85,,6,7006042
7006042,,,,,,,effect_knockfly,1,1,0.2,0,4,
7006043,1,7006043,1,4,8,2,effect_buff,10,10,27,-3000,,
7006051,,,,,,,effect_mag_dmg,0.1,0.1,0.85,,6,
7006052,,,,,,,effect_mag_dmg,0.1,0.1,0.85,,6,
7006053,,,,,,,effect_mag_dmg,0.1,0.1,0.85,,6,
7006056,1,7006056,1,2,1,2,effect_dizzy,2.5,2.5,,,,
7006061,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,6,7006063
7006062,1,7006062,1,4,11,2,effect_buff,10,10,39,-2500,,
7006063,,,,,,,effect_beat_back_x,0.1,0.5,1.2,,,
7006064,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,,7006063
7006066,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,,7006063
7006068,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,,7006063
7006071,,,,,,,effect_mag_dmg,0.1,0.1,2.2,,,7006072
7006072,1,7006072,1,2,1,2,effect_dizzy,2,2,,,,
7006081,,,,,,,effect_mag_dmg,0.1,0.1,0.9,,,
7006082,1,7006082,1,4,20,2,effect_buff,1,1,51,10000,,
7006091,,,,,,,effect_buff,999,999,64,5000,,
7006092,,,,,,,effect_7006092,0.1,999,3000,7006081,,
7006093,,,,,,,effect_buff,999,999,64,9000,,
7006094,,,,,,,effect_add_effect,0.1,0.1,7006091,7006095,,
7006095,,,,,,,effect_empty,999,999,,,,
7009011,,,,,,,effect_phy_dmg,0.1,0.1,2.18,0,1,
7009021,,,,,,,effect_phy_dmg,0.1,0.1,0.68,0,6,
7009022,,,,,,,effect_phy_dmg,0.1,0.1,0.68,0,6,
7009023,,,,,,,effect_700902,0.1,0.1,1.9,0,6,2000
7009024,,,,,,,effect_knockdown,0.1,0.1,1,,,
7009031,,,,,,,effect_create_bullet,1,1,7009031,,,
7009032,,,,,,,effect_bullet_phy_dmg,0.1,0.1,2.85,0,6,
7009033,1,700903,3,4,2,1,effect_buff,10,10,5,-2900,,
7009041,1,700904,3,4,17,1,effect_buff,10,10,62,-1700,,
7009051,,,,,,,effect_700905,0.5,0.5,3.5,0,6,7009052
7009052,1,700905,999,3,5,3,effect_buff,999,999,21,500,,
7009061,,,,,,,effect_700906,0.1,0.1,104,7009062,,
7009062,,,,,,,effect_killself,20,20,,,,
7009071,1,700907,3,3,16,1,effect_buff,10,10,61,1000,,
7009081,,,,,,,effect_700908,1.3,1.3,7009081,,,
7009082,,,,,,,effect_phy_dmg,0.1,0.1,1,0,9,
7009083,1,700908,1,2,5,1,effect_knockfly,1,1,1.2,2,4,
7009084,,,,,,,effect_phy_dmg,0.1,0.1,1,0,9,
7009085,,,,,,,effect_phy_dmg,0.1,0.1,1,0,9,
7010011,,,,,,,effect_phy_dmg,0.1,0.1,1.95,0,1,
7010021,,,,,,,effect_701002,1,999,30,100,0.3,30
7010031,,,,,,,effect_701003,0.1,0.1,1,,,
7010041,,,,,,,effect_701004,0.1,0.1,3.3,0.3,7010042,
7010042,,,,,,,effect_dizzy,2,2,,,,
7010051,,,,,,,effect_701004,0.1,0.1,4.5,0.3,7010052,
7010052,,,,,,,effect_taunt,4,4,,,,
7010061,,,,5,1,,effect_103104,5,5,0.05,3000,,
7010071,,,,,,,effect_phy_dmg,0.1,0.1,3,0,1,7010072
7010072,,,,,,,effect_buff,5,5,35,-4000,,
7010073,,,,,,,effect_knockdown,1,1,,,,
7010091,,,,,,,effect_buff,10,10,5,8000,,
7010101,,,,,,,effect_resist_all,999,999,,,,
7010111,,,,,,,effect_701011,5,5,10000,701013,,
7010131,,,,,,,effect_701013,0.1,0.1,0,0.7,,
7011011,,,,,,,effect_create_bullet,0.1,0.1,7011011,,,
7011012,,,,,,,effect_bullet_mag_dmg,0.1,0.1,2.3,,,
7011021,,,,,,,effect_mag_dmg,0.1,0.1,3.68,,,
7011031,,,,,,,effect_create_bullet,5,5,7011031,,,
7011032,,,,,,,effect_bullet_mag_dmg,0.1,0.1,3.45,,,
7011041,,,,,,,effect_add_effect,0.1,0.1,7011043,7011044,,
7011042,,,,,,,effect_move2target_facetype,0.2,0.2,-2,0,,
7011043,,,,,,,effect_mag_dmg,0.1,0.1,2.65,,,
7011044,1,7011044,1,4,4,2,effect_buff,10,10,11,-3000,,
7011045,,,,,,,effect_empty,0.1,0.1,,,,
7011046,,,,,,,effect_move2target_facetype,0.4,0.4,2,0,,
7011051,,,,,,,effect_7011051,0.1,0.1,2,7011052,0.75,0.5
7011052,1,7011052,1,2,1,2,effect_dizzy,2,2,,,,
7011061,,,,,,,effect_7012061,0.1,0.1,0,-2,,
7011062,,,,,,,effect_add_effect,0.1,0.1,7011063,7011064,7011067,
7011063,,,,,,,effect_mag_dmg,0.1,0.1,2.8,,,7011068
7011064,1,7011064,1,3,10,2,effect_buff,999,999,35,8000,,
7011065,,,,,,,effect_beat_back2pos,0.1,0.1,-5,,,
7011066,,,,,,,effect_7011066,0.3,0.3,4,-2,,
7011067,,,,,,,effect_7011067,0.3,0.3,3,0,0,7011065
7011068,,,,,,,effect_knockdown,0.1,0.1,2,,,
7011071,,,,,,,effect_move2target,0.3,0.3,2,0,,
7011091,1,7011091,999,0,,2,effect_7011081,1,999,7011081,2000,,
7011101,1,7011101,1,3,12,2,effect_buff,5,5,42,7000,,
7011102,1,7011102,1,0,,2,effect_empty,999,999,,,,
7012011,,,,,,,effect_phy_dmg,0.1,0.1,0.75,,,
7012012,,,,,,,effect_phy_dmg,0.1,0.1,0.75,,,
7012031,,,,,,,effect_30012_hot,0.1,0.1,8.45,,,
7012032,,,,,,,effect_empty,0.1,0.1,,,,
7012041,,,,,,,effect_phy_dmg,0.1,0.1,3,,,
7012051,1,7012051,1,0,,2,effect_buff,999,999,2,1500,,
7012052,1,7012052,1,0,,2,effect_buff,999,999,35,1000,,
7012053,1,7012053,1,0,,2,effect_buff,999,999,5,-3000,,
7012054,,,,,,,effect_7012054,999,999,,,,
7012061,,,,,,,effect_7012061,0.1,0.1,3,-2,,
7012062,,,,,,,effect_phy_dmg,0.1,0.1,1.06,,,
7012063,,,,,,,effect_7012063,0.1,0.1,6,,,
7012064,,,,,,,effect_7012063,0.1,0.1,6,,,
7012065,1,7012065,1,4,11,2,effect_buff,4,4,39,-3000,,
7012091,,,,,,,effect_add_effect,0.1,0.1,7012092,7012093,,
7012092,,,,,,,effect_phy_dmg,0.1,0.1,2.3,,,
7012093,,,,,,,effect_knockfly,0.1,0.1,0.2,0,4,
7012094,,,,,,,effect_knockdown,0.1,0.1,,,,
7012100,,,,,,,effect_empty,1,1,,,,
7012101,,,,,,,effect_7012101,0.5,5,5,2,0,7012102
7012102,,,,,,,effect_beat_back2pos,0.3,0.3,-0.5,,,
7012111,,,,,,,effect_7012111,999,999,102,7012112,,
7012112,,,,,,,effect_killself,10,10,,,,
7012113,,,,,,,effect_7012113,999,999,102,7012114,,
7012114,,,,,,,effect_killself,10,10,,,,
7012115,,,,,,,effect_7012115,999,999,102,7012116,,
7012116,,,,,,,effect_killself,10,10,,,,
7012121,,,,,,,effect_create_bullet,5,5,7012121,,,
7012122,,,,,,,effect_add_effect,0.1,0.1,7012123,7012124,,
7012123,,,,,,,effect_bullet_mag_dmg,5,5,3.2,,,
7012124,,,,,,,effect_knockdown,0.1,0.1,,,,
7012125,,,,,,,effect_create_bullet,5,5,7012125,,,
7012126,,,,,,,effect_add_effect,0.1,0.1,7012127,7012128,,
7012127,,,,,,,effect_bullet_mag_dmg,5,5,3.2,,,
7012128,,,,,,,effect_knockdown,0.1,0.1,,,,
7012129,,,,,,,effect_create_bullet,5,5,7012129,,,
7012130,,,,,,,effect_add_effect,0.1,0.1,7012131,7012132,,
7012131,,,,,,,effect_bullet_mag_dmg,5,5,3.2,,,
7012132,,,,,,,effect_knockdown,0.1,0.1,,,,
7012141,,,,,,,effect_7012121,4,4,,,,
7012142,1,7012142,1,0,,2,effect_dizzy,5,5,,,,
7012151,1,7012151,1,0,,2,effect_add_hp_max,999,999,-2000,0,,
7014001,1,70140,6,0,7014,2,effect_701400,0.1,5,70140,6,7014002,-500
7014002,,,,2,6,,effect_frozen,4,4,,,,
7014011,,,,,,,effect_701401,0.1,0.1,2.25,7014001,0.8,
7014040,,,,,,,effect_empty,2,2,,,,
7014041,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,,7014001
7014061,,,,,,,effect_701406,0.1,0.1,5.8,0,2,7014001
7014071,,,,,,,effect_phy_dmg,0.1,0.1,5,0,,7014072
7014072,,,,,,,effect_knockdown,2,2,,,,
7014081,,,,,,,effect_701408,0.1,0.1,7014001,1,2,
7014091,,,,,,,effect_701409,0.1,0.1,7014092,7014093,,
7014092,1,70141,1,0,7014,,effect_buff,0.3,0.3,61,3000,,
7014093,2,70141,1,0,7014,,effect_buff,0.3,0.3,61,5000,,
7014101,,,,4,1,,effect_701410,10,10,-3000,-5000,,
7016011,,,,,,,effect_create_bullet,5,5,7016011,,,
7016012,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.6,0,1,
7016021,,7016,1,4,2,,effect_buff,10,10,5,-2000,,
7016031,,,,,,,effect_701603,1,10,4000,-400,,
7016041,,,,,,,effect_create_bullet,5,5,7016041,,,
7016042,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.5,0,6,
7016043,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1,0,6,
7016044,,,,,,,effect_bullet_phy_dmg,0.1,0.1,0.65,0,6,
7016051,,,,,,,effect_create_bullet,5,5,7016051,,,
7016052,,,,,,,effect_300604,0.1,0.1,4.5,3000,6,
7016061,,,,,,,effect_701606,0.5,999,0.3,7016062,,
7016062,,,,,,,effect_buff,999,999,2,1500,,
7016071,,,,,,,effect_phy_dmg,0.1,0.1,2.5,0,9,
7016081,,,,,,,effect_701608,1,1,7016082,7016083,,
7016082,,,,,,,effect_create_bullet,5,5,7016082,,,
7016083,,,,,,,effect_create_bullet,5,5,7016083,,,
7016084,,,,,,,effect_bullet_phy_dmg,0.1,0.1,5,0,6,
7016085,,,,,,,effect_bullet_phy_dmg,0.1,0.1,5,0,6,
7016091,,,,,,,effect_resist_all,999,999,,,,
7016101,,,,,,,effect_buff,999,999,24,3000,,
7017011,,,,,,,effect_7017011,10,999,,,,
7017012,,,,,,,effect_7017012,1,999,5000,0.5,500,-0.05
7017021,,,,,,,effect_701702,0.1,0.1,0.05,0.05,10,0.3
7017031,,,,,,,effect_phy_dmg,0.1,0.1,2.5,0,,7017032
7017032,,,,,,,effect_knockdown,0.3,0.3,,,,
7017041,,,,,,,effect_701704,0.1,0.1,2,,,
7017051,,,,,,,effect_701705,0.1,0.1,1.3,0.5,7017052,
7017052,,,,,,,effect_knockdown,1,1,,,,
7017061,,,,,,,effect_phy_dmg,0.1,0.1,1.25,0,,
7017062,,,,,,,effect_phy_dmg,0.1,0.1,1.8,0,,
7017063,,,,,,,effect_phy_dmg,0.1,0.1,2.7,0,,
7017071,,,,,,,effect_phy_dmg,0.1,0.1,2.8,0,,7017072
7017072,,,,,,,effect_knockfly,0.1,0.1,1.5,0,,
7017081,,,,,,,effect_phy_dmg,0.1,0.1,1.45,0,,
7017091,,,,,,,effect_resist_all,999,999,,,,
7018011,,,,,,,effect_phy_dmg,0.1,0.1,2,,,
7018021,1,7018,999,,,,effect_7018021,0.5,10,2500,10000,0.08,7018022
7018022,1,7018,999,,,,effect_buff,999,999,2,2500,5,10000
7018023,,,,,,,effect_7018023,0.3,0.3,2.5,,,
7018031,,,,,,,effect_7018022,0.1,0.1,0.04,7018021,0.3,
7018051,,,,,,,effect_buff,10,10,2,5000,,
7018052,,,,,,,effect_701805,0.1,0.1,4.2,2,7018,
7018061,,,,,,,effect_701805,0.1,0.1,4.8,2.5,7018,7018062
7018062,,,,,,,effect_knockdown,1.5,1.5,,,,
7018071,,,,,,,effect_701805,0.1,0.1,4.3,0,7018,7018072
7018072,,,,,,,effect_buff,8,8,35,-3000,39,-5000
7018081,,,,,,,effect_701805,0.1,0.1,5,7018,7018082,7018083
7018082,,,,,,,effect_beat_back,1,1,3,,,
7018083,,,,,,,effect_beat_back,2,2,6,,,
7018091,,,,,,,effect_resist_all,999,999,,,,
7019011,,,,,,,effect_phy_dmg,0.1,0.1,1,,,
7019012,,,,,,,effect_phy_dmg,0.1,0.1,1.06,,,
7019021,,,,,,,effect_taunt,5,5,,,,
7019022,,,,,,,effect_phy_dmg,0.1,0.1,0.8,,,
7019031,1,7019031,1,3,1,2,effect_buff,999,999,2,8000,,
7019032,1,7019032,1,0,,2,effect_buff,999,999,35,2000,,
7019033,,,,,,,effect_7019033,1,999,29,,,
7019041,,,,,,,effect_phy_dmg,0.1,0.1,1,,,
7019042,,,,,,,effect_knockdown,0.1,0.1,,,,
7019043,1,7019043,1,0,,2,effect_buff,5,5,62,-10000,,
7019051,,,,,,,effect_7019051,1,999,0.2,10000,,
7019052,,,,,,,effect_empty,999,999,,,,
7019061,1,7019061,1,0,,2,effect_buff,999,999,5,2000,,
7020011,,,,,,,effect_create_bullet,5,5,7020011,,,
7020012,,,,,,,effect_bullet_mag_dmg,0.1,0.1,2.7,0,,
7020021,,,,,,,effect_702002,1,999,3000,30013,,
7020031,,,,,,,effect_empty,1,1,,,,
7020041,,,,,,,effect_heal,0.1,0.1,2.2,0,18,
7020042,,,,,,,effect_buff,8,8,5,8000,11,8000
7020051,,,,,,,effect_heal,0.1,0.1,3,0,18,
7020061,,,,,,,effect_buff,8,8,2,3000,35,2500
7020071,,,,,,,effect_702007,0.1,0.1,7020071,702008,12,
7020081,,,,,,,effect_702008,0.1,0.1,,,,
7020091,,,,,,,effect_resist_all,999,999,,,,
7029011,,,,,,,effect_phy_dmg,0.1,0.1,3,,,
7029021,,,,,,,effect_702902,1,999,7029021,3,7029022,
7029022,1,702902,1,4,2,,effect_buff,999,999,5,-10000,,
7029031,,,,,,,effect_7029031,2.2,2.2,7029031,,,
7029032,,,,,,,effect_7029032,0.1,0.1,5.4,-0.3,,
7029041,,,,,,,effect_702904,15,15,7029021,19000,,
7029051,,,,,,,effect_702905,0.1,0.1,7,7029021,7029052,7029053
7029052,,,,,,,effect_dizzy,2,2,,,,
7029053,,,,,,,effect_beat_back,0.3,0.3,5,,,
7029061,,,,,,,effect_702906,0.1,0.1,5.15,2,4.5,
7029071,,,,,,,effect_7029071,2,2,7029071,,,
7029072,,,,,,,effect_7029072,0.1,0.1,5.4,-0.3,7029073,
7029073,,,,,,,effect_buff,5,5,35,-5000,,
7029081,,,,,,,effect_702908,0.1,0.1,3,0.3,7029082,
7029082,1,702908,1,3,1,,effect_buff,8,8,5,1000,,
7046011,,,,,,,effect_mag_dmg,0.1,0.1,0.95,,,
7046021,1,7046021,1,0,,2,effect_7005021,5,5,1200,0,2500,
7046031,1,7005031,1,0,,2,effect_7005031,5,5,,,,
7046032,1,7046032,1,2,1,2,effect_dizzy,3,3,,,,
7046033,,,,,,,effect_7005033,999,999,,,,
7046042,,,,,,,effect_7005042,0.1,0.1,,,,
7046043,1,7046043,1,2,1,2,effect_dizzy,2,2,,,,
7046044,,,,,,,effect_7005044,0.1,0.1,,,,
7046051,,,,,,,effect_create_lighting_chain,0.5,9999,4,7005052,,
7046052,,,,,,,effect_7005052,1,0.3,4.2,,,
7046071,,,,,,,effect_add_effect,0.1,0.1,7046072,,,
7046072,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7046073,,,,,,,effect_7005073,0.1,0.1,-1,,,
7046074,,,,,,,effect_add_effect,0.1,0.1,7046075,,,
7046075,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7046076,,,,,,,effect_7005073,0.1,0.1,0,,,
7046077,,,,,,,effect_add_effect,0.1,0.1,7046078,,,
7046078,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7046079,,,,,,,effect_7005073,0.1,0.1,-1,,,
7046080,,,,,,,effect_add_effect,0.1,0.1,7046081,,,
7046081,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7046082,,,,,,,effect_7005073,0.1,0.1,0,,,
7046083,,,,,,,effect_add_effect,0.1,0.1,7046084,,,
7046084,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7046085,,,,,,,effect_7005073,0.1,0.1,-1,,,
7046111,,,,,,,effect_create_bullet,5,5,7005111,,,
7046112,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046113,,,,,,,effect_create_bullet,5,5,7005113,,,
7046114,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046115,,,,,,,effect_create_bullet,5,5,7005115,,,
7046116,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046117,,,,,,,effect_create_bullet,5,5,7005117,,,
7046118,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046119,,,,,,,effect_create_bullet,5,5,7005119,,,
7046120,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046121,,,,,,,effect_7005121,1,999,,,,
7046122,1,7005121,120,0,,2,effect_7005122,999,999,30,,,
7046123,,,,,,,effect_create_bullet,5,5,7005123,,,
7046124,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7046152
7046151,,,,,,,effect_7005151,1,999,0.07,,,
7046152,,,,,,,effect_beat_back,0.5,0.5,1,,,
7101011,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,
7101021,,,,,,,effect_create_bullet,5,5,7101021,,,
7101022,,,,,,,effect_add_effect,0.1,0.1,7101023,7101062,7001063,
7101023,,,,,,,effect_30001_mag_dmg,0.5,0.5,3.7,0,6,
7101031,,,,,,,effect_add_effect,0.1,0.1,7101032,7101033,7101062,7001063
7101032,,,,,,,effect_30001_mag_dmg,0.5,0.5,0.45,0,6,7101035
7101033,,,,,,,effect_beat_back_x,0.5,0.5,1.5,,,
7101035,1,7001035,1,4,1,2,effect_buff,8,8,2,-1500,,
7101041,,,,,,,effect_create_fx,0.1,0.1,0,0,30001012,
7101042,,,,,,,effect_mag_dmg,0.1,0.1,0.45,,,7101045
7101043,,,,,,,effect_mag_dmg,0.1,0.1,0.45,,,
7101044,,,,,,,effect_mag_dmg,0.1,0.1,0.45,,,
7101045,,,,,,,effect_knockdown,0.1,0.1,2,,,
7101061,,,,,,,effect_30001_mag_dmg,0.5,0.5,2,0,6,
7101062,1,7001021,5,6,1,2,effect_30001_dot_dmg,3,9,,0.3,,
7102011,,,,,,,effect_mag_dmg,0.1,0.1,1.45,,,
7102021,,,,,,,effect_mag_dmg,0.1,0.1,0.4,,,
7102022,,,,,,,effect_mag_dmg,0.1,0.1,0.4,,,
7102023,,,,,,,effect_mag_dmg,0.1,0.1,0.4,,,
7102024,,,,,,,effect_mag_dmg,0.1,0.1,0.4,,,
7102025,,,,,,,effect_mag_dmg,0.1,0.1,0.4,,,
7102041,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,,
7102051,,,,,,,effect_mag_dmg,0.1,0.1,1.05,,,
7102052,1,7102052,1,4,10,2,effect_buff,5,5,35,-3000,,
7104011,,,,,,,effect_phy_dmg,0.1,0.1,1.25,,,
7104021,,,,,,,effect_phy_dmg,0.1,0.1,2.85,,,
7104031,,,,,,,effect_phy_dmg,0.1,0.1,3.75,,,
7104041,,,,,,,effect_1000101,0.1,0.1,8.5,,,7104042
7104042,,,,,,,effect_knockdown,0.1,0.1,2,,,
7104061,,,,,,,effect_empty,0.1,0.1,,,,
7104062,,,,,,,effect_300202,0.1,0.6,1,,,
7104063,,,,,,,effect_phy_dmg,0.1,0.1,2.1,,,7104065
7104064,,,,,,,effect_7004064,0.1,0.1,1.5,,,
7104065,1,7104065,1,4,2,2,effect_buff,6,6,5,-5000,,
7104131,,,,,,,effect_add_effect,0.1,0.1,7104132,7104134,,
7104132,,,,,,,effect_phy_dmg,0.1,0.1,1.6,,,
7104133,1,7004133,1,3,1,2,effect_buff,10,10,2,3000,,
7104134,,,,,,,effect_knockdown,0.1,0.1,3,,,
7105011,,,,,,,effect_mag_dmg,0.1,0.1,0.95,,,
7105021,1,7105021,1,0,,2,effect_7005021,10,10,12,0,2500,
7105031,1,7005031,1,0,,2,effect_7005031,5,5,,,,
7105032,1,7005032,1,2,1,2,effect_dizzy,3,3,,,,
7105033,,,,,,,effect_7005033,999,999,,,,
7105042,,,,,,,effect_7005042,0.1,0.1,,,,
7105043,1,7005043,1,2,1,2,effect_dizzy,2,2,,,,
7105044,,,,,,,effect_7005044,0.1,0.1,,,,
7105072,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7105075,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7105078,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7105081,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7105084,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
7105111,,,,,,,effect_create_bullet,5,5,7105111,,,
7105112,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7105113,,,,,,,effect_create_bullet,5,5,7105113,,,
7105114,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7105115,,,,,,,effect_create_bullet,5,5,7105115,,,
7105116,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7105117,,,,,,,effect_create_bullet,5,5,7105117,,,
7105118,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7105119,,,,,,,effect_create_bullet,5,5,7105119,,,
7105120,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7105123,,,,,,,effect_create_bullet,5,5,7105123,,,
7105124,,,,,,,effect_mag_dmg,0.1,0.1,1.8,,,7005152
7106011,,,,,,,effect_mag_dmg,0.1,0.1,1.2,,6,
7106021,,,,,,,effect_mag_dmg,0.1,0.1,3.8,,6,
7106031,,,,,,,effect_7006031,0.1,0.1,0.8,,6,
7106032,,,,,,,effect_7006032,0.1,0.1,5.95,,,
7106041,,,,,,,effect_mag_dmg,0.1,0.1,2.85,,6,7106042
7106042,,,,,,,effect_knockfly,1,1,0.2,0,4,
7106043,1,7106043,1,4,8,2,effect_buff,10,10,27,-3000,,
7106061,,,,,,,effect_mag_dmg,0.1,0.1,0.85,,6,7106063
7106062,1,7106062,1,4,11,2,effect_buff,10,10,39,-2500,,
7106063,,,,,,,effect_beat_back_x,0.5,0.5,1.2,,,
7106064,,,,,,,effect_mag_dmg,0.1,0.1,0.85,,,7106063
