id,lv,monsterId,charaName,hpMax,phyAtk,magAtk,phyDfs,magDfs,critAtkRatio,critDfsValue,hitRateBasic,hitRateValue,evadeValue,energyMax,energyRecover,heroEnergyRecover,hpRecover,energy,energyDamagedRecover,moveSpd,breakMax,breakValue,breakTime,combatPower
40110316,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120111,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120114,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120115,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120116,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120211,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120213,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120214,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120215,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120311,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120312,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120316,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210111,6,12005,冒险者坦克,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210114,6,10009,冒险者辅助,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210115,6,11007,冒险者法师,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210116,6,12005,冒险者坦克,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210211,6,10006,冒险者战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210212,6,10006,冒险者战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210214,6,10006,冒险者战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210215,6,11007,冒险者法师,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210311,6,12005,冒险者坦克,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210313,6,10008,冒险者刺客,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210314,6,11007,冒险者法师,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210315,6,11007,冒险者法师,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210411,6,12005,冒险者坦克,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210414,6,11017,冒险者射手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210415,6,11017,冒险者射手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210416,6,12005,冒险者坦克,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210511,6,12013,骷髅战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210512,6,11014,骷髅弓箭手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210513,6,11014,骷髅弓箭手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210514,6,11014,骷髅弓箭手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210611,6,10012,冒险者僵尸战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
40210614,6,11014,骷髅弓箭手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210615,6,11014,骷髅弓箭手,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40210616,6,10012,冒险者僵尸战士,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
40130111,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130114,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130115,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130211,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130212,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130215,10,11011,魔化哥布林射手,1094,132,132,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130216,10,11011,魔化哥布林射手,1094,132,132,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130311,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130312,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130313,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130315,10,11011,魔化哥布林射手,1094,132,132,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130411,10,11016,魔化食人魔,1317,109,109,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130412,10,11016,魔化食人魔,1317,109,109,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130413,10,11016,魔化食人魔,1317,109,109,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130414,10,11011,魔化哥布林射手,875,118,118,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130415,10,11011,魔化哥布林射手,875,118,118,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130416,10,11011,魔化哥布林射手,875,118,118,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130512,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130514,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130515,10,11011,魔化哥布林射手,1094,132,132,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130516,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130611,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130613,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130614,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130616,10,11011,魔化哥布林射手,1094,132,132,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110411,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110413,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110416,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110912,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110913,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110914,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110915,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111411,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111415,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111416,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111912,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111914,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111915,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40111916,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40112411,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40112414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40112415,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40112416,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120411,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120412,6,10010,精英哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120416,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120911,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120912,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120914,6,10011,精英哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40120916,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121413,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121415,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121416,6,10016,精英食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121911,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121912,6,10016,精英食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121913,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40121915,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40122413,6,10016,精英食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40122414,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40122415,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40122416,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130711,10,11016,魔化食人魔,2304,154,154,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130712,10,11016,魔化食人魔,2304,154,154,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130814,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130815,10,11011,魔化哥布林射手,1345,155,155,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130816,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130912,10,11016,魔化食人魔,2024,143,143,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130914,10,11011,魔化哥布林射手,1345,155,155,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40130916,10,11011,魔化哥布林射手,1345,155,155,96,96,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131011,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131012,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131015,10,11010,魔化哥布林战士,1411,126,126,120,120,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131016,10,11016,魔化食人魔,1646,122,122,145,145,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131111,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131112,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131113,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131114,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131211,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131212,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131214,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131216,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131312,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131313,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131314,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131315,12,11016,魔化食人魔,2426,161,161,211,211,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131411,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131412,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131414,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131416,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131511,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131512,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131515,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131516,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131612,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131614,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131615,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131616,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131711,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131712,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131714,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131716,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131811,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131813,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131814,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131815,12,11010,魔化哥布林战士,2080,167,167,176,176,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131911,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131912,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131914,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40131915,12,11011,魔化哥布林射手,1612,175,175,140,140,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132011,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132013,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132014,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132016,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132111,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132112,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132113,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132114,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132212,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132214,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132215,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132216,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132311,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132312,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132315,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132316,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132411,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132414,13,11011,魔化哥布林射手,1763,193,193,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132415,13,11016,魔化食人魔,2652,178,178,229,229,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40132416,13,11010,魔化哥布林战士,2273,184,184,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40140112,14,10051,精英冒险者战士,7795,206,206,202,202,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40140212,14,10016,精英食人魔,3031,199,199,242,242,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40140312,14,10012,精英僵尸,2598,206,206,202,202,1500,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
40140412,14,10016,精英食人魔,3031,199,199,242,242,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40140512,15,30001,娜迦,27056,207,207,256,256,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40140612,19,30013,伊古瓦,49920,291,291,352,352,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150112,19,34001,根源之火精灵,57051,333,333,352,352,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150212,19,31004,仓助,57051,333,333,352,352,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150312,19,31005,卡吉特,57051,309,309,352,352,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150412,19,34006,骨龙,57051,333,333,352,352,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150511,19,10025,亡灵熊,6792,325,325,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150512,19,10016,食人魔,6792,325,325,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150513,19,13005,冒险者坦克,6792,325,325,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150514,19,13005,冒险者坦克,6792,325,325,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150517,19,13005,冒险者坦克,6792,325,325,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150611,19,10037,六臂坦克,5433,291,291,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150612,19,10008,冒险者刺客,4250,289,289,264,264,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150614,19,10039,六臂刺客,4250,289,289,264,264,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150616,19,10040,六臂辅助,4250,291,291,264,264,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150623,19,10007,冒险者法师,3611,315,315,235,235,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150624,19,10007,冒险者法师,3611,315,315,235,235,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150625,19,10007,冒险者法师,3611,315,315,235,235,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40150626,19,10025,亡灵熊,5433,291,291,352,352,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220112,6,10012,精英僵尸,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220113,6,10030,僵尸达因,1188,107,107,66,66,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220114,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220115,6,10029,僵尸卢克,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220611,6,10025,亡灵熊,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220612,6,10028,精英僵尸彼得,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220615,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40220616,6,10030,僵尸达因,1188,107,107,66,66,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221111,6,10024,亡灵狼,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221113,6,10024,精英亡灵狼,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221115,6,10024,亡灵狼,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221116,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221611,6,10012,冒险者僵尸,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221612,6,10015,精英骷髅骑兵,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221613,6,10012,冒险者僵尸,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40221614,6,10029,僵尸卢克,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222112,6,10024,精英亡灵狼,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222113,6,10026,亡灵野猪,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222115,6,10028,僵尸彼得,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222116,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222612,6,10015,精英骷髅骑兵,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222614,6,10030,僵尸达因,1188,107,107,66,66,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222615,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40222616,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223111,6,10025,亡灵熊,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223112,6,12013,精英骷髅战士,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223114,6,11014,骷髅弓箭手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223116,6,10029,僵尸卢克,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223612,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223613,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223614,6,10011,精英哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40223616,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224112,6,10016,食人魔,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224114,6,13010,精英哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224115,6,10011,哥布林射手,1009,116,116,59,59,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224116,6,13010,哥布林战士,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224612,6,10024,亡灵狼,1302,111,111,74,74,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40224613,6,10025,亡灵熊,1519,107,107,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
