id,equipID,stage,hp_extra_ratio,phy_atk_extra_ratio,mag_atk_extra_ratio,phy_dfs_extra_ratio,mag_dfs_extra_ratio,hp_max_extra,phy_atk_extra,mag_atk_extra,phy_dfs_extra,mag_dfs_extra,hp_max_percent,phy_atk_percent,mag_atk_percent,phy_dfs_percent,mag_dfs_percent,crit_atk_ratio,crit_dfs_ratio,crit_atk_value,crit_dfs_value,hit_rate_value,evade_value,normal_atk_up,normal_dfs_up,skillAtkUp,skillDfsUp,ultraAtkUp,ultraDfsUp,phyDamAdd,phyDamReduce,magDamAdd,magDamReduce,cure_up,cure_down,heal_up,normal_leech_value,skill_phy_leech_value,skill_mag_leech_value,normal_atk_no_dfs,skill_phy_no_dfs,skill_mag_no_dfs,phyPen,magPen
206,1124013,1,0,0,0,4.6,4.36,0,0,0,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1124013,2,0,0,0,5.23,4.96,0,0,0,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1124013,3,0,0,0,5.93,5.62,0,0,0,99,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1124013,4,0,0,0,6.63,6.28,0,0,0,132,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1124013,5,0,0,0,6.98,6.61,0,0,0,165,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1124021,0,24.43,5.86,0,0,0,620,149,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1124021,1,26.01,6.24,0,0,0,186,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1124021,2,29.56,7.09,0,0,0,372,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1124021,3,33.5,8.03,0,0,0,558,134,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1124021,4,37.44,8.98,0,0,0,744,178,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1124021,5,39.41,9.45,0,0,0,930,223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1124022,0,37.1,0,0,3.28,0,941,0,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1124022,1,39.49,0,0,3.5,0,282,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1124022,2,44.88,0,0,3.97,0,565,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1124022,3,50.86,0,0,4.5,0,847,0,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1124022,4,56.85,0,0,5.03,0,1130,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1124022,5,59.84,0,0,5.3,0,1412,0,0,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1124023,0,0,0,0,4.39,4.09,0,0,0,112,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1124023,1,0,0,0,4.68,4.35,0,0,0,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1124023,2,0,0,0,5.32,4.94,0,0,0,67,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1124023,3,0,0,0,6.02,5.6,0,0,0,100,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1124023,4,0,0,0,6.73,6.26,0,0,0,134,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1124023,5,0,0,0,7.09,6.59,0,0,0,167,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1131001,0,6.57,1.88,0,0,0,181,52,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1131001,1,6.57,1.88,0,0,0,78,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1131002,0,9.85,0,0,0.73,0,271,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1131002,1,9.85,0,0,0.73,0,116,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1131003,0,0,0,0,0.98,1.07,0,0,0,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1131003,1,0,0,0,0.98,1.07,0,0,0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1132001,0,9.17,2.67,0,0,0,255,74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1132001,1,9.93,2.89,0,0,0,81,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1132001,2,10.79,3.14,0,0,0,170,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1132002,0,13.96,0,0,1.02,0,388,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1132002,1,15.11,0,0,1.1,0,123,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1132002,2,16.42,0,0,1.2,0,258,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1132003,0,0,0,0,1.38,1.49,0,0,0,38,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1132003,1,0,0,0,1.5,1.61,0,0,0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1132003,2,0,0,0,1.63,1.75,0,0,0,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1132011,0,9.31,2.65,0,0,0,258,73,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1132011,1,10.08,2.86,0,0,0,82,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1132011,2,10.95,3.11,0,0,0,172,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1132012,0,13.87,0,0,1.04,0,385,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1132012,1,15.01,0,0,1.12,0,122,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1132012,2,16.31,0,0,1.22,0,257,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1132013,0,0,0,0,1.37,1.5,0,0,0,38,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1132013,1,0,0,0,1.49,1.63,0,0,0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1132013,2,0,0,0,1.62,1.77,0,0,0,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1133001,0,14.61,4.33,0,0,0,399,118,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1133001,1,15.42,4.58,0,0,0,120,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1133001,2,17.24,5.12,0,0,0,255,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1133001,3,20.29,6.02,0,0,0,399,118,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1133002,0,22.71,0,0,1.67,0,620,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1133002,1,23.97,0,0,1.76,0,186,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1133002,2,26.81,0,0,1.97,0,397,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1133002,3,31.54,0,0,2.32,0,620,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1133003,0,0,0,0,2.25,2.42,0,0,0,61,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1133003,1,0,0,0,2.37,2.56,0,0,0,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1133003,2,0,0,0,2.65,2.86,0,0,0,39,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1133003,3,0,0,0,3.12,3.37,0,0,0,61,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1133011,0,15.13,4.27,0,0,0,413,117,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1133011,1,15.98,4.51,0,0,0,124,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1133011,2,17.87,5.04,0,0,0,265,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1133011,3,21.02,5.93,0,0,0,413,117,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1133012,0,22.34,0,0,1.68,0,610,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1133012,1,23.58,0,0,1.78,0,183,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1133012,2,26.37,0,0,1.99,0,391,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1133012,3,31.03,0,0,2.34,0,610,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1133013,0,0,0,0,2.21,2.45,0,0,0,60,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1133013,1,0,0,0,2.33,2.59,0,0,0,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1133013,2,0,0,0,2.61,2.9,0,0,0,39,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1133013,3,0,0,0,3.07,3.41,0,0,0,60,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1133021,0,14.95,4.29,0,0,0,408,117,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1133021,1,15.78,4.53,0,0,0,123,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1133021,2,17.65,5.07,0,0,0,261,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1133021,3,20.77,5.96,0,0,0,408,117,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1133022,0,22.48,0,0,1.68,0,614,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1133022,1,23.73,0,0,1.77,0,184,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1133022,2,26.54,0,0,1.98,0,393,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1133022,3,31.22,0,0,2.33,0,614,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1133023,0,0,0,0,2.23,2.44,0,0,0,61,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1133023,1,0,0,0,2.35,2.57,0,0,0,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1133023,2,0,0,0,2.63,2.88,0,0,0,39,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1133023,3,0,0,0,3.09,3.39,0,0,0,61,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1134001,0,20.96,6.22,0,0,0,532,158,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1134001,1,22.32,6.62,0,0,0,160,47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1134001,2,25.36,7.53,0,0,0,319,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1134001,3,28.74,8.53,0,0,0,479,142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1134001,4,32.12,9.54,0,0,0,638,190,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1134001,5,33.81,10.04,0,0,0,798,237,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1134002,0,32.58,0,0,2.39,0,827,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1134002,1,34.69,0,0,2.54,0,248,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1134002,2,39.42,0,0,2.89,0,496,0,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1134002,3,44.67,0,0,3.28,0,744,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1134002,4,49.93,0,0,3.66,0,992,0,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1134002,5,52.56,0,0,3.85,0,1240,0,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1134003,0,0,0,0,3.22,3.48,0,0,0,82,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1134003,1,0,0,0,3.43,3.7,0,0,0,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1134003,2,0,0,0,3.9,4.21,0,0,0,49,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1134003,3,0,0,0,4.42,4.77,0,0,0,74,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1134003,4,0,0,0,4.94,5.33,0,0,0,98,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1134003,5,0,0,0,5.2,5.61,0,0,0,123,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1134011,0,21.72,6.13,0,0,0,551,156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1134011,1,23.12,6.52,0,0,0,165,47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1134011,2,26.28,7.41,0,0,0,331,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1134011,3,29.78,8.4,0,0,0,496,140,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1134011,4,33.28,9.39,0,0,0,661,187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1134011,5,35.03,9.88,0,0,0,827,233,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1134012,0,32.06,0,0,2.41,0,814,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1134012,1,34.13,0,0,2.57,0,244,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1134012,2,38.78,0,0,2.92,0,488,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1134012,3,43.96,0,0,3.31,0,732,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1134012,4,49.13,0,0,3.7,0,976,0,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1134012,5,51.71,0,0,3.89,0,1220,0,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1134013,0,0,0,0,3.17,3.52,0,0,0,80,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1134013,1,0,0,0,3.38,3.75,0,0,0,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1134013,2,0,0,0,3.84,4.26,0,0,0,48,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1134013,3,0,0,0,4.35,4.82,0,0,0,72,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1134013,4,0,0,0,4.86,5.39,0,0,0,97,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1134013,5,0,0,0,5.12,5.67,0,0,0,121,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1134021,0,21.46,6.22,0,0,0,545,158,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1134021,1,22.85,6.62,0,0,0,163,47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1134021,2,25.96,7.53,0,0,0,327,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1134021,3,29.42,8.53,0,0,0,490,142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1134021,4,32.89,9.54,0,0,0,654,190,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1134021,5,34.62,10.04,0,0,0,817,237,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1134022,0,32.58,0,0,2.41,0,827,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1134022,1,34.69,0,0,2.56,0,248,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1134022,2,39.42,0,0,2.91,0,496,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1134022,3,44.67,0,0,3.3,0,744,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1134022,4,49.93,0,0,3.69,0,992,0,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1134022,5,52.56,0,0,3.88,0,1240,0,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1134023,0,0,0,0,3.22,3.5,0,0,0,82,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1134023,1,0,0,0,3.43,3.73,0,0,0,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1134023,2,0,0,0,3.9,4.23,0,0,0,49,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1134023,3,0,0,0,4.42,4.8,0,0,0,74,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1134023,4,0,0,0,4.94,5.36,0,0,0,98,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1134023,5,0,0,0,5.2,5.64,0,0,0,123,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1141001,0,5.69,2.3,0,0,0,157,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1141001,1,5.69,2.3,0,0,0,67,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1141002,0,8.54,0,0,0.73,0,235,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1141002,1,8.54,0,0,0.73,0,101,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1141003,0,0,0,0,0.98,0.81,0,0,0,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1141003,1,0,0,0,0.98,0.81,0,0,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1142001,0,7.94,3.26,0,0,0,221,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1142001,1,8.6,3.53,0,0,0,70,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1142001,2,9.35,3.83,0,0,0,147,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1142002,0,12.1,0,0,1.02,0,336,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1142002,1,13.1,0,0,1.1,0,106,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1142002,2,14.24,0,0,1.2,0,224,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1142003,0,0,0,0,1.38,1.14,0,0,0,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1142003,1,0,0,0,1.5,1.23,0,0,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1142003,2,0,0,0,1.63,1.34,0,0,0,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1142011,0,8.06,3.24,0,0,0,224,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1142011,1,8.73,3.51,0,0,0,71,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1142011,2,9.49,3.81,0,0,0,149,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1142012,0,12.02,0,0,1.04,0,334,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1142012,1,13,0,0,1.12,0,106,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1142012,2,14.14,0,0,1.22,0,222,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1142013,0,0,0,0,1.37,1.16,0,0,0,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1142013,1,0,0,0,1.49,1.25,0,0,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1142013,2,0,0,0,1.62,1.36,0,0,0,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1143001,0,12.66,5.3,0,0,0,346,145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1143001,1,13.36,5.6,0,0,0,104,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1143001,2,14.95,6.26,0,0,0,221,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1143001,3,17.58,7.36,0,0,0,346,145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1143002,0,19.67,0,0,1.67,0,537,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1143002,1,20.77,0,0,1.76,0,161,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1143002,2,23.23,0,0,1.97,0,344,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1143002,3,27.33,0,0,2.32,0,537,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1143003,0,0,0,0,2.25,1.86,0,0,0,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1143003,1,0,0,0,2.37,1.96,0,0,0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1143003,2,0,0,0,2.65,2.2,0,0,0,39,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1143003,3,0,0,0,3.12,2.58,0,0,0,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1143011,0,13.12,5.22,0,0,0,358,143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1143011,1,13.85,5.51,0,0,0,108,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1143011,2,15.49,6.16,0,0,0,229,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1143011,3,18.22,7.25,0,0,0,358,143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1143012,0,19.36,0,0,1.68,0,529,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1143012,1,20.43,0,0,1.78,0,159,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1143012,2,22.85,0,0,1.99,0,338,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1143012,3,26.89,0,0,2.34,0,529,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1143013,0,0,0,0,2.21,1.88,0,0,0,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1143013,1,0,0,0,2.33,1.99,0,0,0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1143013,2,0,0,0,2.61,2.22,0,0,0,39,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1143013,3,0,0,0,3.07,2.61,0,0,0,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1143021,0,12.96,5.25,0,0,0,354,143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1143021,1,13.68,5.54,0,0,0,106,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1143021,2,15.3,6.2,0,0,0,227,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1143021,3,18,7.29,0,0,0,354,143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1143022,0,19.48,0,0,1.68,0,532,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1143022,1,20.57,0,0,1.77,0,160,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1143022,2,23,0,0,1.98,0,341,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1143022,3,27.06,0,0,2.33,0,532,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1143023,0,0,0,0,2.23,1.87,0,0,0,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1143023,1,0,0,0,2.35,1.98,0,0,0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1143023,2,0,0,0,2.63,2.21,0,0,0,39,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1143023,3,0,0,0,3.09,2.6,0,0,0,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1144001,0,18.17,7.61,0,0,0,461,193,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1144001,1,19.34,8.1,0,0,0,138,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1144001,2,21.98,9.21,0,0,0,277,116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1144001,3,24.91,10.43,0,0,0,415,174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1144001,4,27.84,11.66,0,0,0,553,232,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1144001,5,29.31,12.27,0,0,0,692,290,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1144002,0,28.24,0,0,2.39,0,717,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1144002,1,30.06,0,0,2.54,0,215,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1144002,2,34.16,0,0,2.89,0,430,0,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1144002,3,38.72,0,0,3.28,0,645,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1144002,4,43.27,0,0,3.66,0,860,0,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1144002,5,45.55,0,0,3.85,0,1075,0,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1144003,0,0,0,0,3.22,2.67,0,0,0,82,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1144003,1,0,0,0,3.43,2.85,0,0,0,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1144003,2,0,0,0,3.9,3.23,0,0,0,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
