id,delay,target1,effects1,target2,effects2,target3,effects3
7018052,1.8,100,7018052,,,,
7018061,0.7,100,7018061,,,,
7018071,0.7,100,7018071,,,,
7018081,0.9,100,7018081,,,,
7019011,0.7,1000,7019011,,,,
7019012,1,1000,7019012,,,,
7019021,2.5,28,7019021,,,,
7019022,2.5,28,7019022,,,,
7019023,2.9,28,7019022,,,,
7019024,3.3,28,7019022,,,,
7019031,1.2,1,7019031,1,7019032,,
7019041,1.1,28,7019041,7019041,7019042,7019041,7019043
7019051,0,1,7019051,,,,
7019061,0,101,7019061,,,,
7020011,0.6,100,7020011,,,,
7020041,0.6,100,"7020041,7020042",,,,
7020051,0.9,100,7020051,,,,
7020061,0.9,100,7020061,,,,
7020081,0.9,100,7020081,,,,
7021011,0.5,1000,70210101,,,,
7021021,0.8,1,70210201,,,,
7021031,1.6,1,70210301,,,,
7021032,0.3,1,70210302,,,,
7021041,0.6,1000,70210401,,,,
7021051,0.7,1,70210501,,,,
7029011,0.6,100,7029011,,,,
7029031,0,1,7029031,,,,
7029032,1.1,100,7029032,,,,
7029041,1.6,100,7029041,,,,
7029051,0.8,100,7029051,,,,
7029061,1.2,100,7029061,,,,
7029071,0,1,7029071,,,,
7029072,0.9,100,7029072,,,,
7046011,0.6,28,7046011,,,,
7046021,0.6,1,7046021,,,,
7046031,1.6,7005031,7046031,,,,
7046041,0.8,1,7046042,,,,
7046051,0.84,7005061,7046051,,,,
7046061,0,1,,,,,
7046071,0,28,7046071,,,,
7046074,1,28,7046075,,,,
7046077,2,28,7046077,,,,
7046080,3,28,7046081,,,,
7046081,0,1,,,,,
7046083,4,28,7046083,,,,
7046091,0,1,,,,,
7046111,0,7005061,7046111,,,,
7046112,0.3,7005061,7046113,,,,
7046113,0.6,7005061,7046115,,,,
7046114,0.9,7005061,7046117,,,,
7046115,1.2,7005061,7046119,,,,
7046116,1.5,7005061,7046123,,,,
7046121,0,1,7046121,,,,
7101011,0.8,1000,7101011,,,,
7101021,0.6,2,7101021,,,,
7101031,1,7001031,7101031,,,,
7101032,1.3,7001031,7101031,,,,
7101033,1.6,7001031,7101031,,,,
7101042,1.3,28,7101042,28,7101062,28,7001063
7101043,1.5,28,7101043,,,,
7101044,1.7,28,7101044,,,,
7101051,0.6,1,7101051,,,,
7101061,2.7,28,7101061,28,7101062,28,7001063
7102011,0.63,1001,7102011,,,,
7102021,0.7,7002021,7102021,,,,
7102022,0.9,7002021,7102022,,,,
7102023,1.1,7002021,7102023,,,,
7102024,1.3,7002021,7102024,,,,
7102025,1.5,7002021,7102025,,,,
7102041,0.8,28,7102041,,,,
7102051,1.2,28,"7102051,7102052",,,,
7104011,0.4,1000,7104011,,,,
7104021,0.4,1000,7104021,,,,
7104031,0.6,1000,7104031,,,,
7104041,0.6,7004041,7104041,,,,
7104042,0.6,7004041,7104042,,,,
7104062,0.3,100,7104062,,,,
7104063,1,7004062,7104063,,,,
7104064,1,7004062,7104064,,,,
7104065,0.3,100,7104062,,,,
7104066,1,7004062,7104063,,,,
7104067,1,7004062,7104064,,,,
7104068,0.3,100,7104062,,,,
7104069,1,7004062,7104063,,,,
7104070,1,7004062,7104064,,,,
7104071,0.3,100,7104062,,,,
7104072,1,7004062,7104063,,,,
7104073,1,7004062,7104064,,,,
7104131,1.65,7004131,7104131,1,7104133,,
7105011,0.6,28,7105011,,,,
7105021,0.6,1,7105021,,,,
7105031,1.6,7005031,7105031,,,,
7105042,0.8,1,7105042,,,,
7105051,0.84,7005061,7105051,,,,
7105071,0,28,7105072,,,,
7105074,1,28,7105075,,,,
7105077,2,28,7105078,,,,
7105080,3,28,7105081,,,,
7105083,4,28,7105084,,,,
7105111,0,7005061,7105111,,,,
7105112,0.3,7005061,7105113,,,,
7105113,0.6,7005061,7105115,,,,
7105114,0.9,7005061,7105117,,,,
7105115,1.2,7005061,7105119,,,,
7105116,1.5,7005061,7105123,,,,
7106011,1.6,7006011,7106011,,,,
7106021,1.8,28,7106021,,,,
7106031,1.5,7006031,7106031,,,,
7106032,2,1,7106032,,,,
7106041,1.68,100,7106041,100,7106043,,
7106061,1.45,7006011,7106061,7006011,7106062,,
7106064,1.85,7006011,7106064,7006011,7106062,,
7106066,2.25,7006011,7106066,7006011,7106062,,
7106068,2.65,7006011,7106068,7006011,7106062,,
7106071,1.87,7006071,7106071,,,,
7106072,2.03,7006072,7106071,,,,
7106073,2.2,7006073,7106071,,,,
7106074,2.32,7006074,7106071,,,,
7106075,2.5,7006075,7106071,,,,
9001011,1,3,1001011,,,,
20210300,0.1,1,20210300,,,,
20210301,0.1,2021031,20210301,,,,
20210302,0.1,2021031,20210302,,,,
20210303,0.1,2021031,20210303,,,,
20210304,0.1,2021031,20210304,,,,
20210305,0.1,2021031,20210305,,,,
29950411,1.7,102,29950411,1,29950412,,
60021011,0.5,3,60021011,,,,
60021021,0.5,3,60021021,,,,
60021031,0.5,3,60021031,,,,
60021041,0,1,,,,,
60021051,1.13,3,60021041,,,,
60021052,2.26,3,60021041,,,,
60021053,3.39,3,60021041,,,,
60021054,4.52,3,60021041,,,,
60021055,5.65,3,60021041,,,,
60021056,6.78,3,60021041,,,,
60021057,7.91,3,60021041,,,,
60021058,9.04,3,60021041,,,,
60021059,10.17,3,60021041,,,,
60021061,0,1,,,,,
70011011,0.6,2,70011011,,,,
70090111,0.47,100,70090111,,,,
70090511,1,100,70090511,,,,
70121011,0.5,7012011,70121011,,,,
70121012,1,7012011,70121012,,,,
70121121,0.3,7012121,70121121,,,,
70121125,0.3,7012121,70121125,,,,
70121129,0.3,7012121,70121129,,,,
100200101,0.5,3,10020011,,,,
100200102,0.5,3,10020012,,,,
100200103,0.5,3,10020013,,,,
100200104,0.5,3,10020014,,,,
100200105,0.5,3,10020015,,,,
100201101,0.4,100,10020111,,,,
100201102,1.4,100,10020111,,,,
100201103,1.6,100,10020111,,,,
100201201,0.4,100,10020121,,,,
100201202,1.4,100,10020121,,,,
100201203,1.6,100,10020121,,,,
100201301,0.4,100,10020131,,,,
100201302,1.4,100,10020131,,,,
100201303,1.6,100,10020131,,,,
100201401,0.4,100,10020141,,,,
100201402,1.4,100,10020141,,,,
100201403,1.6,100,10020141,,,,
100201501,0.4,100,10020151,,,,
100201502,1.4,100,10020151,,,,
100201503,1.6,100,10020151,,,,
100202101,0.4,100,10020211,,,,
100202102,1.5,100,10020213,,,,
100202103,1.7,100,10020213,,,,
100202199,0,1,10020199,,,,
100202201,0.4,100,10020221,,,,
100202202,1.5,100,10020223,,,,
100202203,1.7,100,10020223,,,,
100202299,0,1,10020299,,,,
100202301,0.4,100,10020231,,,,
100202302,1.5,100,10020233,,,,
100202303,1.7,100,10020235,,,,
100202399,0,1,10020399,,,,
100202401,0.4,100,10020241,,,,
100202402,1.5,100,10020243,,,,
100202403,1.7,100,10020245,,,,
100202499,0,1,10020499,,,,
100202501,0,1002051,10020251,,,,
100202502,0,1002051,10020252,,,,
100202599,0,1,10020599,,,,
100203101,1,100,10020311,,,,
100203102,0.5,1002031,10020313,,,,
100203201,1,100,10020321,,,,
100203202,0.5,1002031,10020323,,,,
100203301,1,100,10020331,,,,
100203302,0.5,1002031,10020333,,,,
100203303,2.3,100,10020334,,,,
100203304,0.5,1002032,10020336,,,,
100203401,1,100,10020341,,,,
100203402,0.5,1002031,10020343,,,,
100203403,2.3,100,10020344,,,,
100203404,0.5,1002032,10020346,,,,
100203501,1,100,10020351,,,,
100203502,0.5,1002031,10020353,,,,
100203503,2.3,100,10020354,,,,
100203504,0.5,1002032,10020356,,,,
100204101,0,100,10020401,,,,
100204102,1.2,1002041,10020411,,,,
100204103,1.3,1002041,10020412,,,,
100204104,1.4,1002041,10020413,,,,
100204201,0,100,10020402,,,,
100204202,1.2,1002041,10020421,,,,
100204203,1.3,1002041,10020422,,,,
100204204,1.4,1002041,10020423,,,,
100204301,0,100,10020403,,,,
100204302,1.2,1002041,10020431,,,,
100204303,1.3,1002041,10020432,,,,
100204304,1.4,1002041,10020433,,,,
100204401,0,100,10020404,,,,
100204402,1.2,1002041,10020441,,,,
100204403,1.3,1002041,10020442,,,,
100204404,1.4,1002041,10020443,,,,
100204501,0,100,10020405,,,,
100204502,1.2,1002041,10020451,,,,
100204503,1.3,1002041,10020452,,,,
100204504,1.4,1002041,10020453,,,,
100301101,0.6,100,10030101,,,,
100301201,0.6,100,10030102,,,,
100301301,0.6,100,10030103,,,,
100301401,0.6,100,10030104,,,,
100301501,0.6,100,10030105,,,,
100302101,1,100,10030211,,,,
100302102,1.5,100,10030212,,,,
100302103,1.8,1,10030213,,,,
100302201,1,100,10030221,,,,
100302202,1.5,100,10030222,,,,
100302203,1.8,1,10030223,,,,
100302301,1,100,10030231,,,,
100302302,1.5,100,10030232,,,,
100302303,1.8,1,10030233,,,,
100302401,1,100,10030241,,,,
100302402,1.5,100,10030242,,,,
100302403,1.8,1,10030243,,,,
100302501,1,100,10030251,,,,
100302502,1.5,100,10030252,,,,
100302503,1.8,1,10030253,,,,
100303101,0.5,100,10030311,,,,
100303201,0.5,100,10030321,,,,
100303301,0.5,100,"10030331,10030332",,,,
100303401,0.5,100,"10030341,10030342",,,,
100303501,0.5,100,"10030351,10030352",,,,
100304101,2,1003042,"10030410,10030411,10030460",,,,
100304201,2,1003042,"10030420,10030421,10030460",,,,
100304301,2,1003042,"10030430,10030431,10030460",,,,
100304401,2,1003042,"10030440,10030441,10030460",,,,
100304501,2,1003042,"10030450,10030451,10030460",,,,
100305101,0,1,10030510,,,,
100305201,0,1,10030520,,,,
100305301,0,1,10030530,,,,
100305401,0,1,10030540,,,,
100305501,0,1,10030550,,,,
100401101,0.9,100,10040101,,,,
100401201,0.9,100,10040102,,,,
100401301,0.9,100,10040103,,,,
100401401,0.9,100,10040104,,,,
100401501,0.9,100,10040105,,,,
100402101,1.2,100,10040201,,,,
100402102,1.5,1,10040206,,,,
100402201,1.2,100,10040202,,,,
100402202,1.5,1,10040207,,,,
100402301,1.2,100,10040203,,,,
100402302,1.5,1,10040208,,,,
100402401,1.2,100,10040204,,,,
100402402,1.5,1,10040209,,,,
100402501,1.2,100,10040205,,,,
100402502,1.5,1,10040210,,,,
100403101,0.5,100,10040311,,,,
100403102,1.1,100,10040312,,,,
100403201,0.5,100,10040321,,,,
100403202,1.1,100,10040322,,,,
100403301,0.5,100,10040331,,,,
100403302,1.1,100,10040332,,,,
100403303,1.9,100,10040333,,,,
100403401,0.5,100,10040341,,,,
100403402,1.1,100,10040342,,,,
100403403,1.9,100,10040343,,,,
100403501,0.5,100,10040351,,,,
100403502,1.1,100,10040352,,,,
100403503,1.9,100,10040353,,,,
100404101,1.9,100,10040401,,,,
100404201,1.9,100,10040402,,,,
100404301,1.9,100,10040403,,,,
100404401,1.9,100,10040404,,,,
100404501,1.9,100,10040405,,,,
100405100,0,1,10040501,1004051,10040506,,
100405200,0,1,10040502,1004051,10040507,,
100405300,0,1,10040503,1004051,10040508,,
100405400,0,1,10040504,1004051,10040509,,
100405500,0,1,10040505,1004051,10040510,,
100501101,0.65,100,10050110,,,,
100501201,0.65,100,10050120,,,,
100501301,0.65,100,10050130,,,,
100501401,0.65,100,10050140,,,,
100501501,0.65,100,10050150,,,,
100502101,1.3,1005021,10050210,,,,
100502201,1.3,1005021,10050220,,,,
100502301,1.3,1005021,10050230,,,,
100502401,1.3,1005021,10050240,,,,
100502501,1.3,1005021,10050250,,,,
100504101,0.1,1,"10050410,10050411",,,,
100504102,3.5,28,10050911,,,,
100504201,0.1,1,"10050420,10050421",,,,
100504301,0.1,1,"10050430,10050431",,,,
100504401,0.1,1,"10050440,10050441",,,,
100504501,0.1,1,"10050450,10050451",,,,
100507101,0.48,100,10050710,,,,
100507102,0.73,100,10050710,,,,
100507201,0.48,100,10050720,,,,
100507202,0.73,100,10050720,,,,
100507301,0.48,100,10050730,,,,
100507302,0.73,100,10050730,,,,
100507401,0.48,100,10050740,,,,
100507402,0.73,100,10050740,,,,
100507501,0.48,100,10050750,,,,
100507502,0.73,100,10050750,,,,
100508101,1.3,1005022,10050810,,,,
100508201,1.3,1005022,10050820,,,,
100508301,1.3,1005022,10050830,,,,
100508401,1.3,1005022,10050840,,,,
100508501,1.3,1005022,10050850,,,,
100509101,0.1,1,10050910,,,,
100510101,0.65,100,10051010,,,,
100510201,0.65,100,10051020,,,,
100510301,0.65,100,10051030,,,,
100510401,0.65,100,10051040,,,,
100510501,0.65,100,10051050,,,,
100601101,0.4,100,10060111,,,,
100601102,0.48,100,10060121,,,,
100601103,0.75,100,10060131,,,,
100601201,0.4,100,10060112,,,,
100601202,0.48,100,10060122,,,,
100601203,0.75,100,10060132,,,,
100601301,0.4,100,10060113,,,,
100601302,0.48,100,10060123,,,,
100601303,0.75,100,10060133,,,,
100601401,0.4,100,10060114,,,,
100601402,0.48,100,10060124,,,,
100601403,0.75,100,10060134,,,,
100601501,0.4,100,10060115,,,,
100601502,0.48,100,10060125,,,,
100601503,0.75,100,10060135,,,,
100602101,1.3,100,10060211,,,,
100602102,1.4,100,10060211,,,,
100602201,1.3,100,10060221,,,,
100602202,1.4,100,10060221,,,,
100602301,1.1,100,10060231,,,,
100602302,1.25,100,10060231,,,,
100602303,2,1006021,10060232,,,,
100602401,1.1,100,10060241,,,,
100602402,1.25,100,10060241,,,,
100602403,2,1006021,10060242,,,,
100602501,1.1,100,10060251,,,,
100602502,1.25,100,10060251,,,,
100602503,2,1006021,10060252,,,,
100604101,0.7,100,"10060411,10060414",,,,
100604102,0.9,100,"10060411,10060414",,,,
100604103,1.3,100,"10060411,10060414",,,,
100604104,2,100,10060411,,,,
100604105,2.1,100,10060411,,,,
100604106,2.2,100,10060411,,,,
100604107,2.4,100,10060411,,,,
100604108,2.5,100,10060411,,,,
100604109,2.8,100,10060411,,,,
100604110,4,100,"10060412,10060413",,,,
100604201,0.7,100,"10060421,10060414",,,,
100604202,0.9,100,"10060421,10060414",,,,
100604203,1.3,100,"10060421,10060414",,,,
100604204,2,100,10060421,,,,
100604205,2.1,100,10060421,,,,
100604206,2.2,100,10060421,,,,
100604207,2.4,100,10060421,,,,
100604208,2.5,100,10060421,,,,
100604209,2.8,100,10060421,,,,
100604210,4,100,"10060422,10060423",,,,
100604301,0.7,100,"10060431,10060414",,,,
100604302,0.9,100,"10060431,10060414",,,,
100604303,1.3,100,"10060431,10060414",,,,
100604304,2,100,10060431,,,,
100604305,2.1,100,10060431,,,,
100604306,2.2,100,10060431,,,,
100604307,2.4,100,10060431,,,,
100604308,2.5,100,10060431,,,,
100604309,2.8,100,10060431,,,,
100604310,4,100,"10060432,10060433",,,,
100604401,0.7,100,"10060441,10060414",,,,
100604402,0.9,100,"10060441,10060414",,,,
100604403,1.3,100,"10060441,10060414",,,,
100604404,2,100,10060441,,,,
100604405,2.1,100,10060441,,,,
100604406,2.2,100,10060441,,,,
100604407,2.4,100,10060441,,,,
100604408,2.5,100,10060441,,,,
100604409,2.8,100,10060441,,,,
100604410,4,100,"10060442,10060443",,,,
100604501,0.7,100,"10060451,10060414",,,,
100604502,0.9,100,"10060451,10060414",,,,
100604503,1.3,100,"10060451,10060414",,,,
100604504,2,100,"10060451,10060415",,,,
100604505,2.1,100,10060451,,,,
100604506,2.2,100,"10060451,10060415",,,,
100604507,2.4,100,10060451,,,,
100604508,2.5,100,"10060451,10060415",,,,
100604509,2.8,100,10060451,,,,
100604510,4,100,"10060452,10060453",,,,
100605101,0,1,10060511,,,,
100605201,0,1,10060521,,,,
100605301,0,1,10060531,,,,
100605401,0,1,10060541,,,,
100605501,0,1,10060551,,,,
100700101,0.53,100,10070010,,,,
100700201,0.53,100,10070020,,,,
100700301,0.53,100,10070030,,,,
100700401,0.53,100,10070040,,,,
100700501,0.53,100,10070050,,,,
100701101,0.5,1007021,10070110,,,,
100701102,0.81,1007021,10070110,,,,
100701201,0.5,1007021,10070120,,,,
100701202,0.81,1007021,10070120,,,,
100701301,0.5,1007021,10070130,,,,
100701302,0.81,1007021,10070130,,,,
100701401,0.5,1007021,10070140,,,,
100701402,0.81,1007021,10070140,,,,
100701501,0.5,1007021,10070150,,,,
100701502,0.81,1007021,10070150,,,,
100702101,0.1,1,10070210,,,,
100702201,0.1,1,10070220,,,,
100702301,0.1,1,10070230,,,,
100702401,0.1,1,10070240,,,,
100702501,0.1,1,10070250,,,,
100704101,2.2,1007041,10070410,,,,
100704102,3.3,1007042,10070411,,,,
100704201,2.2,1007041,10070420,,,,
100704202,3.3,1007042,10070421,,,,
100704301,2.2,1007041,10070430,,,,
100704302,3.3,1007042,10070431,,,,
100704401,2.2,1007041,10070440,,,,
100704402,3.3,1007042,10070441,,,,
100704501,2.2,1007041,10070450,,,,
100704502,3.3,1007042,10070451,,,,
100704601,0.3,100,10070460,,,,
100704602,4.2,1,10070611,,,,
100706101,0.5,1,10070610,,,,
100707101,0.5,1,10070710,,,,
100707201,0.5,1,10070720,,,,
100707301,0.5,1,10070730,,,,
100707401,0.5,1,10070740,,,,
100707501,0.5,1,10070750,,,,
100801101,0.65,3,10080110,,,,
100801201,0.65,3,10080120,,,,
100801301,0.65,3,10080130,,,,
100801401,0.65,3,10080140,,,,
100801501,0.65,3,10080150,,,,
100802101,0.9,1,10080210,,,,
100802201,0.9,1,10080220,,,,
100802301,0.9,1,10080230,,,,
100802401,0.9,1,10080240,,,,
100802501,0.9,1,10080250,,,,
100803101,0.7,3,10080310,,,,
100803102,0,1008031,10080312,,,,
100803201,0.7,3,10080320,,,,
100803202,0,1008031,10080322,,,,
100803301,0.7,3,10080330,,,,
100803302,0,1008031,10080332,,,,
100803401,0.7,3,10080340,,,,
100803402,0,1008031,10080342,,,,
100803501,0.7,3,10080350,,,,
100803502,0,1008031,10080352,,,,
100804101,1.3,28,10080410,,,,
100804102,1.7,28,10080410,,,,
100804103,2.1,28,10080410,,,,
100804201,1.3,28,10080420,,,,
100804202,1.7,28,10080420,,,,
100804203,2.1,28,10080420,,,,
100804301,1.3,28,10080430,,,,
100804302,1.7,28,10080430,,,,
100804303,2.1,28,"10080430,10080431",,,,
100804401,1.3,28,10080440,,,,
100804402,1.7,28,10080440,,,,
100804403,2.1,28,"10080440,10080441",,,,
100804501,1.3,28,10080450,,,,
100804502,1.7,28,10080450,,,,
100804503,2.1,28,"10080450,10080451",,,,
100805101,0,5,10080510,1,10080500,,
100805201,0,5,10080520,1,10080500,,
100805301,0,5,10080530,1,10080500,,
100805401,0,5,10080540,1,10080500,,
100805501,0,5,10080550,1,10080500,,
100901101,0.5,100,10090101,,,,
100901201,0.5,100,10090102,,,,
100901301,0.5,100,10090103,,,,
100901401,0.5,100,10090104,,,,
100901501,0.5,100,10090105,,,,
100902101,1.2,1009021,"10090210,10090251",,,,
100902201,1.2,1009021,"10090220,10090251",,,,
100902301,1.2,1009021,"10090230,10090251",,,,
100902401,1.2,1009021,"10090240,10090251",,,,
100902501,1.2,1009021,"10090250,10090251",,,,
100903101,1.2,3,"3,10090310",,,,
100903201,1.2,3,"3,10090320",,,,
100903301,1.2,3,"3,10090330",,,,
100903401,1.2,3,"3,10090340",,,,
100903501,1.2,3,"3,10090350,10090351",,,,
100904101,2,26,"3,10090401,10090406",,,,
100904102,2.5,26,"10090401,10090406",,,,
100904103,2.8,26,"10090401,10090406",,,,
100904104,3,26,"10090401,10090406",,,,
100904105,3.2,26,"10090401,10090406",,,,
100904201,2,26,"3,10090402,10090406",,,,
100904202,2.5,26,"10090402,10090406",,,,
100904203,2.8,26,"10090402,10090406",,,,
100904204,3,26,"10090402,10090406",,,,
100904205,3.2,26,"10090402,10090406",,,,
100904301,2,26,"3,10090403,10090406",,,,
100904302,2.5,26,"10090403,10090406",,,,
100904303,2.8,26,"10090403,10090406",,,,
100904304,3,26,"10090403,10090406",,,,
100904305,3.2,26,"10090403,10090406",,,,
100904401,2,26,"3,10090404,10090406",,,,
100904402,2.5,26,"10090404,10090406",,,,
100904403,2.8,26,"10090404,10090406",,,,
100904404,3,26,"10090404,10090406",,,,
100904405,3.2,26,"10090404,10090406",,,,
100904501,2,26,"3,10090405,10090406",,,,
100904502,2.5,26,"10090405,10090406",,,,
100904503,2.8,26,"10090405,10090406",,,,
100904504,3,26,"10090405,10090406",,,,
100904505,3.2,26,"10090405,10090406",1,10090407,,
100904601,1.5,26,10090400,,,,
100905101,0,1,10090510,,,,
100905201,0,1,10090520,,,,
100905301,0,1,10090530,,,,
100905401,0,1,10090540,,,,
100905501,0,1,10090550,,,,
101101101,0.26,100,10110110,,,,
101101102,0.47,100,10110111,,,,
101101103,0.9,100,10110112,,,,
101101201,0.26,100,10110120,,,,
101101202,0.47,100,10110121,,,,
101101203,0.9,100,10110122,,,,
101101301,0.26,100,10110130,,,,
101101302,0.47,100,10110131,,,,
101101303,0.9,100,10110132,,,,
101101401,0.26,100,10110140,,,,
101101402,0.47,100,10110141,,,,
101101403,0.9,100,10110142,,,,
101101501,0.26,100,10110150,,,,
101101502,0.47,100,10110151,,,,
101101503,0.9,100,10110152,,,,
101102101,0.68,100,10110210,,,,
101102201,0.68,100,10110220,,,,
101102301,0.68,100,10110230,,,,
101102401,0.68,100,10110240,,,,
101102501,0.68,100,10110250,,,,
101103101,0.8,100,10110310,,,,
101103102,1,100,10110310,,,,
101103103,1.1,100,10110310,,,,
101103104,1.2,100,10110310,,,,
101103105,1.3,100,10110311,,,,
101103201,0.8,100,10110320,,,,
101103202,1,100,10110320,,,,
101103203,1.1,100,10110320,,,,
101103204,1.2,100,10110320,,,,
101103205,1.3,100,10110321,,,,
101103301,0.8,100,10110330,,,,
101103302,1,100,10110330,,,,
101103303,1.1,100,10110330,,,,
101103304,1.2,100,10110330,,,,
101103305,1.3,100,10110331,,,,
101103401,0.8,100,10110340,,,,
101103402,1,100,10110340,,,,
101103403,1.1,100,10110340,,,,
101103404,1.2,100,10110340,,,,
101103405,1.3,100,10110341,,,,
101103501,0.8,100,10110350,,,,
101103502,1,100,10110350,,,,
101103503,1.1,100,10110350,,,,
101103504,1.2,100,10110350,,,,
101103505,1.3,100,10110351,,,,
101104101,0.5,100,10110410,,,,
101104102,4,100,"10110411,10110412",,,,
101104201,0.5,100,10110420,,,,
101104202,4,100,"10110421,10110422",,,,
101104301,0.5,100,10110430,,,,
101104302,4,100,"10110431,10110432",,,,
101104401,0.5,100,10110440,,,,
101104402,4,100,"10110441,10110442",,,,
101104501,0.5,100,10110450,,,,
101104502,4,100,"10110451,10110452",,,,
101201101,0.7,100,10120110,,,,
101201102,1.15,100,10120111,,,,
101201201,0.7,100,10120120,,,,
101201202,1.15,100,10120121,,,,
101201301,0.7,100,10120130,,,,
101201302,1.15,100,10120131,,,,
101201401,0.7,100,10120140,,,,
101201402,1.15,100,10120141,,,,
101201501,0.7,100,10120150,,,,
101201502,1.15,100,10120151,,,,
101202101,0.46,100,10120211,,,,
101202102,0.8,100,10120212,,,,
101202103,1.1,100,10120213,,,,
101202104,1.6,100,10120214,,,,
101202201,0.46,100,10120221,,,,
101202202,0.8,100,10120222,,,,
101202203,1.1,100,10120223,,,,
101202204,1.6,100,10120224,,,,
101202301,0.41,100,10120231,,,,
101202302,0.7,100,10120232,,,,
101202303,1.08,100,10120233,,,,
101202304,1.41,100,10120234,,,,
101202401,0.41,100,10120241,,,,
101202402,0.7,100,10120242,,,,
101202403,1.08,100,10120243,,,,
101202404,1.41,100,10120244,,,,
101202501,0.41,100,10120251,,,,
101202502,0.7,100,10120252,,,,
101202503,1.08,100,10120253,,,,
101202504,1.41,100,10120254,,,,
101202505,2.2,100,10120255,,,,
101203101,0.8,1,10120311,,,,
101203201,0.8,1,10120321,,,,
101203301,0.8,1,10120331,,,,
101203302,0.8,1,10120332,,,,
101203401,0.8,1,10120341,,,,
101203402,0.8,1,10120342,,,,
101203501,0.8,1,10120351,,,,
101203502,0.8,1,10120352,,,,
101204101,0.8,101204,10120411,,,,
101204102,0.95,101204,10120411,,,,
101204103,1.1,101204,10120411,,,,
101204104,1.25,101204,10120411,,,,
101204105,1.4,101204,10120411,,,,
101204106,1.55,101204,10120411,,,,
101204107,1.7,101204,10120411,,,,
101204108,1.85,101204,10120411,,,,
101204109,2,101204,10120411,,,,
101204110,2.15,101204,10120411,,,,
101204111,2.3,101204,10120411,,,,
101204112,2.45,101204,10120411,,,,
101204113,3,101204,10120412,,,,
101204201,0.8,101204,10120421,,,,
101204202,0.95,101204,10120421,,,,
101204203,1.1,101204,10120421,,,,
101204204,1.25,101204,10120421,,,,
101204205,1.4,101204,10120421,,,,
101204206,1.55,101204,10120421,,,,
101204207,1.7,101204,10120421,,,,
101204208,1.85,101204,10120421,,,,
101204209,2,101204,10120421,,,,
101204210,2.15,101204,10120421,,,,
101204211,2.3,101204,10120421,,,,
101204212,2.45,101204,10120421,,,,
101204301,0.8,101204,10120431,,,,
101204302,0.95,101204,10120431,,,,
101204303,1.1,101204,10120431,,,,
101204304,1.25,101204,10120431,,,,
101204305,1.4,101204,10120431,,,,
101204306,1.55,101204,10120431,,,,
101204307,1.7,101204,10120431,,,,
101204308,1.85,101204,10120431,,,,
101204309,2,101204,10120431,,,,
101204310,2.15,101204,10120431,,,,
101204311,2.3,101204,10120431,,,,
101204312,2.45,101204,10120431,,,,
101204401,0.8,101204,10120441,,,,
101204402,0.95,101204,10120441,,,,
101204403,1.1,101204,10120441,,,,
101204404,1.25,101204,10120441,,,,
101204405,1.4,101204,10120441,,,,
101204406,1.55,101204,10120441,,,,
101204407,1.7,101204,10120441,,,,
101204408,1.85,101204,10120441,,,,
101204409,2,101204,10120441,,,,
101204410,2.15,101204,10120441,,,,
101204411,2.3,101204,10120441,,,,
101204412,2.45,101204,10120441,,,,
101204501,0.8,101204,10120451,,,,
101204502,0.95,101204,10120451,,,,
101204503,1.1,101204,10120451,,,,
101204504,1.25,101204,10120451,,,,
101204505,1.4,101204,10120451,,,,
101204506,1.55,101204,10120451,,,,
101204507,1.7,101204,10120451,,,,
101204508,1.85,101204,10120451,,,,
101204509,2,101204,10120451,,,,
101204510,2.15,101204,10120451,,,,
101204511,2.3,101204,10120451,,,,
101204512,2.45,101204,10120451,,,,
101205101,0,1,10120511,,,,
101205201,0,1,10120521,,,,
101205301,0,1,10120531,,,,
101205401,0,1,10120541,,,,
101205501,0,1,10120551,,,,
101301101,0.6,100,10130101,1,"10130100,10130111",,
101301201,0.6,100,10130102,1,"10130100,10130111",,
101301301,0.6,100,10130103,1,"10130100,10130111",,
101301401,0.6,100,10130104,1,"10130100,10130111",,
101301501,0.6,100,10130105,1,"10130100,10130111",,
101302101,0.6,100,10130201,1,"10130514,10130211",,
101302201,0.6,100,10130202,1,"10130514,10130211",,
101302301,0.6,100,10130203,1,"10130514,10130211",,
101302401,0.6,100,10130204,1,"10130514,10130211",,
101302501,0.6,100,10130205,1,"10130514,10130211",,
101303001,0.4,1,10130514,,,,
101303002,1.5,1,"10130512,10130513",,,,
101303101,1,100,10130301,1,10130306,,
101303102,0,1013031,10130307,,,,
101303201,1,100,10130302,1,10130306,,
101303202,0,1013031,10130308,,,,
101303301,1,100,10130303,1,10130306,,
101303302,0,1013031,10130309,,,,
101303401,1,100,10130304,1,10130306,,
101303402,0,1013031,10130310,,,,
101303501,1,100,10130305,1,10130306,,
101303502,0,1013031,10130311,,,,
101304100,0.4,1,10130514,,,,
101304101,2.2,100,10130406,,,,
101304102,2.5,1,"10130431,10130513,10130512",,,,
101304201,2.2,100,10130412,,,,
101304301,2.2,100,10130418,,,,
101304401,2.2,100,10130424,,,,
101304501,2.2,100,10130430,,,,
101401101,0.7,100,10140101,,,,
101401201,0.7,100,10140102,,,,
101401301,0.7,100,10140103,,,,
101401401,0.7,100,10140104,,,,
101401501,0.7,100,10140105,,,,
101402101,1.1,100,10140201,,,,
101402102,1.5,1,10140206,,,,
