id,comment,eventsID,duration,cd,icd,anim,animType,animAngle,animCenter,ultraAnim,isAtkSpd,next,target,cost,preloadCharacter,preloadFx,preloadBullet
606902,暗杀者技能一,"6069021,6069022",1.1,9,0,skill_01,,,,,TRUE,,1000,4,,,
607101,千鞭虫普攻,6071011,1.4,0,0,attack,,,,,TRUE,,3,0,,,
607102,千鞭虫技能一,"6071021,6071022,6071023",2.17,0,0,skill01,,,,,TRUE,,82,0,,,
607103,千鞭虫技能二,6071031,2.17,9,0,skill02,,,,,TRUE,,6071031,4,,,
607201,剑刀虫普攻,"6072011,6072012",1.36,0,0,attack,,,,,TRUE,,3,0,,,
607202,剑刀虫技能一起手,,0.4,0,0,skill01_start,1,,,,TRUE,607203,6072021,0,,,
607203,剑刀虫技能一循环,,2,0,0,skill01_loop,2,,,,TRUE,607204,1,0,,,
607204,剑刀虫技能一结束,6072041,0.63,0,0,skill01_end,,,,,TRUE,,1,0,,,
607205,剑刀虫技能二起手,,0.5,9,0,skill02_start,1,,,,TRUE,607206,6072051,4,,,
607206,剑刀虫技能二循环,"6072061,6072062,6072063,6072064,6072065,6072066,6072067,6072068,6072069,6072070",5,0,0,skill02_loop,2,,,,TRUE,607207,1,0,,,
607207,剑刀虫技能二结束,,0.3,0,0,skill02_end,,,,,TRUE,,1,0,,,
607301,硬甲虫普攻,6073011,1,0,0,attack,,,,,TRUE,,3,0,,,
607302,硬甲虫技能一,6073021,1.53,0,0,skill01,,,,,TRUE,,6073021,0,,,
607303,硬甲虫技能二,6073031,1.43,9,0,skill02,,,,,TRUE,,6073031,4,,,
700101,火精灵普攻,7001011,1.7,0,0,attack,,,,,TRUE,,1000,0,,,
700102,火精灵技能一火球,7001021,1.5,0,0,skill_01,,,,,TRUE,,2,0,,,7001021
700103,火精灵技能二喷火,"7001031,7001032,7001033",2,0,0,skill_02,,,,,TRUE,,7001031,0,,,
700104,火精灵技能三火雨,"7001042,7001043,7001044",1.8,0,0,skill_03,,,,,TRUE,,28,0,,,
700105,火精灵技能四召唤,7001051,2.3,0,0,skill_04,,,,,TRUE,,1,0,,,
700106,火精灵技能五陨石,7001061,3.4,0,0,skill_05wanzheng,,,,,TRUE,,28,0,,,
700108,火精灵技能四召唤-序章用,7001081,2.3,0,0,skill_04,,,,,TRUE,,1,0,,,
700109,火精灵被动,7001091,0,0,0,,,,,,TRUE,,1,0,,,
700110,火精灵免疫眩晕击退击倒,7012113,0,0,0,,,,,,TRUE,,1,0,,,
700121,火精灵物防被动,7001211,0,0,0,,,,,,TRUE,,1,0,,,
700131,火精灵被动,7001311,0,0,0,,,,,,TRUE,,1,0,,,
700199,火精灵技能三火雨-黑幕,"7001042,7001043,7001044",1.8,0,0,skill_03_01,,,,30001,TRUE,,28,0,,,
700201,监察权天使普攻,7002011,1.2,0,0,attack,,,,,TRUE,,1001,0,,,
700202,监察权天使技能一,"7002021,7002022,7002023,7002024,7002025",1.96,0,0,skill01,,,,,TRUE,,7002021,0,,,
700203,监察权天使技能二,7002031,1,0,0,skill02,,,,,TRUE,,7002031,0,,,
700204,监察权天使技能三,7002041,1.4,0,0,skill03,,,,,TRUE,,28,0,,,
700205,监察权天使技能四,7002051,3.53,0,0,skill04,,,,,TRUE,,28,0,,,
700206,监察权天使技能五,"7002061,7002063",1.2,0,0,skill05,,,,,TRUE,,1,0,,,
700207,监察权天使奥义起手,,0.5,0,0,skill06_start,1,,,30002,TRUE,700208,28,0,,,
700208,监察权天使奥义循环,"7002081,7002082,7002083,7002084,7002085",1.3,0,0,skill06_loop,2,,,,TRUE,700209,28,0,,,
700209,监察权天使奥义结束,7002086,0.6,0,0,skill06_end,,,,,TRUE,,28,0,,,
700210,监察权天使技能七,7002102,2.9,0,0,skill07,,,,,TRUE,,1,0,,,
700211,监察权天使技能六起手,,0.5,0,0,ultraSkill_start,1,,,,TRUE,700212,28,0,,,
700212,监察权天使技能六循环,"7002081,7002082,7002083,7002084,7002085",1.3,0,0,ultraSkill_loop,2,,,,TRUE,700213,28,0,,,
700213,监察权天使技能六结束,7002086,0.6,0,0,ultraSkill_end,,,,,TRUE,,28,0,,,
700301,威光主天使普攻,7003011,1,0,0,attack,,,,,TRUE,,1001,0,,,
700302,威光主天使技能一,"7003021,7003022,7003023",1.3,0,0,skill01,,,,,TRUE,,7003071,0,,,
700303,威光主天使技能二,7003031,1.4,0,0,skill02,,,,,TRUE,,28,0,,,
700304,威光主天使技能三起手,7003041,0.8,0,0,skill03_start,1,,,,TRUE,700305,1,0,,,
700305,威光主天使技能三循环,"7003051,7003052,7003053,7003054,7003055,7003056,7003057",5,0,0,skill03_loop,2,,,,TRUE,700306,7003051,0,,,
700306,威光主天使技能三结束,7003061,0.3,0,0,skill03_end,,,,,TRUE,,1,0,,,
700307,威光主天使技能四,"7003071,7003072",1.4,0,0,skill04,,,,,TRUE,,7003071,0,,,
700308,威光主天使技能五,7003081,1,0,0,skill05,,,,,TRUE,,7003071,0,,,
700309,威光主天使技能六,7003091,4,0,0,skill06,,,,,TRUE,,28,0,,,
700310,威光主天使技能七,"7003101,7003102",1.6,0,0,skill07,,,,,TRUE,,28,0,,,
700311,威光主天使奥义,7003091,4,0,0,ultraSkill,,,,30003,TRUE,,28,0,,,
700312,威光主天使奥义,7003121,4,0,0,ultraSkill,,,,30003,TRUE,,28,0,,,
700401,仓助普攻,7004011,0.8,0,0,attack,,,,,TRUE,,1000,0,,,
700402,仓助技能一,7004021,1.1,0,0,skill_01,,,,,TRUE,,1000,0,,,
700403,仓助技能二,7004031,1.2,0,0,skill_03,,,,,TRUE,,1000,0,,,
700404,仓助技能三,"7004041,7004042",1.1,0,0,skill_04,,,,,TRUE,,7004041,0,,,
700405,仓助技能四,7004051,1.73,0,0,skill_05,,,,,TRUE,,1,0,,,
700406,仓助技能五,"7004062,7004063,7004064",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
700407,仓助技能五,"7004065,7004066,7004067",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
700408,仓助技能五,"7004068,7004069,7004070",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
700411,仓助技能五,"7004071,7004072,7004073",1.8,0,0,ultraSkill,,,,30004,TRUE,,3,0,,,
700413,仓助技能六,7004131,3,0,0,skill_07,,,,,TRUE,,7004131,0,,,
700418,仓助技能五【主线-高飞修改版】,"7004168,7004169,7004170",1.8,0,0,ultraSkill,,,,30004,TRUE,,3,0,,,
700419,仓助技能五【主线-高飞修改版】,"7004168,7004169,7004170",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
700501,卡吉特普攻,7005011,1.5,0,0,attack,,,,,TRUE,,28,0,,,
700502,卡吉特技能一,7005021,1.5,0,0,skill01,,,,,TRUE,,1,0,,,
700503,卡吉特技能二,7005031,2.2,0,0,skill02,,,,,TRUE,,1,0,,,
700504,卡吉特技能三,7005042,2,0,0,skill03,,,,,TRUE,,1,0,,,
700505,卡吉特技能四,7005051,1.7,0,0,skill04,,,,,TRUE,,3,0,,,
700506,卡吉特技能五起手,,0.9,0,0,skill05_start,1,,,,TRUE,700507,28,0,,,
700507,卡吉特技能五循环,"7005071,7005074,7005077,7005080,7005083",4,0,0,skill05_loop,2,,,,TRUE,700508,28,0,,,
700508,卡吉特技能五结束,,0.7,0,0,skill05_end,,,,,TRUE,,28,0,,,
700509,卡吉特技能六起手,,0.5,0,0,skill06_start,1,,,,TRUE,700510,1,0,,,"7005111,7005113,7005115,7005117,7005119,7005123"
700510,卡吉特技能六循环,,2,0,0,skill06_loop,2,,,,TRUE,700511,3,0,,,
700511,卡吉特技能六结束,"7005111,7005112,7005113,7005114,7005115,7005116",1.9,0,0,skill06_end,,,,,TRUE,,1,0,,,
700513,卡吉特技能八起手,,0.5,0,0,ultraSkill_start,1,,,30005,TRUE,700514,1,0,,,
700514,卡吉特技能八循环,,2,0,0,ultraSkill_loop,2,,,,TRUE,700515,3,0,,,
700515,卡吉特技能八结束,"7005111,7005112,7005113,7005114,7005115,7005116",1.9,0,0,ultraSkill_end,,,,,TRUE,,1,0,,,
700601,骨龙普攻,7006011,2.6,0,0,attack,,,,,TRUE,,7006011,0,,,
700602,骨龙技能一,7006021,2.5,0,0,skill01,,,,,TRUE,,28,0,,,
700603,骨龙技能二,"7006031,7006032",2.7,0,0,skill02,,,,,TRUE,,7006031,0,,,
700604,骨龙技能三,7006041,2.7,0,0,skill03,,,,,TRUE,,7006043,0,,,
700605,骨龙技能四,"7006051,7006052,7006053,7006056",3.4,0,0,skill04,,,,,TRUE,,28,0,,,
700606,骨龙技能五,"7006061,7006064,7006066,7006068",3.85,0,0,skill05,,,,,TRUE,,7006011,0,,,
700607,骨龙技能六,"7006071,7006072,7006073,7006074,7006075",2.5,0,0,skill06,,,,,TRUE,,7006076,0,,,
700608,骨龙技能七,"7006081,7006082,7006083,7006084,7006085",2.84,0,0,skill07,,,,,TRUE,,7006081,0,,,
700609,骨龙被动,7006091,0,0,0,,,,,,TRUE,,1,0,,,
700610,骨龙奥义,"7006051,7006052,7006053,7006056",3.4,0,0,ultraSkill,,,,30006,TRUE,,28,0,,,
700701,boss克莱门汀普攻,7007011,1,0,0,attack,,,,,TRUE,,1000,0,,,
700702,boss克莱门汀加速,7007021,1.9,0,0,skill_01,,,,,TRUE,,1,0,,,
700703,boss克莱门汀突袭,"7007031,7007032",2.1,0,0,skill_02,,,,,TRUE,,2,0,,,
700704,boss克莱门汀不落要塞,"7007041,7007042",3.3,0,0,ultraSkill,,,,,TRUE,,1000,0,,,
700705,boss克莱门汀吸血攻击,"7007051,7007052",1.6,0,0,skill_03,,,,,TRUE,,700705,0,,,
700706,boss克莱门汀流血攻击,"7007061,7007062",1.8,0,0,skill_04,,,,,TRUE,,1000,0,,,
700707,boss克莱门汀奥义一段,,0.9,0,0,ultraSkill_boss_first,,,,30007,FALSE,700710,28,0,,,
700708,boss克莱门汀踢飞,7007081,1.3,0,0,skill_06,,,,,TRUE,,700708,0,,,
700710,boss克莱门汀奥义二段,"7007101,7007102,7007103,7007104,7007105,7007106",1.5,0,0,ultraSkill_boss_second,,,,,FALSE,700711,28,0,,,
700711,boss克莱门汀奥义三段,,0.8,0,0,ultraSkill_boss_third,,,,,FALSE,,28,0,,,
700712,boss克莱门汀突袭奥义用,"7007031,7007032",2.1,0,0,skill_02,,,,,TRUE,700707,2,0,,,
700801,boss布莱恩普攻,7008011,1.2,0,0,attack,,,,,TRUE,,1000,0,,,
700802,boss布莱恩技能一连砍,"7008021,7008022,7008023,7008024,7008025",2.5,0,0,skill_01,,,,,TRUE,,1000,0,,,
700803,boss布莱恩技能二旋风砍,7008031,1.7,0,0,skill_02,,,,,TRUE,,2006031,0,,,
700804,boss布莱恩奥义连斩,"7008040,7008041,7008042,7008043,7008044,7008045",3.1,0,0,skill_05,,,,30008,TRUE,,1000,0,,,
700805,boss布莱恩领域,7008051,1.4,0,0,skill_03,,,,,TRUE,,1,0,,,
700806,boss布莱恩眩晕,7008061,1.3,0,0,skill_04,,,,,TRUE,,1000,0,,,
700901,boss漆黑圣典一席普攻,7009011,1.33,0,0,attack,,,,,TRUE,,1000,0,,,
700902,boss漆黑圣典一席技能一,"7009021,7009022,7009023",2.97,0,0,skill01,,,,,TRUE,,7009021,0,,,
700903,boss漆黑圣典一席技能二,7009031,2,0,0,skill02,,,,,TRUE,,7009031,0,,,7009031
700905,boss漆黑圣典一席技能四,7009051,1.8,0,0,skill04,,,,,TRUE,,7009051,0,,,
700906,boss漆黑圣典一席技能五,7009061,2.8,0,0,skill05,,,,,TRUE,,14,0,104,,
700908,boss漆黑圣典一席技能七奥义,7009081,2.5,0,0,ultraSkill_boss,,,,30009,TRUE,,1,0,,,
701001,boss漆黑圣典第八席普攻,7010011,1.4,0,0,attack,,,,,TRUE,,1000,0,,,
701004,boss漆黑圣典第八席眩晕,7010041,1.4,0,0,skill_01,,,,,TRUE,,997,0,,,
701005,boss漆黑圣典第八席嘲讽,7010051,1.4,0,0,skill_02,,,,,TRUE,,1031031,0,,,
701006,boss漆黑圣典第八席全体护盾,7010061,3.2,0,0,ultraSkill,,,,,TRUE,,1,0,,,
701007,boss漆黑圣典第八席转阶段aoe,7010071,1.4,0,0,skill_05,,,,30010,FALSE,,28,0,,,
701008,boss漆黑圣典第八席反伤start,,1.3,0,0,skill_04_start,1,,,,TRUE,701011,1,0,,,
701009,boss漆黑圣典第八席防御buff,7010091,1.7,0,0,skill_03,,,,,TRUE,,1,0,,,
701011,boss漆黑圣典第八席反伤loop,7010111,5,0,0,skill_04_loop,2,,,,FALSE,701012,1,0,,,
701012,boss漆黑圣典第八席反伤end,,0.5,0,0,skill_04_end,,,,,TRUE,,1,0,,,
701101,伊格瓦尔基普攻,7011011,1.7,0,0,attack,,"60,-20","-0.1984284,2.142487",,TRUE,,1001,0,,,7011011
701102,伊格瓦尔基近战普攻,7011021,1.7,0,0,melee,,,,,TRUE,,1000,0,,,
701103,伊格瓦尔基技能一,7011031,2.6,0,0,skill01,,,,,TRUE,,3,0,,,7011031
701104,伊格瓦尔基技能二,"7011041,7011042,7011046",2,0,0,skill02,,,,,TRUE,,7011041,0,,,
701105,伊格瓦尔基技能三,7011051,2.3,0,0,skill03,,,,,TRUE,,7011051,0,,,
701106,伊格瓦尔基技能四起手,"7011061,7011062,7011066",3.5,0,0,skill04,,,,30011,TRUE,,28,0,,,
701107,伊格瓦尔基技能四结束,7011071,0.9,0,0,skill04_end,,,,,TRUE,,28,0,,,
701108,伊格瓦尔基奥义起手,"7011061,7011062,7011066",3.5,0,0,skill04,,,,30011,TRUE,,28,0,,,
701110,伊格瓦尔基技能六,7011101,2,0,0,skill06,,,,,TRUE,,1,0,,,
701201,夏提雅普攻,"7012011,7012012",2,0,0,attack,,,,,TRUE,,7012011,0,,,
701202,夏提雅投掷枪,"7012121,7012125",1.9,0,0,skill_01,,,,,TRUE,,7012011,0,,,"7012121,7012125,7012129"
701203,夏提雅回血,"7012031,7012032,7012033,7012034,7012035",5.4,0,0,skill_02,,,,,FALSE,,1,0,,,
701204,夏提雅眷属坠落,7012041,1.9,0,0,skill_03,,,,,TRUE,,7012011,0,,,
701205,夏提雅狂暴,7012051,0.93,0,0,skill_08,,,,30012,TRUE,,1,0,,,
701206,夏提雅闪现,"7012061,7012064",1.5,0,0,skill_05,,,,,TRUE,701207,28,0,,,
701207,夏提雅吟唱起手,7012071,0.5,0,0,skill_06_start,1,,,,TRUE,701208,7012091,0,,,
701208,夏提雅吟唱循环,7012081,1,0,0,skill_06_loop,2,,,,TRUE,701209,7012091,0,,,
701209,夏提雅吟唱结束,7012091,0.9,0,0,skill_06_end,,,,,TRUE,,7012091,0,,,
701210,夏提雅血色漩涡,7012101,1.9,0,0,skill_07,,,,,TRUE,,28,0,,,
701211,夏提雅召唤,7012111,1,0,0,skill_08,,,,,TRUE,,1,0,,,
701214,夏提雅说话,"7012141,7012142",1.7,999,0,victory,,,,,TRUE,,1,0,,,
701301,boss伊古瓦普攻,7013011,1.5,0,0,attack,,,,,TRUE,,1001,0,,,70130101
701302,boss伊古瓦奥义召唤,7013021,2.1,0,0,skill_03,,,,30013,TRUE,,1,0,10013,,
701303,boss伊古瓦恐惧,7013031,1.5,0,0,skill_01,,,,,TRUE,,1001,0,,,70130301
701304,boss伊古瓦二连火球,"7013041,7013042",1.6,0,0,skill_02,,,,,TRUE,,2019031,0,,,70130401
701305,boss伊古瓦aoe,7013051,3,0,0,ultraSkill,,,,,TRUE,,1001,0,,,70130501
701306,boss伊古瓦雷电,7013061,1.7,0,0,skill_04,,,,,TRUE,,1001,0,,,70130601
701310,boss伊古瓦奥义召唤,7013021,2.1,0,0,skill_03,,,,,TRUE,,1,0,10013,,
701401,扎里尤斯boss普攻,7014011,1,0,0,attack,,,,,TRUE,,1000,0,,,
701403,扎里尤斯bossAOEstart,,1,16,0,ultraSkill_start,1,,,30014,FALSE,701404,1,0,,,
701404,扎里尤斯bossAOEloop,"7014040,7014041,7014042,7014043,7014044,7014045,7014046",2,0,0,ultraSkill_loop,2,,,,FALSE,701405,1,0,,,
701405,扎里尤斯bossAOEemd,,0.5,0,0,ultraSkill_end,3,,,,FALSE,,1,0,,,
701406,扎里尤斯boss单列,7014061,1.5,0,0,skill_01,,,,,TRUE,,7014061,0,,,
701407,扎里尤斯boss甩尾,7014071,1.6,0,0,skill_02,,,,,TRUE,,997,0,,,
701408,扎里尤斯boss全体冰霜,7014081,2,0,0,skill_03,,,,,TRUE,,7014081,0,,,
701410,扎里尤斯boss减攻,7014101,2.2,0,0,skill_04,,,,,TRUE,,7014101,0,,,
701501,boss沙斯林沙沙普攻,7015011,1.4,0,0,attack,,,,,FALSE,,1000,0,,,
701502,boss沙斯林沙沙攻速buff,7015021,1.6,0,0,skill_02,,,,,FALSE,,101,0,,,
701503,boss沙斯林沙沙回血,7015031,2.9,0,0,skill_01,,,,,FALSE,,101,0,,,
701504,boss沙斯林沙沙奥义,"7015041,7015042",3.4,0,0,ultraSkill,,,,30015,FALSE,,1000,0,,,
701505,boss沙斯林沙沙击飞,7015051,1.9,0,0,skill_03,,,,,FALSE,,1000,0,,,
701506,boss沙斯林沙沙aoe,7015061,2,0,0,skill_04,,,,,FALSE,,7015061,0,,,
701509,boss沙斯林沙沙奥义复制,"7015041,7015042",3.4,0,0,skill_05,,,,,FALSE,,1000,0,,,
701601,boss斯修乔乔普攻,7016011,1,0,0,attack,,,,,TRUE,,1001,0,,,7016011
701603,boss斯修乔乔暴击率buff,7016031,1.4,0,0,skill_02,,,,,TRUE,,1,0,,,
701604,boss斯修乔乔3连击,7016041,1.3,0,0,skill_01,,,,,TRUE,,22,0,,,7016041
701605,boss斯修乔乔单体,7016051,1.5,0,0,ultraSkill,,,,30016,FALSE,,22,0,,,7016051
701607,boss斯修乔乔奥义AOE,7016071,2.4,0,0,skill_03,,,,,TRUE,,28,0,,,
701608,boss斯修乔乔2连击,7016081,2,0,0,skill_04,,,,,TRUE,,1001,0,,,"7016082,7016083"
701703,boss休古横扫,7017031,1.4,0,0,skill_01,,,,,TRUE,,7017031,0,,,
701704,boss休古buff,7017041,2.2,0,0,ultraSkill,,,,,TRUE,,1,0,,,
701705,boss休古转阶段aoe,7017051,2.1,0,0,skill_02,,,,,TRUE,,28,0,,,
701706,boss休古三连击,"7017061,7017062,7017063",1.8,0,0,skill_03,,,,,TRUE,,997,0,,,
701707,boss休古挑飞,7017071,1.5,0,0,skill_04,,,,,TRUE,,997,0,,,
701708,boss休古普攻,7017081,1.4,0,0,attack,,,,,TRUE,,1000,0,,,
701710,boss休古buff奥义版,7017041,2.2,0,0,ultraSkill,,,,,TRUE,701705,1,0,,,
701801,泽伯鲁咕咕boss普攻,7018011,1.1,0,0,attack,,,,,TRUE,,1000,0,,,
701802,泽伯鲁咕咕bossbuff,7018021,1.7,0,0,skill_01,,,,,TRUE,,1,0,,,
701804,泽伯鲁咕咕boss受击,7018041,0.5,0,0,damaged,,,,,FALSE,,1,0,,,
701805,泽伯鲁咕咕boss转阶段,"7018051,7018052",2.8,0,0,ultraSkill,,,,30018,FALSE,,28,0,,,
701806,泽伯鲁咕咕boss升龙,7018061,1.6,0,0,skill_02,,,,,TRUE,,997,0,,,
701807,泽伯鲁咕咕boss砸地,7018071,1.7,0,0,skill_03,,,,,TRUE,,7018071,0,,,
701808,泽伯鲁咕咕boss甩尾,7018081,1.6,0,0,skill_04,,,,,TRUE,,7018081,0,,,
701901,洛洛洛普攻,"7019011,7019012",1.4,0,0,attack,,,,,TRUE,,1000,0,,,
701902,洛洛洛技能一,"7019021,7019022,7019023,7019024",3.4,0,0,skill01,,,,,TRUE,,1000,0,,,
701903,洛洛洛技能二,7019031,3.1,0,0,skill02,,,,,TRUE,,28,0,,,
701904,洛洛洛技能三,7019041,2.1,0,0,ultraSkill,,,,,TRUE,,28,0,,,
702001,boss库鲁雪普攻,7020011,1.1,0,0,attack,,,,,TRUE,,1001,0,,,
702004,boss库鲁雪单体治疗,7020041,1.3,0,0,skill_01,,,,,TRUE,,103,0,,,
702005,boss库鲁雪群体治疗,7020051,1.7,0,0,ultraSkill,,,,,TRUE,,101,0,,,
702006,boss库鲁雪攻击buff,7020061,1.4,0,0,skill_02,,,,,TRUE,,7020061,0,,,
702008,boss库鲁雪驱散,7020081,1.7,0,0,skill_03,,,,,TRUE,,1,0,,,
702101,boss沙丘隆特普攻,7021011,1,0,0,attack,,,,,TRUE,,1000,0,,,
702102,boss沙丘隆特招幻象,7021021,1.5,0,0,ultraSkill,,,,,FALSE,,1,0,,,
702103,boss沙丘隆特奥义,"7021031,7021032",2.4,0,0,skill_03,,,,30021,FALSE,,1,0,,,
702104,boss沙丘隆特横挥,7021041,1.8,0,0,skill_02,,,,,TRUE,,1000,0,,,
702105,boss沙丘隆特突袭,7021051,1.9,0,0,skill_04,,,,,TRUE,,1,0,,,
702901,葛杰夫boss普攻,7029011,1.5,0,0,attack,,,,,TRUE,,1000,0,,,
702903,葛杰夫boss跳劈,"7029031,7029032",2.2,0,0,skill_01,,,,,TRUE,,7029031,0,,,
702904,葛杰夫bossbuff,7029041,2.7,0,0,skill_02,,,,,TRUE,,1,0,,,
702905,葛杰夫boss击退,7029051,1.7,0,0,skill_03,,,,,TRUE,,1000,0,,,
702906,葛杰夫boss转阶段AOE,7029061,2.4,0,0,skill_04,,,,30029,FALSE,,7029061,0,,,
702907,葛杰夫boss横扫,"7029071,7029072",2,0,0,skill_05,,,,,TRUE,,7029071,0,,,
704601,知拉农普攻,7046011,1.5,0,0,attack,,,,,TRUE,,28,0,,,
704602,知拉农技能一,7046021,1.5,0,0,skill01,,,,,TRUE,,1,0,,,
704603,知拉农技能二,7046031,2.2,0,0,skill02,,,,,TRUE,,1,0,,,
704604,知拉农技能三,7046041,2,0,0,skill03,,,,,TRUE,,1,0,,,
704605,知拉农技能四,7046051,1.7,0,0,skill04,,,,,TRUE,,3,0,,,
704606,知拉农技能五起手,7046061,0.9,0,0,skill05_start,1,,,,TRUE,704607,28,0,,,
704607,知拉农技能五循环,"7046071,7046074,7046077,7046080,7046083",4,0,0,skill05_loop,2,,,,TRUE,704608,28,0,,,
704608,知拉农技能五结束,7046081,0.7,0,0,skill05_end,,,,,TRUE,,28,0,,,
704609,知拉农技能六起手,7046091,0.5,0,0,skill06_start,1,,,,TRUE,704610,1,0,,,"7046111,7046113,7046115,7046117,7046119,7046123"
704610,知拉农技能六循环,,2,0,0,skill06_loop,2,,,,TRUE,704611,3,0,,,
704611,知拉农技能六结束,"7046111,7046112,7046113,7046114,7046115,7046116",1.9,0,0,skill06_end,,,,,TRUE,,1,0,,,
704612,知拉农技能七被动,7046121,1.8,0,0,skill07,,,,,TRUE,,1,0,,,
704613,知拉农技能八起手,7046091,0.5,0,0,ultraSkill_start,1,,,,TRUE,704614,1,0,,,
704614,知拉农技能八循环,,2,0,0,ultraSkill_loop,2,,,,TRUE,704615,3,0,,,
704615,知拉农技能八结束,"7046111,7046112,7046113,7046114,7046115,7046116",1.9,0,0,ultraSkill_end,,,,,TRUE,,1,0,,,
710101,火精灵普攻,7101011,1.7,0,0,attack,,,,,TRUE,,1000,0,,,
710102,火精灵技能一火球,7101021,1.5,0,0,skill_01,,,,,TRUE,,2,0,,,7001021
710103,火精灵技能二喷火,"7101031,7101032,7101033",2,0,0,skill_02,,,,,TRUE,,7001031,0,,,
710104,火精灵技能三火雨,"7101042,7101043,7101044",1.8,0,0,skill_03,,,,,TRUE,,28,0,,,
710106,火精灵技能五陨石,7101061,3.4,0,0,skill_05wanzheng,,,,,TRUE,,28,0,,,
710199,火精灵技能三火雨-黑幕,"7101042,7101043,7101044",1.8,0,0,skill_03_01,,,,30001,TRUE,,28,0,,,
710201,监察权天使普攻,7102011,1.2,0,0,attack,,,,,TRUE,,1001,0,,,
710202,监察权天使技能一,"7102021,7102022,7102023,7102024,7102025",1.96,0,0,skill01,,,,,TRUE,,7002021,0,,,
710204,监察权天使技能三,7102041,1.4,0,0,skill03,,,,,TRUE,,28,0,,,
710205,监察权天使技能四,7102051,3.53,0,0,skill04,,,,,TRUE,,28,0,,,
710401,仓助普攻,7104011,0.8,0,0,attack,,,,,TRUE,,1000,0,,,
710402,仓助技能一,7104021,1.1,0,0,skill_01,,,,,TRUE,,1000,0,,,
710403,仓助技能二,7104031,1.2,0,0,skill_03,,,,,TRUE,,1000,0,,,
710404,仓助技能三,"7104041,7104042",1.1,0,0,skill_04,,,,,TRUE,,7004041,0,,,
710406,仓助技能五,"7104062,7104063,7104064",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
710407,仓助技能五,"7104065,7104066,7104067",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
710408,仓助技能五,"7104068,7104069,7104070",1.8,0,0,ultraSkill,,,,,TRUE,,3,0,,,
710411,仓助技能五,"7104071,7104072,7104073",1.8,0,0,ultraSkill,,,,30004,TRUE,,3,0,,,
710413,仓助技能六,7104131,3,0,0,skill_07,,,,,TRUE,,7004131,0,,,
710501,卡吉特普攻,7105011,1.5,0,0,attack,,,,,TRUE,,28,0,,,
710502,卡吉特技能一,7105021,1.5,0,0,skill01,,,,,TRUE,,1,0,,,
710503,卡吉特技能二,7105031,2.2,0,0,skill02,,,,,TRUE,,1,0,,,
710504,卡吉特技能三,7105042,2,0,0,skill03,,,,,TRUE,,1,0,,,
710505,卡吉特技能四,7105051,1.7,0,0,skill04,,,,,TRUE,,3,0,,,
710506,卡吉特技能五起手,,0.9,0,0,skill05_start,1,,,,TRUE,710507,28,0,,,
710507,卡吉特技能五循环,"7105071,7105074,7105077,7105080,7105083",4,0,0,skill05_loop,2,,,,TRUE,710508,28,0,,,
710508,卡吉特技能五结束,,0.7,0,0,skill05_end,,,,,TRUE,,28,0,,,
710509,卡吉特技能六起手,,0.5,0,0,skill06_start,1,,,,TRUE,710510,1,0,,,"7005111,7005113,7005115,7005117,7005119,7005123"
710510,卡吉特技能六循环,,2,0,0,skill06_loop,2,,,,TRUE,710511,3,0,,,
710511,卡吉特技能六结束,"7105111,7105112,7105113,7105114,7105115,7105116",1.9,0,0,skill06_end,,,,,TRUE,,1,0,,,
710513,卡吉特技能八起手,,0.5,0,0,ultraSkill_start,1,,,30005,TRUE,710514,1,0,,,
710514,卡吉特技能八循环,,2,0,0,ultraSkill_loop,2,,,,TRUE,710515,3,0,,,
710515,卡吉特技能八结束,"7105111,7105112,7105113,7105114,7105115,7105116",1.9,0,0,ultraSkill_end,,,,,TRUE,,1,0,,,
710601,骨龙普攻,7106011,2.6,0,0,attack,,,,,TRUE,,7006011,0,,,
710602,骨龙技能一,7106021,2.5,0,0,skill01,,,,,TRUE,,28,0,,,
710603,骨龙技能二,"7106031,7106032",2.7,0,0,skill02,,,,,TRUE,,7006031,0,,,
710604,骨龙技能三,7106041,2.7,0,0,skill03,,,,,TRUE,,7006043,0,,,
710606,骨龙技能五,"7106061,7106064,7106066,7106068",3.85,0,0,skill05,,,,,TRUE,,7006011,0,,,
710607,骨龙技能六,"7106071,7106072,7106073,7106074,7106075",2.5,0,0,skill06,,,,,TRUE,,7006076,0,,,
900101,骨王普攻,9001011,1.3,0,0,riseSceptre,,,,,TRUE,,3,0,,,
1001011,骨王普攻空技能,,1.2,0,0,idle,,,,,FALSE,,3,0,,,
1001041,骨王奥义空技能,,1.2,0,0,idle,,,,,FALSE,,3,1,,,
1002001,希姿近战普攻1级,100200101,1,0,0,melee,,,,,TRUE,,1000,0,,,
1002002,希姿近战普攻2级,100200102,1,0,0,melee,,,,,TRUE,,1000,0,,,
1002003,希姿近战普攻3级,100200103,1,0,0,melee,,,,,TRUE,,1000,0,,,
1002004,希姿近战普攻4级,100200104,1,0,0,melee,,,,,TRUE,,1000,0,,,
