id,type,spawnCenter,spawnPosition,delay,duration,parabolaHigh,parabolaAngle,parabolaOffset,disorderAngle,disorderSpdAngle,speed,acceleration,length,passEffects,hitEffects,endEffects,pass,passTimes
10210302,7,,"-1.3,2.95",0,5,,,,"-15,-25",15,90000,20000,,,10210317,,0,
10210303,7,,"-0.78,2.15",0,5,,,,"-30,-40",15,90000,20000,,,10210318,,0,
10210304,7,,"-0.5,3.6",0,5,,,,"55,65",15,90000,20000,,,10210319,,0,
10210305,7,,"-1.3,2.95",0,5,,,,"-15,-25",15,90000,20000,,,10210320,,0,
10210306,7,,"-0.78,2.15",0,5,,,,"-30,-40",15,90000,20000,,,10210321,,0,
10210307,7,,"-0.5,3.6",0,5,,,,"55,65",15,90000,20000,,,10210322,,0,
10210308,7,,"-1.3,2.95",0,5,,,,"-15,-25",15,90000,20000,,,10210323,,0,
10210309,7,,"-0.78,2.15",0,5,,,,"-30,-40",15,90000,20000,,,10210324,,0,
10210310,7,,"-0.5,3.6",0,5,,,,"55,65",15,90000,20000,,,10210325,,0,
10210311,7,,"-1.3,2.95",0,5,,,,"-15,-25",15,90000,20000,,,10210326,,0,
10210312,7,,"-0.78,2.15",0,5,,,,"-30,-40",15,90000,20000,,,10210327,,0,
10210313,7,,"-0.5,3.6",0,5,,,,"55,65",15,90000,20000,,,10210328,,0,
10210314,7,,"-1.3,2.95",0,5,,,,"-15,-25",15,90000,20000,,,10210329,,0,
10210315,7,,"-0.78,2.15",0,5,,,,"-30,-40",15,90000,20000,,,10210330,,0,
30130101,1,,"1.15,2.3",0,5,,,,,,150000,100000,,,30130106,,0,
30130102,1,,"1.15,2.3",0,5,,,,,,150000,100000,,,30130107,,0,
30130103,1,,"1.15,2.3",0,5,,,,,,150000,100000,,,30130108,,0,
30130104,1,,"1.15,2.3",0,5,,,,,,150000,100000,,,30130109,,0,
30130105,1,,"1.15,2.3",0,5,,,,,,150000,100000,,,30130110,,0,
30130201,1,,"2.12,1.86",0,5,,,,,,150000,100000,,,30130206,,0,
30130202,1,,"2.12,1.86",0,5,,,,,,150000,100000,,,30130207,,0,
30130203,1,,"2.12,1.86",0,5,,,,,,150000,100000,,,30130208,,0,
30130204,1,,"2.12,1.86",0,5,,,,,,150000,100000,,,30130209,,0,
30130205,1,,"2.12,1.86",0,5,,,,,,150000,100000,,,30130210,,0,
