id,charaName,aiName,attackinterval,normalAtkID,normalMeleeAtkID,moveAtkID,enterSkillID,warningSkill,uiSkillIDs,skillID,ultraSkillID,acitvePassiveSkills,collideRect,meleeHitRange,remoteHitRange,knockBackDuration,getUpDuration,damagedDuration,enterDuration,bkStartDuration,bkEndDuration,enterDelay,translateData
510121,漆黑戰士飛飛-1級技能,ai1012,800,1012011,,,,,,"1012021,1012031",1012041,1012051,"0.7,0.4",2.5,3,1.333,1.167,0.633,,,,,1012battle
510123,漆黑戰士飛飛-3級技能,ai1012,800,1012013,,,,,,"1012023,1012033",1012043,1012053,"0.7,0.4",2.5,3,1.333,1.167,0.633,,,,,1012battle
510125,漆黑戰士飛飛-5級技能,ai1012,800,1012015,,,,,,"1012025,1012035",1012045,1012055,"0.7,0.4",2.5,3,1.333,1.167,0.633,,,,,1012battle
510131,夏提雅-1級技能,ai1013,800,1013011,,,,,,"1013021,1013031",1013041,1013051,"0.7,0.4",3,12,0.8,0.667,0.567,,,,,
510133,夏提雅-3級技能,ai1013,800,1013013,,,,,,"1013023,1013033",1013043,1013053,"0.7,0.4",3,12,0.8,0.667,0.567,,,,,
510135,夏提雅-5級技能,ai1013,800,1013015,,,,,,"1013025,1013035",1013045,1013055,"0.7,0.4",3,12,0.8,0.667,0.567,,,,,
510141,夏提雅女武神-1級技能,ai1014,800,1014011,,,,,,"1014021,1014031",1014041,1014051,"0.7,0.4",3,3.5,0.867,1,0.833,2.5,,,,
510143,夏提雅女武神-3級技能,ai1014,800,1014013,,,,,,"1014023,1014033",1014043,1014053,"0.7,0.4",3,3.5,0.867,1,0.833,3.5,,,,
510145,夏提雅女武神-5級技能,ai1014,800,1014015,,,,,,"1014025,1014035",1014045,1014055,"0.7,0.4",3,3.5,0.867,1,0.833,4.5,,,,
510181,娜貝拉爾-1級技能,ai1018,800,1018011,,,,,,"1018021,1018031",1018041,1018051,"0.7,0.4",3,12,0.833,1.2,0.5,,,,,
510183,娜貝拉爾-3級技能,ai1018,800,1018013,,,,,,"1018023,1018033",1018043,1018053,"0.7,0.4",3,12,0.833,1.2,0.5,,,,,
510185,娜貝拉爾-5級技能,ai1018,800,1018015,,,,,,"1018025,1018035",1018045,1018055,"0.7,0.4",3,12,0.833,1.2,0.5,,,,,
510211,威克提姆-1級技能,ai1021,800,1021011,1021001,,,,,"1021021,1021031",1021041,1021051,"0.7,0.5",3,12,1.133,1.033,0.833,,,,,
510213,威克提姆-3級技能,ai1021,800,1021013,1021003,,,,,"1021023,1021033",1021043,1021053,"0.7,0.5",3,12,1.133,1.033,0.833,,,,,
510215,威克提姆-5級技能,ai1021,800,1021015,1021005,,,,,"1021025,1021035",1021045,1021055,"0.7,0.5",3,12,1.133,1.033,0.833,,,,,
510221,佩斯特妮·S·汪可-1級技能,ai1022,800,1022011,,,,,,"1022021,1022031",1022041,1022051,"0.7,0.5",3,10,0.9,1,0.633,,,,,
510223,佩斯特妮·S·汪可-3級技能,ai1022,800,1022013,,,,,,"1022023,1022033",1022043,1022053,"0.7,0.5",3,10,0.9,1,0.633,,,,,
510225,佩斯特妮·S·汪可-5級技能,ai1022,800,1022015,,,,,,"1022025,1022035",1022045,1022055,"0.7,0.5",3,10,0.9,1,0.633,,,,,
510241,漆黑聖典一席-1級技能,ai1024,800,1024011,,,,,,"1024021,1024031",1024041,1024051,"0.7,0.4",3,3,1.167,1,0.5,,,,,
510243,漆黑聖典一席-3級技能,ai1024,800,1024013,,,,,,"1024023,1024033",1024043,1024053,"0.7,0.4",3,3,1.167,1,0.5,,,,,
510245,漆黑聖典一席-5級技能,ai1024,800,1024015,,,,,,"1024025,1024035",1024045,1024055,"0.7,0.4",3,3,1.167,1,0.5,,,,,
510311,漆黑聖典八席-1級技能,ai1031,1000,1031011,,,,,,"1031021,1031031",1031041,1031051,"0.7,0.4",2.5,3,1,1.333,0.567,,,,,
510313,漆黑聖典八席-3級技能,ai1031,1000,1031013,,,,,,"1031023,1031033",1031043,1031053,"0.7,0.4",2.5,3,1,1.333,0.567,,,,,
510315,漆黑聖典八席-5級技能,ai1031,1000,1031015,,,,,,"1031025,1031035",1031045,1031055,"0.7,0.4",2.5,3,1,1.333,0.567,,,,,
520011,美姬娜貝-1級技能,ai2001,700,2001011,,,,,,"2001021,2001031",2001041,2001051,"0.7,0.4",2,3,0.833,0.667,0.833,,,,,
520013,美姬娜貝-3級技能,ai2001,700,2001013,,,,,,"2001023,2001033",2001043,2001053,"0.7,0.4",2,3,0.833,0.667,0.833,,,,,
520015,美姬娜貝-5級技能,ai2001,700,2001015,,,,,,"2001025,2001035",2001045,2001055,"0.7,0.4",2,3,0.833,0.667,0.833,,,,,
520051,葛傑夫-1級技能,ai2005,800,2005011,,,,,,"2005021,2005031",2005041,2005051,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520053,葛傑夫-3級技能,ai2005,800,2005013,,,,,,"2005023,2005033",2005043,2005053,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520055,葛傑夫-5級技能,ai2005,800,2005015,,,,,,"2005025,2005035",2005045,2005055,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520061,布萊恩-1級技能,ai2006,800,2006011,,,,,,"2006021,2006031",2006041,2006051,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520063,布萊恩-3級技能,ai2006,800,2006013,,,,,,"2006023,2006033",2006043,2006053,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520065,布萊恩-5級技能,ai2006,800,2006015,,,,,,"2006025,2006035",2006045,2006055,"0.7,0.4",2.5,3,0.667,0.667,0.6,,,,,
520071,伊維爾哀-1級技能,ai2007,800,2007011,2007001,,,,,"2007021,2007031",2007041,2007051,"0.7,0.4",3,12,0.833,1,0.7,,,,,
520073,伊維爾哀-3級技能,ai2007,800,2007013,2007003,,,,,"2007023,2007033",2007043,2007053,"0.7,0.4",3,12,0.833,1,0.7,,,,,
520075,伊維爾哀-5級技能,ai2007,800,2007015,2007005,,,,,"2007025,2007035",2007045,2007055,"0.7,0.4",3,12,0.833,1,0.7,,,,,
520091,格格蘭-1級技能,ai2009,1000,2009011,,,,,,"2009021,2009031",2009041,2009051,"0.7,0.4",2.5,3,0.733,0.9,0.767,,,,,
520093,格格蘭-3級技能,ai2009,1000,2009013,,,,,,"2009023,2009033",2009043,2009053,"0.7,0.4",2.5,3,0.733,0.9,0.767,,,,,
520095,格格蘭-5級技能,ai2009,1000,2009015,,,,,,"2009025,2009035",2009045,2009055,"0.7,0.4",2.5,3,0.733,0.9,0.767,,,,,
520141,愛雪-1級技能,ai2014,800,2014011,,,,,,"2014021,2014031",2014041,2014051,"0.7,0.4",3,12,0.967,1,0.667,,,,,
520143,愛雪-3級技能,ai2014,800,2014013,,,,,,"2014023,2014033",2014043,2014053,"0.7,0.4",3,12,0.967,1,0.667,,,,,
520145,愛雪-5級技能,ai2014,800,2014015,,,,,,"2014025,2014035",2014045,2014055,"0.7,0.4",3,12,0.967,1,0.667,,,,,
520151,伊米娜-1級技能,ai2015,600,2015011,2015001,,,,,"2015021,2015031",2015041,2015051,"0.7,0.4",3,14,0.9,1,0.6,,,,,
520153,伊米娜-3級技能,ai2015,600,2015013,2015003,,,,,"2015023,2015033",2015043,2015053,"0.7,0.4",3,14,0.9,1,0.6,,,,,
520155,伊米娜-5級技能,ai2015,600,2015015,2015005,,,,,"2015025,2015035",2015045,2015055,"0.7,0.4",3,14,0.9,1,0.6,,,,,
520191,伊古瓦-1級技能,ai2019,800,2019011,2019001,,,,,"2019021,2019031",2019041,2019051,"0.7,0.4",3,12,0.767,1,1,,,,,
520193,伊古瓦-3級技能,ai2019,800,2019013,2019003,,,,,"2019023,2019033",2019043,2019053,"0.7,0.4",3,12,0.767,1,1,,,,,
520195,伊古瓦-5級技能,ai2019,800,2019015,2019005,,,,,"2019025,2019035",2019045,2019055,"0.7,0.4",3,12,0.767,1,1,,,,,
520201,克萊門汀-1級技能,ai2020,700,2020011,,,,,,2020021,2020041,"2020031,2020051","0.7,0.4",2.5,3,0.833,0.667,0.6,,,,,2020battle
520203,克萊門汀-3級技能,ai2020,700,2020013,,,,,,2020023,2020043,"2020033,2020053","0.7,0.4",2.5,3,0.833,0.667,0.6,,,,,2020battle
520205,克萊門汀-5級技能,ai2020,700,2020015,,,,,,2020025,2020045,"2020035,2020055","0.7,0.4",2.5,3,0.833,0.667,0.6,,,,,2020battle
520211,桀洛-1級技能,ai2021,800,2021011,,,,,,"2021021,2021031",2021041,2021051,"0.7,0.4",2,3,0.9,1,0.6,,,,,
520213,桀洛-3級技能,ai2021,800,2021013,,,,,,"2021023,2021033",2021043,2021053,"0.7,0.4",2,3,0.9,1,0.6,,,,,
520215,桀洛-5級技能,ai2021,800,2021015,,,,,,"2021025,2021035",2021045,2021055,"0.7,0.4",2,3,0.9,1,0.6,,,,,
520411,恩菲雷亞-1級技能,ai2041,800,2041011,,,,,,"2041021,2041031",2041041,2041051,"0.7,0.4",3,12,0.867,1,0.633,,,,,
520413,恩菲雷亞-3級技能,ai2041,800,2041013,,,,,,"2041023,2041033",2041043,2041053,"0.7,0.4",3,12,0.867,1,0.633,,,,,
520415,恩菲雷亞-5級技能,ai2041,800,2041015,,,,,,"2041025,2041035",2041045,2041055,"0.7,0.4",3,12,0.867,1,0.633,,,,,
530021,倉助-1級技能,ai3002,1000,3002011,,,,,,3002021,3002041,3002051,"1.4,0.8",2,3,1,0.9,0.767,,,,,
530023,倉助-3級技能,ai3002,1000,3002013,,,,,,3002023,3002043,3002053,"1.4,0.8",2,3,1,0.9,0.767,,,,,
530025,倉助-5級技能,ai3002,1000,3002015,,,,,,3002025,3002045,3002055,"1.4,0.8",2,3,1,0.9,0.767,,,,,
530031,紮裡尤斯沙沙-1級技能,ai3003,1000,3003011,,,,,,3003021,3003041,3003051,"0.7,0.4",2.5,3,0.533,0.5,0.633,,,,,
530033,紮裡尤斯沙沙-3級技能,ai3003,1000,3003013,,,,,,3003023,3003043,3003053,"0.7,0.4",2.5,3,0.533,0.5,0.633,,,,,
530035,紮裡尤斯沙沙-5級技能,ai3003,1000,3003015,,,,,,3003025,3003045,3003055,"0.7,0.4",2.5,3,0.533,0.5,0.633,,,,,
530041,沙斯林沙沙-1級技能,ai3004,800,3004011,,,,,,3004021,3004041,3004051,"0.7,0.4",2.5,3,0.867,1,0.733,,,,,
530043,沙斯林沙沙-3級技能,ai3004,800,3004013,,,,,,3004023,3004043,3004053,"0.7,0.4",2.5,3,0.867,1,0.733,,,,,
530045,沙斯林沙沙-5級技能,ai3004,800,3004015,,,,,,3004025,3004045,3004055,"0.7,0.4",2.5,3,0.867,1,0.733,,,,,
530051,庫魯雪魯魯-1級技能,ai3005,800,3005011,3005001,,,,,3005021,3005041,3005051,"0.7,0.4",3,12,1,0.8,0.633,,,,,
530053,庫魯雪魯魯-3級技能,ai3005,800,3005013,3005003,,,,,3005023,3005043,3005053,"0.7,0.4",3,12,1,0.8,0.633,,,,,
530055,庫魯雪魯魯-5級技能,ai3005,800,3005015,3005005,,,,,3005025,3005045,3005055,"0.7,0.4",3,12,1,0.8,0.633,,,,,
530061,斯修喬喬-1級技能,ai3006,600,3006011,3006001,,,,,3006021,3006041,3006051,"0.7,0.4",3,14,0.9,1.033,0.5,,,,,
530063,斯修喬喬-3級技能,ai3006,600,3006013,3006003,,,,,3006023,3006043,3006053,"0.7,0.4",3,14,0.9,1.033,0.5,,,,,
530065,斯修喬喬-5級技能,ai3006,600,3006015,3006005,,,,,3006025,3006045,3006055,"0.7,0.4",3,14,0.9,1.033,0.5,,,,,
530071,休古茲茲-1級技能,ai3007,1000,3007011,,,,,,3007021,3007041,3007051,"0.7,0.4",3,3,1.033,1.333,0.5,,,,,
530073,休古茲茲-3級技能,ai3007,1000,3007013,,,,,,3007023,3007043,3007053,"0.7,0.4",3,3,1.033,1.333,0.5,,,,,
530075,休古茲茲-5級技能,ai3007,1000,3007015,,,,,,3007025,3007045,3007055,"0.7,0.4",3,3,1.033,1.333,0.5,,,,,
530081,澤伯魯咕咕-1級技能,ai3008,800,3008011,,,,,,3008021,3008041,3008051,"0.7,0.4",3,3,0.933,1.033,0.5,,,,,
530083,澤伯魯咕咕-3級技能,ai3008,800,3008013,,,,,,3008023,3008043,3008053,"0.7,0.4",3,3,0.933,1.033,0.5,,,,,
530085,澤伯魯咕咕-5級技能,ai3008,800,3008015,,,,,,3008025,3008045,3008055,"0.7,0.4",3,3,0.933,1.033,0.5,,,,,
530101,沙丘隆特-1級技能,ai3010,800,3010011,,,,,,3010021,3010041,3010051,"0.7,0.4",2.5,3,0.633,0.9,0.5,,,,,
530103,沙丘隆特-3級技能,ai3010,800,3010013,,,,,,3010023,3010043,3010053,"0.7,0.4",2.5,3,0.633,0.9,0.5,,,,,
530105,沙丘隆特-5級技能,ai3010,800,3010015,,,,,,3010025,3010045,3010055,"0.7,0.4",2.5,3,0.633,0.9,0.5,,,,,
530111,克萊姆-1級技能,ai3011,1000,3011011,,,,,,3011021,3011041,3011051,"0.7,0.4",3,3,0.767,1,0.5,,,,,
530113,克萊姆-3級技能,ai3011,1000,3011013,,,,,,3011023,3011043,3011053,"0.7,0.4",3,3,0.767,1,0.5,,,,,
530115,克萊姆-5級技能,ai3011,1000,3011015,,,,,,3011025,3011045,3011055,"0.7,0.4",3,3,0.767,1,0.5,,,,,
540011,布莉塔-1級技能,ai4001,800,4001011,,,,,,,4001041,,"0.7,0.4",2.5,3,0.667,1,0.767,,,,,
540013,布莉塔-3級技能,ai4001,800,4001013,,,,,,,4001043,,"0.7,0.4",2.5,3,0.667,1,0.767,,,,,
540015,布莉塔-5級技能,ai4001,800,4001015,,,,,,,4001045,,"0.7,0.4",2.5,3,0.667,1,0.767,,,,,
540021,彼得·莫克-1級技能,ai4002,1000,4002011,,4002021,,,,,4002041,,"0.7,0.4",2.5,3,0.767,0.567,0.667,,,,,
540023,彼得·莫克-3級技能,ai4002,1000,4002013,,4002021,,,,,4002043,,"0.7,0.4",2.5,3,0.767,0.567,0.667,,,,,
540025,彼得·莫克-5級技能,ai4002,1000,4002015,,4002021,,,,,4002045,,"0.7,0.4",2.5,3,0.767,0.567,0.667,,,,,
540031,盧克諾克·波爾布-1級技能,ai4003,600,4003011,4003021,,,,,,4003041,,"0.7,0.4",3,14,0.8,1.833,0.6,,,,,
540033,盧克諾克·波爾布-3級技能,ai4003,600,4003013,4003023,,,,,,4003043,,"0.7,0.4",3,14,0.8,1.833,0.6,,,,,
540035,盧克諾克·波爾布-5級技能,ai4003,600,4003015,4003025,,,,,,4003045,,"0.7,0.4",3,14,0.8,1.833,0.6,,,,,
540041,尼亞-1級技能,ai4004,800,4004011,4004021,,,,,,4004041,,"0.7,0.4",3,12,0.767,1.167,0.767,,,,,
540043,尼亞-3級技能,ai4004,800,4004013,4004023,,,,,,4004043,,"0.7,0.4",3,12,0.767,1.167,0.767,,,,,
540045,尼亞-5級技能,ai4004,800,4004015,4004025,,,,,,4004045,,"0.7,0.4",3,12,0.767,1.167,0.767,,,,,
540051,達因-1級技能,ai4005,800,4005011,,,,,,,4005041,,"0.7,0.4",3,3,1,1.1,0.6,,,,,
540053,達因-3級技能,ai4005,800,4005013,,,,,,,4005043,,"0.7,0.4",3,3,1,1.1,0.6,,,,,
540055,達因-5級技能,ai4005,800,4005015,,,,,,,4005045,,"0.7,0.4",3,3,1,1.1,0.6,,,,,
